Image,True_WNID,True_Label,layer_0,layer_1,layer_2,layer_3,layer_4,layer_5,layer_6,layer_7,layer_8,layer_9,layer_10,layer_11
Image_39,n01443537,"goldfish, Carassius auratus",1.204250699160525e-09,2.2310633340794084e-09,1.3961438671827864e-09,4.587649371501357e-09,1.2527647363924643e-08,5.722489149206922e-09,3.3651478048568606e-08,2.202041038401603e-08,2.222726713796419e-08,2.012205868595629e-08,1.9187627913197502e-06,0.9835008382797241
Image_40,n01443537,"goldfish, Carassius auratus",9.137220424726422e-10,1.71532221759918e-09,1.0865131017112617e-09,3.1020570556705707e-09,7.2401951101142e-09,3.1097082686670774e-09,1.38023086293515e-08,6.776947003572786e-09,6.461036594629377e-09,2.9156759229209683e-09,6.613854353076931e-09,0.0023895930498838425
Image_41,n01443537,"goldfish, Carassius auratus",1.1051723980415318e-09,2.0025754388086625e-09,1.3647589724996578e-09,2.565831325185286e-09,8.341217494489683e-09,5.272442482606721e-09,8.767282011490352e-09,3.7370830874294825e-09,8.650343552574213e-09,3.6152310034509583e-09,3.611369692180233e-08,0.5035973191261292
Image_42,n01443537,"goldfish, Carassius auratus",1.0779518389014697e-09,1.9361243719373533e-09,1.2849139530146658e-09,2.885033767441314e-09,7.755729392044941e-09,3.3484974792941102e-09,2.1821302098601336e-08,2.3406954596794094e-08,2.246507335712522e-08,8.654940764074581e-09,1.5473013093014742e-07,0.9937359094619751
Image_43,n01443537,"goldfish, Carassius auratus",1.0898512092794022e-09,1.9433268327873066e-09,1.2232861390515382e-09,4.280811705115184e-09,1.395549542593244e-08,6.237252048180153e-09,2.8371639260171833e-08,2.3962090978102424e-08,4.3853656706005495e-08,5.900460209318226e-08,5.81745689487434e-06,0.9978417158126831
Image_44,n01443537,"goldfish, Carassius auratus",9.676958123705504e-10,1.6820332904288193e-09,1.038129471275795e-09,2.9359878972456954e-09,9.091682073858465e-09,6.120218110083897e-09,2.4675182785927063e-08,2.0779769016598948e-08,2.5020849392376476e-08,1.1741709826651459e-08,5.363413535519612e-08,0.0017393603920936584
Image_45,n01443537,"goldfish, Carassius auratus",8.315931832036938e-10,1.7065963087148361e-09,1.065675769851282e-09,3.308963103521023e-09,1.2704014729081337e-08,6.4562306612003795e-09,4.165650580034708e-08,4.316884272270727e-08,6.249294415283657e-08,5.405632563793006e-08,2.851537146852934e-06,0.927763044834137
Image_46,n01443537,"goldfish, Carassius auratus",1.1668743749027044e-09,2.1349699785844223e-09,1.4606313936127435e-09,4.492458405280786e-09,1.1495683516216104e-08,4.969292533019143e-09,2.1017191542682667e-08,1.3911184204573601e-08,2.495049145068151e-08,3.984299468129393e-08,6.230382496141829e-06,0.9935004115104675
Image_47,n01443537,"goldfish, Carassius auratus",1.1253563636515196e-09,2.0573511783084086e-09,1.3578860258434133e-09,3.965026085239742e-09,1.3931976461378781e-08,4.249433693814808e-09,5.1167191372769594e-08,3.306300655481209e-08,2.7580052019970935e-08,2.5003643600030045e-08,3.998468855570536e-06,0.9793947339057922
Image_48,n01443537,"goldfish, Carassius auratus",9.073419793281801e-10,1.7008616737257398e-09,1.2575221974842066e-09,2.64352273404711e-09,7.839333626691314e-09,2.618644190377495e-09,1.0881954004560157e-08,1.433928975558274e-08,1.7653308148624092e-08,3.5786456464848015e-08,1.4072238627704792e-05,0.8715319037437439
Image_49,n01443537,"goldfish, Carassius auratus",1.0170598807590636e-09,1.8752697172885746e-09,1.1142391453944356e-09,3.014809291101983e-09,9.519846244643304e-09,2.584718661324814e-09,1.5711512091343138e-08,1.5875551540034394e-08,2.8273237973053256e-08,3.2534632765646165e-08,1.4101891792961396e-05,0.9918065071105957
Image_50,n01443537,"goldfish, Carassius auratus",8.69326333141629e-10,1.651240144617816e-09,1.0353343737889986e-09,2.9030573500676837e-09,8.415642405168455e-09,4.262293629153646e-09,3.0519018423547095e-08,2.2741994953889844e-08,2.9502849940854503e-08,4.44365824137094e-08,8.758476724324282e-06,0.9956914782524109
Image_51,n01629819,"European fire salamander, Salamandra salamandra",1.962219275952748e-11,2.0361528435541842e-11,2.8395796131119866e-11,4.467054504075918e-11,2.8910701610485035e-10,6.884888770208875e-10,2.557360323507396e-09,6.026440679818279e-09,4.205930714817896e-09,2.7156296766861487e-08,3.2895545132305415e-07,0.7462722063064575
Image_52,n01629819,"European fire salamander, Salamandra salamandra",1.423822778429118e-11,1.4153960121998654e-11,1.847969693935525e-11,3.003387469280305e-11,1.9334626955025414e-10,5.019809568018729e-10,2.663770537481014e-09,4.94685004071016e-09,5.029805905110152e-09,3.999805642251886e-08,9.308784001405002e-07,0.9973184466362
Image_53,n01629819,"European fire salamander, Salamandra salamandra",2.044199705342198e-11,1.698146831485836e-11,1.789283825270882e-11,2.8315173122850368e-11,2.489621286905219e-10,3.816583993287992e-10,2.891396011506231e-09,6.721020628930319e-09,4.9073229924090356e-09,2.3757948497404868e-08,4.172144940639555e-07,0.45995214581489563
Image_54,n01629819,"European fire salamander, Salamandra salamandra",1.8426555420392177e-11,1.6924215501257223e-11,1.8616603050802816e-11,3.141400681250239e-11,1.4986320517884621e-10,3.3648181463341587e-10,2.1386565851599926e-09,7.163106552354748e-09,4.344159698632666e-09,1.9320779642839625e-07,8.027108378882986e-06,0.9986695051193237
Image_55,n01629819,"European fire salamander, Salamandra salamandra",1.896399877410193e-11,1.9840689854944138e-11,1.892243826906448e-11,3.935383616204824e-11,1.858795478648645e-10,4.422619215294077e-10,2.165829515732298e-09,4.449754786861604e-09,9.046712712290628e-09,1.5715642120994744e-08,8.222329483942303e-08,0.17831848561763763
Image_56,n01629819,"European fire salamander, Salamandra salamandra",1.6380369283197638e-11,1.5366465044852617e-11,1.682758099530446e-11,2.470180830715929e-11,1.198758592391158e-10,2.421607081526389e-10,2.177191538166312e-09,3.647560031794228e-09,3.9926919548349815e-09,2.3913806046493846e-08,7.175329415076703e-07,0.977792501449585
Image_57,n01629819,"European fire salamander, Salamandra salamandra",2.0475312417778113e-11,2.0753806659334906e-11,2.7461588558708172e-11,5.4655956843729925e-11,2.6152444099203365e-10,5.806539138397682e-10,3.0355495894696105e-09,4.398401198812962e-09,3.4588432118454193e-09,1.2056831089068965e-08,3.83778058221651e-08,0.09212860465049744
Image_58,n01629819,"European fire salamander, Salamandra salamandra",1.9718771754329012e-11,1.8697127179834183e-11,2.831829389038365e-11,5.663682370316003e-11,4.256770214094985e-10,8.368347681475541e-10,2.5049256002773745e-09,3.39916073066604e-09,3.969589101870952e-09,7.008586599965838e-09,1.3277420407575846e-07,0.9323709011077881
Image_59,n01629819,"European fire salamander, Salamandra salamandra",2.0455109828176887e-11,2.135779053613618e-11,3.01311024741846e-11,5.1429124847679475e-11,3.095430578525793e-10,7.943035673640964e-10,4.258831953762865e-09,3.4566631779142654e-09,4.310726442469104e-09,1.7185955769605243e-08,2.919290409408859e-07,0.9921903014183044
Image_60,n01629819,"European fire salamander, Salamandra salamandra",1.9227333267202162e-11,1.8657613648498383e-11,1.8407437032963436e-11,2.755502249984776e-11,1.736241705962982e-10,4.821285037870382e-10,2.283951472392687e-09,7.571296478658951e-09,6.4611382910584325e-09,7.127160728259696e-08,3.1266540645447094e-06,0.6752637028694153
Image_61,n01629819,"European fire salamander, Salamandra salamandra",1.7688900691426035e-11,1.8682043759210565e-11,1.9794180183829724e-11,3.4413472072003515e-11,1.7136268792850018e-10,4.78849015994598e-10,2.6906825656425326e-09,5.478649089951659e-09,9.479158791236841e-09,1.3982976554416382e-08,1.9938039486078196e-07,0.9036628007888794
Image_62,n01629819,"European fire salamander, Salamandra salamandra",2.0155897784146504e-11,2.1213522258256567e-11,2.800673581937474e-11,4.8164271182482565e-11,2.757067907310784e-10,6.279504694006732e-10,2.2932469256886634e-09,4.7402579639310716e-09,4.270779729864671e-09,3.7114070039478975e-08,4.775833531311946e-06,0.9990272521972656
Image_63,n01629819,"European fire salamander, Salamandra salamandra",1.6319810086651287e-11,1.473996619205664e-11,1.626100469553915e-11,2.304253836349357e-11,1.2189570186560417e-10,2.0771714903666805e-10,1.1295848700854094e-09,3.4132900950112344e-09,3.359527545043761e-09,1.7687330711169125e-08,2.898417221786076e-07,0.8148826360702515
Image_64,n01629819,"European fire salamander, Salamandra salamandra",2.0566923164544448e-11,2.2481221745307423e-11,2.975448012976223e-11,3.9794577355589666e-11,2.3994886633182944e-10,5.297198235609812e-10,2.3160202644589845e-09,3.319119867839504e-09,3.6793035285143105e-09,1.2096717405540858e-08,8.563443998355069e-08,0.7454118728637695
Image_65,n01629819,"European fire salamander, Salamandra salamandra",2.2455159259804347e-11,2.0958082491695507e-11,2.5493733860071366e-11,3.8849399391915895e-11,2.085872724544302e-10,7.356451559026311e-10,2.5092081745725636e-09,3.136205961595806e-09,4.544183251908862e-09,1.6883168640902113e-08,1.7822155484736868e-07,0.8683783411979675
Image_66,n01629819,"European fire salamander, Salamandra salamandra",1.4451441779361751e-11,1.3943656992920772e-11,1.7934174978417872e-11,2.448823609169093e-11,1.0627641822136269e-10,2.959355260845342e-10,1.683771566618475e-09,3.2885316691988464e-09,3.0500482139927954e-09,9.424602431806761e-09,1.198280727976453e-07,0.9656082987785339
Image_67,n01629819,"European fire salamander, Salamandra salamandra",1.6405082153836403e-11,1.544975952727512e-11,1.6936559793512274e-11,2.1744316416882903e-11,1.463690557645947e-10,3.8477449004759023e-10,2.566417967031498e-09,3.5257350372575047e-09,2.4935189468777708e-09,1.6040317518672964e-08,8.648285643175768e-07,0.9113625884056091
Image_68,n01629819,"European fire salamander, Salamandra salamandra",2.1592493418265413e-11,1.7576898270199592e-11,2.0211490467381132e-11,3.232081269288756e-11,1.458116266617182e-10,2.78363943007065e-10,1.4800394243508208e-09,2.0356212271366303e-09,2.801857190704027e-09,1.6601751084976968e-08,4.406292930525524e-07,0.9783081412315369
Image_69,n01629819,"European fire salamander, Salamandra salamandra",2.6757179805159126e-11,2.346209858339332e-11,2.98632021888956e-11,6.508742850241944e-11,3.9505759774627336e-10,1.1916785336296698e-09,6.904870009094566e-09,9.061154493394952e-09,4.96657692750091e-09,3.470043097308917e-08,6.302230417531973e-07,0.9501802325248718
Image_70,n01629819,"European fire salamander, Salamandra salamandra",2.2977441130334064e-11,2.0383875143359376e-11,2.2151116010893368e-11,3.6578611667392735e-11,2.718043845550966e-10,6.930446772024368e-10,3.782321122969279e-09,1.502448476742302e-08,6.873288604936079e-09,9.320670102397344e-08,1.0576653039606754e-05,0.9945200085639954
Image_71,n01629819,"European fire salamander, Salamandra salamandra",2.1322740448304067e-11,1.9275211635139122e-11,2.10670699635207e-11,3.253664698776859e-11,2.357789519180642e-10,8.776422366629788e-10,5.303706807069375e-09,1.0501636005244563e-08,4.071993409127117e-09,5.5247522112722436e-08,4.89353078592103e-06,0.9997726082801819
Image_72,n01629819,"European fire salamander, Salamandra salamandra",2.2824971079860035e-11,2.1431282096195936e-11,2.5020669564002063e-11,4.303427059149101e-11,2.603178228532954e-10,3.576559326479156e-10,1.7595551682347832e-09,3.837447248855597e-09,3.774466073025451e-09,2.182710012732514e-08,2.0506266196207434e-07,0.9928473830223083
Image_73,n01629819,"European fire salamander, Salamandra salamandra",1.478074780625338e-11,1.2533917480295198e-11,1.2835854774906341e-11,1.6300943234126564e-11,7.72145333782781e-11,2.677045252141852e-10,3.582692809089849e-09,8.910204130074817e-09,4.0153254055042e-09,1.3775606433341636e-08,1.6407647080995957e-06,0.9681670665740967
Image_74,n01629819,"European fire salamander, Salamandra salamandra",1.288390574782916e-11,1.1064089748547001e-11,1.1825113804819765e-11,1.4121073234341086e-11,6.148276332496039e-11,1.3838127865817285e-10,1.7637431515282742e-09,2.842770907562908e-09,3.793934499896068e-09,1.0904844138792669e-08,2.9714502858269043e-08,0.6383551955223083
Image_75,n01629819,"European fire salamander, Salamandra salamandra",1.527467388684478e-11,1.230785699052328e-11,1.17371806718225e-11,1.689696126072615e-11,8.193860867589109e-11,2.070489613092974e-10,1.2243890346042008e-09,3.918025459626051e-09,6.5821854633441035e-09,3.6397988623093624e-08,2.6337698955103406e-07,0.5572044253349304
Image_76,n01629819,"European fire salamander, Salamandra salamandra",2.1011149417549113e-11,2.1275110145824172e-11,2.4005719287401028e-11,3.803671266844333e-11,1.3336164117472293e-10,2.868179582726782e-10,1.1106685571249386e-09,7.527850565125505e-10,1.866978127651464e-09,3.1368154740363252e-09,4.5008565763282604e-09,0.00030933821108192205
Image_77,n01629819,"European fire salamander, Salamandra salamandra",2.357846209943837e-11,2.1109222009263462e-11,2.5367643749496516e-11,3.8599297369490415e-11,2.585328340298787e-10,6.333458202334441e-10,2.941433319136877e-09,6.219880610558448e-09,5.369831690416049e-09,2.41728663752383e-08,5.812674430671905e-08,0.2711079716682434
Image_78,n01629819,"European fire salamander, Salamandra salamandra",1.4186711701225097e-11,1.2725663404988818e-11,1.6425610871451113e-11,2.4556218169990984e-11,1.215191003378635e-10,4.2043768466726306e-10,1.8757653208467673e-09,2.737910786976272e-09,4.3765275847817975e-09,2.0124234723084555e-08,4.5940137738398334e-07,0.9980485439300537
Image_79,n01629819,"European fire salamander, Salamandra salamandra",1.993570412917034e-11,2.2412844150054845e-11,2.7056381440848654e-11,5.4194679993679884e-11,3.0556615571164514e-10,4.6506265505286137e-10,2.110265739929673e-09,3.4760692102508983e-09,5.89576076848175e-09,3.971160467131085e-08,6.034414127498167e-06,0.9979358911514282
Image_80,n01629819,"European fire salamander, Salamandra salamandra",1.8183128613902255e-11,1.8353703973295055e-11,2.2327471468908122e-11,3.4208920418610234e-11,1.7866001733590764e-10,4.1493888880417273e-10,2.425944556350146e-09,3.704326623221732e-09,4.806710141025405e-09,1.938298943571226e-08,8.734205181326615e-08,0.9252429604530334
Image_81,n01629819,"European fire salamander, Salamandra salamandra",2.9831973696881064e-11,2.1821350282280605e-11,2.8748533068001514e-11,5.140178907514503e-11,3.565248374304275e-10,1.1131970900635224e-09,3.4431506534815526e-09,9.108565457438544e-09,6.9794796608846355e-09,3.20409050402759e-08,1.6551157955291274e-07,0.4694766700267792
Image_82,n01629819,"European fire salamander, Salamandra salamandra",1.705071674129588e-11,1.549553367563572e-11,1.7580147407270097e-11,2.5448653601101157e-11,1.360000445593812e-10,5.876180098063344e-10,4.021558641653655e-09,5.72281955157905e-09,3.0529445638194375e-09,2.1809542616324507e-08,3.534084100920154e-07,0.8294028639793396
Image_83,n01629819,"European fire salamander, Salamandra salamandra",1.2707858203231392e-11,1.383051572573235e-11,1.5295049948793604e-11,2.4969906350924553e-11,1.401874588635721e-10,2.2491805640179052e-10,1.4325670649739664e-09,2.893093098421673e-09,5.2408579698237645e-09,1.5313093015834056e-08,5.38650368753224e-08,0.20034556090831757
Image_84,n01629819,"European fire salamander, Salamandra salamandra",2.6983856121765015e-11,2.1562711685629843e-11,2.3198446635896985e-11,4.1065095768288984e-11,2.2022275669719704e-10,5.667877833737123e-10,2.634453766248157e-09,3.259371217367857e-09,4.316397017589679e-09,1.5728783608892627e-08,8.084362690397029e-08,0.3443610668182373
Image_85,n01629819,"European fire salamander, Salamandra salamandra",1.5321860100114826e-11,1.4981989607254498e-11,1.6630937946238156e-11,2.928128572943223e-11,2.3070866050911576e-10,4.288885913084073e-10,3.2493996382498835e-09,7.943195434734207e-09,5.457819529652852e-09,6.207969960314585e-08,2.46766990130709e-06,0.9953824877738953
