Image,True_WNID,True_Label,layer_0,layer_1,layer_2,layer_3,layer_4,layer_5,layer_6,layer_7,layer_8,layer_9,layer_10,layer_11
Image_19,n01443537,"goldfish, Carassius auratus",0.016054296866059303,0.016449905931949615,0.015899721533060074,0.01589043252170086,0.015554927289485931,0.015504772774875164,0.01425075065344572,0.015275358222424984,0.014650237746536732,0.015863783657550812,0.013678524643182755,0.0
Image_20,n01443537,"goldfish, Carassius auratus",0.013815987855196,0.014151658862829208,0.013505280949175358,0.013345074839890003,0.012737330980598927,0.01290859654545784,0.01208760030567646,0.013225500471889973,0.012563012540340424,0.01333408523350954,0.010113752447068691,0.0
Image_21,n01443537,"goldfish, Carassius auratus",0.016979528591036797,0.017398584634065628,0.016987212002277374,0.01668754406273365,0.0160354133695364,0.01611412689089775,0.015360316261649132,0.015910860151052475,0.01527718361467123,0.015496876090765,0.013621339574456215,0.0
Image_22,n01443537,"goldfish, Carassius auratus",0.01863056793808937,0.018752487376332283,0.01842726208269596,0.018022852018475533,0.016786331310868263,0.016807282343506813,0.015522265806794167,0.01555789913982153,0.015542224049568176,0.0164120402187109,0.01520431786775589,0.0
Image_23,n01443537,"goldfish, Carassius auratus",0.013597739860415459,0.013874946162104607,0.013326246291399002,0.012981221079826355,0.01271988544613123,0.012327631004154682,0.011320959776639938,0.012061883695423603,0.011646722443401814,0.011494141072034836,0.009812703356146812,0.0
Image_24,n01443537,"goldfish, Carassius auratus",0.02019951492547989,0.019939620047807693,0.019312618300318718,0.019038347527384758,0.01826811581850052,0.018228352069854736,0.017237644642591476,0.01826372928917408,0.017859650775790215,0.018837738782167435,0.01709558442234993,0.0
Image_25,n01443537,"goldfish, Carassius auratus",0.014525085687637329,0.014835821464657784,0.01440332643687725,0.014155383221805096,0.013723489828407764,0.013627998530864716,0.012912069447338581,0.013713083229959011,0.012889723293483257,0.013162925839424133,0.011777820996940136,0.0
Image_26,n01443537,"goldfish, Carassius auratus",0.01629684492945671,0.016130700707435608,0.01573854126036167,0.015523852780461311,0.014821839518845081,0.014805714599788189,0.013694444671273232,0.013980301097035408,0.013686904683709145,0.014404471963644028,0.012844224460422993,0.0
Image_27,n01443537,"goldfish, Carassius auratus",0.01733231171965599,0.01722250133752823,0.016972165554761887,0.016971530392766,0.016122257336974144,0.016794372349977493,0.015690453350543976,0.01642584055662155,0.015147223137319088,0.015658976510167122,0.013548989780247211,0.0
Image_28,n01443537,"goldfish, Carassius auratus",0.01782800815999508,0.018336977809667587,0.017888547852635384,0.01772734336555004,0.017303669825196266,0.017545970156788826,0.016297025606036186,0.016963332891464233,0.016263214871287346,0.016323303803801537,0.013837974518537521,0.0
Image_29,n01443537,"goldfish, Carassius auratus",0.014902914874255657,0.015321165323257446,0.014544479548931122,0.014215813018381596,0.013969853520393372,0.014359600841999054,0.013044722378253937,0.014021913520991802,0.013723347336053848,0.014484573155641556,0.014581579715013504,0.0
Image_30,n01443537,"goldfish, Carassius auratus",0.018948925659060478,0.018995534628629684,0.018405716866254807,0.01810481958091259,0.017151566222310066,0.017192065715789795,0.015767037868499756,0.017086656764149666,0.01656751148402691,0.01815144717693329,0.017827792093157768,0.0
Image_31,n01443537,"goldfish, Carassius auratus",0.015234885737299919,0.01535345334559679,0.01462904829531908,0.014164730906486511,0.013735366985201836,0.013525876216590405,0.012922311201691628,0.013766398653388023,0.013124621473252773,0.014304555021226406,0.013070606626570225,0.0
Image_32,n01443537,"goldfish, Carassius auratus",0.019605034962296486,0.019865551963448524,0.01947753131389618,0.01911034993827343,0.018807904794812202,0.018511991947889328,0.01710517145693302,0.017856473103165627,0.017726127058267593,0.01863987371325493,0.01807830110192299,0.0
Image_33,n01443537,"goldfish, Carassius auratus",0.01745566911995411,0.01763138547539711,0.0169833954423666,0.01707156002521515,0.016048721969127655,0.015842169523239136,0.014780278317630291,0.015553601086139679,0.015796734020113945,0.017004862427711487,0.015244589187204838,0.0
Image_34,n01443537,"goldfish, Carassius auratus",0.01712418533861637,0.017238399013876915,0.016765806823968887,0.01647222973406315,0.01576228067278862,0.015688622370362282,0.014851226471364498,0.015469025820493698,0.014783108606934547,0.01569424755871296,0.012591385282576084,0.0
Image_35,n01443537,"goldfish, Carassius auratus",0.018225908279418945,0.018465092405676842,0.01756477728486061,0.017388956621289253,0.016993239521980286,0.016582166776061058,0.01515257079154253,0.01632106862962246,0.01562383770942688,0.01717013493180275,0.01418416015803814,0.0
Image_36,n01443537,"goldfish, Carassius auratus",0.01688859611749649,0.017153481021523476,0.016765352338552475,0.01661589741706848,0.01582438498735428,0.015748601406812668,0.015356740914285183,0.01563785970211029,0.01549491100013256,0.01633330062031746,0.013611449860036373,0.0
Image_37,n01443537,"goldfish, Carassius auratus",0.014960293658077717,0.015184146352112293,0.014750014990568161,0.01424449123442173,0.013739807531237602,0.013880688697099686,0.013508663512766361,0.013952743262052536,0.01371141616255045,0.013783842325210571,0.011632304638624191,0.0
Image_38,n01443537,"goldfish, Carassius auratus",0.015511262230575085,0.015713021159172058,0.01526531670242548,0.015124136582016945,0.014319080859422684,0.014292227104306221,0.013772010803222656,0.014080936089158058,0.014092990197241306,0.01394857931882143,0.011523282155394554,0.0
Image_39,n01443537,"goldfish, Carassius auratus",0.020890509709715843,0.020694946870207787,0.02007765881717205,0.019931087270379066,0.01922912336885929,0.01857827790081501,0.017290789633989334,0.01800546981394291,0.018095510080456734,0.019429363310337067,0.01719038002192974,0.0
Image_40,n01443537,"goldfish, Carassius auratus",0.01688765175640583,0.017422622069716454,0.01673245057463646,0.01650782860815525,0.016029665246605873,0.015684572979807854,0.01467729452997446,0.015914570540189743,0.016096336767077446,0.01745658554136753,0.015092531219124794,0.0
Image_41,n01443537,"goldfish, Carassius auratus",0.013799087144434452,0.013993983156979084,0.013466778211295605,0.013528143055737019,0.01301013957709074,0.013050801120698452,0.012837190181016922,0.013281477615237236,0.012564828619360924,0.01366250030696392,0.012134131044149399,0.0
Image_42,n01443537,"goldfish, Carassius auratus",0.01817016489803791,0.01768004521727562,0.017151150852441788,0.017134783789515495,0.01650533825159073,0.015888668596744537,0.01515031885355711,0.016153573989868164,0.015275704674422741,0.01644505001604557,0.014166668988764286,0.0
Image_43,n01443537,"goldfish, Carassius auratus",0.01730290614068508,0.01754423789680004,0.01703253574669361,0.016579849645495415,0.015891315415501595,0.015499511733651161,0.014916403219103813,0.015636950731277466,0.015194971114397049,0.01614462025463581,0.014335840940475464,0.0
Image_44,n01443537,"goldfish, Carassius auratus",0.015872705727815628,0.01596090756356716,0.015197442844510078,0.014852453954517841,0.0140535281971097,0.013562995940446854,0.01285700686275959,0.013201601803302765,0.013233992271125317,0.01386246643960476,0.011713732033967972,0.0
Image_45,n01443537,"goldfish, Carassius auratus",0.015368652530014515,0.015479972586035728,0.015064237639307976,0.014858931303024292,0.014010606333613396,0.014039303176105022,0.013581419363617897,0.014287962578237057,0.013866269029676914,0.014756768941879272,0.013510232791304588,0.0
Image_46,n01443537,"goldfish, Carassius auratus",0.018278731033205986,0.018329424783587456,0.01770826056599617,0.017065340653061867,0.016495244577527046,0.01641296222805977,0.015537544153630733,0.016589296981692314,0.015374154783785343,0.016657385975122452,0.015293939039111137,0.0
Image_47,n01443537,"goldfish, Carassius auratus",0.016492396593093872,0.016491709277033806,0.016079863533377647,0.0158473402261734,0.015419337898492813,0.015928929671645164,0.015170750208199024,0.015415658243000507,0.014696287922561169,0.015021603554487228,0.012475558556616306,0.0
Image_48,n01443537,"goldfish, Carassius auratus",0.015590809285640717,0.015562092885375023,0.015153695829212666,0.01478597428649664,0.014073300175368786,0.014260722324252129,0.014056588523089886,0.01463182084262371,0.01336150337010622,0.013653558678925037,0.011456168256700039,0.0
Image_49,n01443537,"goldfish, Carassius auratus",0.019545219838619232,0.01975022628903389,0.018948178738355637,0.018882784992456436,0.018194669857621193,0.018407663330435753,0.01637871004641056,0.017138531431555748,0.01635061204433441,0.01753818430006504,0.015004856511950493,0.0
Image_50,n01443537,"goldfish, Carassius auratus",0.015907641500234604,0.016380861401557922,0.015918895602226257,0.015424658544361591,0.015041513368487358,0.01508091576397419,0.014067066833376884,0.015138206072151661,0.014402702450752258,0.014823327772319317,0.014210870489478111,0.0
Image_51,n01629819,"European fire salamander, Salamandra salamandra",0.018827907741069794,0.019107148051261902,0.018320806324481964,0.01803481951355934,0.017410915344953537,0.016917526721954346,0.016075892373919487,0.016611972823739052,0.015666406601667404,0.01628389209508896,0.01362515240907669,0.0
Image_52,n01629819,"European fire salamander, Salamandra salamandra",0.016225524246692657,0.016570912674069405,0.016208188608288765,0.015918215736746788,0.015190561302006245,0.015014872886240482,0.01369084045290947,0.014046767726540565,0.013245879672467709,0.01358946505934,0.01164098922163248,0.0
Image_53,n01629819,"European fire salamander, Salamandra salamandra",0.017513928934931755,0.017362765967845917,0.016649577766656876,0.016214191913604736,0.015264654532074928,0.015839943662285805,0.01429121382534504,0.014542775228619576,0.013974888250231743,0.014430791139602661,0.012972143478691578,0.0
Image_54,n01629819,"European fire salamander, Salamandra salamandra",0.019033953547477722,0.01902308687567711,0.018342532217502594,0.017998017370700836,0.017075521871447563,0.01666865311563015,0.015468250960111618,0.015542550943791866,0.014983813278377056,0.015219856053590775,0.01255707535892725,0.0
Image_55,n01629819,"European fire salamander, Salamandra salamandra",0.01985263079404831,0.01908574439585209,0.018419189378619194,0.017955541610717773,0.0169094055891037,0.016064364463090897,0.01498320885002613,0.015720220282673836,0.014548275619745255,0.015383333899080753,0.013451709412038326,0.0
Image_56,n01629819,"European fire salamander, Salamandra salamandra",0.020296160131692886,0.01958247646689415,0.019373102113604546,0.019018540158867836,0.017983386293053627,0.017334945499897003,0.01625080779194832,0.01600516028702259,0.015084950253367424,0.0163474939763546,0.013790776021778584,0.0
Image_57,n01629819,"European fire salamander, Salamandra salamandra",0.014498881995677948,0.014646240510046482,0.014284933917224407,0.014032174833118916,0.01343367900699377,0.01345597580075264,0.013023359701037407,0.013576682657003403,0.012326091527938843,0.012744857929646969,0.011982816271483898,0.0
Image_58,n01629819,"European fire salamander, Salamandra salamandra",0.01684494875371456,0.017222993075847626,0.016932209953665733,0.016454465687274933,0.015850484371185303,0.015894101932644844,0.015019041486084461,0.01534298062324524,0.014464062638580799,0.01410695817321539,0.012242482975125313,0.0
Image_59,n01629819,"European fire salamander, Salamandra salamandra",0.015678489580750465,0.015923086553812027,0.01555502600967884,0.015343676321208477,0.014516625553369522,0.014299877919256687,0.013473285362124443,0.014092705212533474,0.012959250248968601,0.013371522538363934,0.011526848189532757,0.0
Image_60,n01629819,"European fire salamander, Salamandra salamandra",0.018701015040278435,0.01840900629758835,0.01776980608701706,0.017522914335131645,0.016589703038334846,0.016010457649827003,0.015494151040911674,0.015168622136116028,0.014284011907875538,0.01607404090464115,0.013787742704153061,0.0
Image_61,n01629819,"European fire salamander, Salamandra salamandra",0.01836121268570423,0.018285144120454788,0.017674069851636887,0.017234498634934425,0.016671152785420418,0.01629367284476757,0.01578274741768837,0.01670779660344124,0.014790073968470097,0.015121938660740852,0.012867970392107964,0.0
Image_62,n01629819,"European fire salamander, Salamandra salamandra",0.015861162915825844,0.01590431109070778,0.01548411138355732,0.015207912772893906,0.014290343970060349,0.014118618331849575,0.013364411890506744,0.013942770659923553,0.01272200234234333,0.012559902854263783,0.010414875112473965,0.0
Image_63,n01629819,"European fire salamander, Salamandra salamandra",0.018853530287742615,0.01895780675113201,0.018749704584479332,0.018425889313220978,0.01784520410001278,0.017647625878453255,0.016797086223959923,0.01686788909137249,0.015624865889549255,0.015821117907762527,0.013513294979929924,0.0
Image_64,n01629819,"European fire salamander, Salamandra salamandra",0.01672569289803505,0.017062591388821602,0.01656789891421795,0.016693495213985443,0.015792839229106903,0.01590145006775856,0.014639933593571186,0.014941745437681675,0.013917733915150166,0.014206023886799812,0.012145093642175198,0.0
Image_65,n01629819,"European fire salamander, Salamandra salamandra",0.016724102199077606,0.017042605206370354,0.016498085111379623,0.01613413169980049,0.015500933863222599,0.015449930913746357,0.014436881989240646,0.015091871842741966,0.013983631506562233,0.013870849274098873,0.011659226380288601,0.0
Image_66,n01629819,"European fire salamander, Salamandra salamandra",0.016711674630641937,0.01707148179411888,0.016622265800833702,0.016541708260774612,0.015668097883462906,0.01567033678293228,0.014102390967309475,0.014423098415136337,0.013886654749512672,0.014417584054172039,0.012142452411353588,0.0
Image_67,n01629819,"European fire salamander, Salamandra salamandra",0.019853955134749413,0.01986517757177353,0.019308874383568764,0.019210148602724075,0.018374595791101456,0.018294965848326683,0.01634487509727478,0.016605759039521217,0.015954524278640747,0.017229514196515083,0.014286459423601627,0.0
Image_68,n01629819,"European fire salamander, Salamandra salamandra",0.015048801898956299,0.015153590589761734,0.014652920886874199,0.014597439207136631,0.013912971131503582,0.013892150484025478,0.012811178341507912,0.013741688802838326,0.012943174690008163,0.01400077249854803,0.011599344201385975,0.0
Image_69,n01629819,"European fire salamander, Salamandra salamandra",0.0176082756370306,0.017859498038887978,0.017180852591991425,0.016772761940956116,0.015798652544617653,0.015773510560393333,0.015443596988916397,0.015290646813809872,0.014944683760404587,0.014493430964648724,0.013134721666574478,0.0
Image_70,n01629819,"European fire salamander, Salamandra salamandra",0.01831953041255474,0.018436649814248085,0.017980748787522316,0.017749421298503876,0.016749074682593346,0.016641680151224136,0.01542473491281271,0.015511613339185715,0.014929147437214851,0.015331774950027466,0.012519575655460358,0.0
Image_71,n01629819,"European fire salamander, Salamandra salamandra",0.018106285482645035,0.018399037420749664,0.017620673403143883,0.01746423915028572,0.016602568328380585,0.01653275638818741,0.015233430080115795,0.015620126388967037,0.015100130811333656,0.015998508781194687,0.01249633263796568,0.0
Image_72,n01629819,"European fire salamander, Salamandra salamandra",0.014647764153778553,0.015069314278662205,0.014563029631972313,0.014141771011054516,0.013471572659909725,0.013716379180550575,0.012970231473445892,0.013906658627092838,0.012719474732875824,0.012450317852199078,0.010473006404936314,0.0
Image_73,n01629819,"European fire salamander, Salamandra salamandra",0.01724369265139103,0.017554478719830513,0.016748299822211266,0.016684191301465034,0.016203904524445534,0.015910891816020012,0.014181075617671013,0.013647674582898617,0.013504979200661182,0.014565343037247658,0.012724941596388817,0.0
Image_74,n01629819,"European fire salamander, Salamandra salamandra",0.014940579421818256,0.0150304539129138,0.014752005226910114,0.014842924661934376,0.014269792474806309,0.014282625168561935,0.013347066938877106,0.013943743892014027,0.012842752039432526,0.013093202374875546,0.011439602822065353,0.0
Image_75,n01629819,"European fire salamander, Salamandra salamandra",0.018510663881897926,0.018347114324569702,0.017935842275619507,0.01789853908121586,0.017094774171710014,0.017333408817648888,0.015522468835115433,0.015668442472815514,0.014869586564600468,0.016116922721266747,0.013851515017449856,0.0
Image_76,n01629819,"European fire salamander, Salamandra salamandra",0.014817168936133385,0.014879568479955196,0.014400297775864601,0.014283106662333012,0.013964963145554066,0.013752227649092674,0.013703202828764915,0.014699761755764484,0.012943428009748459,0.013500514440238476,0.011539780534803867,0.0
Image_77,n01629819,"European fire salamander, Salamandra salamandra",0.014463367871940136,0.014640072360634804,0.014214260503649712,0.01422199234366417,0.01358623057603836,0.013609766028821468,0.013112452812492847,0.013768208213150501,0.012585274875164032,0.01315607875585556,0.011598354205489159,0.0
Image_78,n01629819,"European fire salamander, Salamandra salamandra",0.015337933786213398,0.01571834646165371,0.015390042215585709,0.01521913893520832,0.014707641676068306,0.014401022344827652,0.013288992457091808,0.014047211036086082,0.013094412162899971,0.013399817980825901,0.011961850337684155,0.0
Image_79,n01629819,"European fire salamander, Salamandra salamandra",0.017580602318048477,0.016994066536426544,0.016753675416111946,0.016501296311616898,0.01557519193738699,0.014976536855101585,0.014492489397525787,0.014844258315861225,0.013134012930095196,0.0133646409958601,0.011374232359230518,0.0
Image_80,n01629819,"European fire salamander, Salamandra salamandra",0.015037976205348969,0.01508385594934225,0.014747140929102898,0.014720895327627659,0.01371044758707285,0.013417917303740978,0.012901960872113705,0.013260740786790848,0.01232701912522316,0.01254655048251152,0.010615521110594273,0.0
Image_81,n01629819,"European fire salamander, Salamandra salamandra",0.0170325618237257,0.01736638881266117,0.0169064961373806,0.0166693814098835,0.015787135809659958,0.015660354867577553,0.014528732746839523,0.0148144057020545,0.014392074197530746,0.014844100922346115,0.013746192678809166,0.0
Image_82,n01629819,"European fire salamander, Salamandra salamandra",0.01834985986351967,0.01808759942650795,0.017672071233391762,0.017593035474419594,0.016357656568288803,0.015772640705108643,0.014056353829801083,0.015319778583943844,0.015283527784049511,0.015493003651499748,0.012663731351494789,0.0
Image_83,n01629819,"European fire salamander, Salamandra salamandra",0.018364207819104195,0.01819068007171154,0.018003087490797043,0.01767648756504059,0.017229285091161728,0.017135299742221832,0.016124257817864418,0.01651335135102272,0.014635894447565079,0.01471482589840889,0.012847532518208027,0.0
Image_84,n01629819,"European fire salamander, Salamandra salamandra",0.015214934013783932,0.015321551822125912,0.014807870611548424,0.014580929651856422,0.013895761221647263,0.013677745126187801,0.013536741957068443,0.01411733590066433,0.012649470940232277,0.012988508678972721,0.011189133860170841,0.0
Image_85,n01629819,"European fire salamander, Salamandra salamandra",0.019483385607600212,0.019598253071308136,0.019010134041309357,0.01863466016948223,0.017638718709349632,0.017381908372044563,0.01586735248565674,0.016219425946474075,0.015747420489788055,0.017001325264573097,0.014262977987527847,0.0
Image_86,n01629819,"European fire salamander, Salamandra salamandra",0.018825678154826164,0.019071493297815323,0.01852579414844513,0.01817523129284382,0.017633499577641487,0.017529252916574478,0.01665949635207653,0.016875093802809715,0.016151927411556244,0.01606687530875206,0.012920730747282505,0.0
Image_87,n01629819,"European fire salamander, Salamandra salamandra",0.016362234950065613,0.01621331460773945,0.015955133363604546,0.015805203467607498,0.014863786287605762,0.014564944431185722,0.014020415022969246,0.014213308691978455,0.01351950503885746,0.013732190243899822,0.011884032748639584,0.0
Image_88,n01629819,"European fire salamander, Salamandra salamandra",0.017340749502182007,0.01763223484158516,0.017268365249037743,0.016775691881775856,0.016093909740447998,0.01623140648007393,0.01434313040226698,0.01505222637206316,0.014762988314032555,0.015217037871479988,0.013306842185556889,0.0
Image_89,n01629819,"European fire salamander, Salamandra salamandra",0.017725870013237,0.017899509519338608,0.017493177205324173,0.017330145463347435,0.016540640965104103,0.016149627044796944,0.01532938051968813,0.015751387923955917,0.014609985053539276,0.01552670169621706,0.013307898305356503,0.0
Image_90,n01629819,"European fire salamander, Salamandra salamandra",0.018232863396406174,0.018232282251119614,0.01776895858347416,0.01731819100677967,0.016560332849621773,0.0161522775888443,0.01528495829552412,0.015544549562036991,0.014750218018889427,0.01598411798477173,0.013673041015863419,0.0
Image_91,n01629819,"European fire salamander, Salamandra salamandra",0.019122838973999023,0.018595166504383087,0.018115682527422905,0.018195779994130135,0.017390713095664978,0.016578178852796555,0.01588478684425354,0.016423474997282028,0.015384986996650696,0.01604774408042431,0.014269180595874786,0.0
Image_92,n01629819,"European fire salamander, Salamandra salamandra",0.017974672839045525,0.01848362199962139,0.018098507076501846,0.01771783083677292,0.01715192198753357,0.017270052805542946,0.015717603266239166,0.016244415193796158,0.014824059791862965,0.014548294246196747,0.011920683085918427,0.0
Image_93,n01629819,"European fire salamander, Salamandra salamandra",0.019421733915805817,0.019319716840982437,0.018892429769039154,0.01852702721953392,0.0174704659730196,0.017004210501909256,0.015975750982761383,0.015694407746195793,0.015500317327678204,0.01635734550654888,0.014484046958386898,0.0
Image_94,n01629819,"European fire salamander, Salamandra salamandra",0.0166883934289217,0.0166168250143528,0.016198644414544106,0.0159158818423748,0.014873524196445942,0.01492576114833355,0.014374173246324062,0.014686575159430504,0.013873771764338017,0.014423507265746593,0.011588339693844318,0.0
Image_95,n01629819,"European fire salamander, Salamandra salamandra",0.01892656274139881,0.018721716478466988,0.01807332970201969,0.017710953950881958,0.016823112964630127,0.016794292256236076,0.01574171520769596,0.01612090691924095,0.01569899171590805,0.01609107106924057,0.014107844792306423,0.0
Image_96,n01629819,"European fire salamander, Salamandra salamandra",0.016334006562829018,0.016090689226984978,0.015579797327518463,0.015793869271874428,0.014998718164861202,0.014930495992302895,0.013652980327606201,0.014246531762182713,0.013210581615567207,0.014223813079297543,0.01214286033064127,0.0
Image_97,n01629819,"European fire salamander, Salamandra salamandra",0.015853438526391983,0.016087448224425316,0.015813812613487244,0.015427364967763424,0.014607838355004787,0.014398811385035515,0.013832330703735352,0.014189232140779495,0.012953167781233788,0.01305244117975235,0.011689024046063423,0.0
Image_98,n01629819,"European fire salamander, Salamandra salamandra",0.01594635657966137,0.015772202983498573,0.015369155444204807,0.015239180065691471,0.014573579654097557,0.014101591892540455,0.013044187799096107,0.013610215857625008,0.012298156507313251,0.012639778666198254,0.01043032854795456,0.0
Image_99,n01629819,"European fire salamander, Salamandra salamandra",0.016154948621988297,0.016120418906211853,0.015714703127741814,0.0153531264513731,0.014287200756371021,0.014018255285918713,0.013200795277953148,0.014022133313119411,0.013367094099521637,0.013645595870912075,0.011624030768871307,0.0
Image_100,n01629819,"European fire salamander, Salamandra salamandra",0.01984761841595173,0.019587604328989983,0.018986595794558525,0.019049419090151787,0.01817939430475235,0.017722126096487045,0.016184644773602486,0.01654861308634281,0.016265543177723885,0.017021294683218002,0.014083541929721832,0.0
Image_101,n01641577,"bullfrog, Rana catesbeiana",0.02031152881681919,0.020190401002764702,0.01978062093257904,0.019719751551747322,0.01871364191174507,0.0187249556183815,0.017600342631340027,0.017614590004086494,0.01678382232785225,0.017467496916651726,0.01538548432290554,0.0
Image_102,n01641577,"bullfrog, Rana catesbeiana",0.019635247066617012,0.0196315236389637,0.019692949950695038,0.019611448049545288,0.018233243376016617,0.018449051305651665,0.0169425830245018,0.01758340746164322,0.017142944037914276,0.0172256026417017,0.012987598776817322,0.0
Image_103,n01641577,"bullfrog, Rana catesbeiana",0.013073823414742947,0.01308294665068388,0.012713924050331116,0.013096661306917667,0.0123863210901618,0.012382566928863525,0.011673614382743835,0.012078797444701195,0.01170543022453785,0.01183929480612278,0.010167411528527737,0.0
Image_104,n01641577,"bullfrog, Rana catesbeiana",0.020467352122068405,0.020617811009287834,0.02003425359725952,0.019696880131959915,0.018474621698260307,0.01871575601398945,0.017460405826568604,0.017810378223657608,0.017396770417690277,0.017815187573432922,0.015394029207527637,0.0
Image_105,n01641577,"bullfrog, Rana catesbeiana",0.018781481310725212,0.018598543480038643,0.018104393035173416,0.017944075167179108,0.01721707172691822,0.016586966812610626,0.015409938059747219,0.015962908044457436,0.015351774170994759,0.015547704882919788,0.013180242851376534,0.0
Image_106,n01641577,"bullfrog, Rana catesbeiana",0.019016675651073456,0.0187155082821846,0.01825713738799095,0.018003396689891815,0.016797997057437897,0.016877980902791023,0.016396334394812584,0.016735851764678955,0.015304192900657654,0.01564841903746128,0.014128237962722778,0.0
Image_107,n01641577,"bullfrog, Rana catesbeiana",0.018723564222455025,0.018987338989973068,0.018028372898697853,0.017922796308994293,0.01757740043103695,0.01755528338253498,0.016646498814225197,0.01664748787879944,0.015874439850449562,0.016664069145917892,0.015056985430419445,0.0
