Image,True_WNID,True_Label,First_Top1_WNID,First_Top1_Label,layer_0,layer_1,layer_2,layer_3,layer_4,layer_5,layer_6,layer_7,layer_8,layer_9,layer_10,layer_11
Image_77,n01629819,"European fire salamander, Salamandra salamandra",n02206856,bee,0.3881714940071106,0.02933676727116108,0.005759537685662508,0.005390983074903488,0.004626004956662655,0.0019303624285385013,0.0017836163751780987,0.0010782728204503655,0.00036902265856042504,2.681556487971193e-08,8.859594169408069e-10,5.553015269832429e-10
Image_78,n01629819,"European fire salamander, Salamandra salamandra",n02403003,ox,0.19629329442977905,0.09199006110429764,0.011413962580263615,0.012192228808999062,0.016679467633366585,0.03283350542187691,0.05407948046922684,0.020961089059710503,0.0028116516768932343,5.440940071821387e-07,3.766521317061233e-09,2.0860152147306188e-11
Image_79,n01629819,"European fire salamander, Salamandra salamandra",n02206856,bee,0.3201364278793335,0.01866876520216465,0.004556891042739153,0.005589059088379145,0.005418041255325079,0.004657770972698927,0.004198709037154913,0.005934279412031174,0.007266753353178501,9.487594070378691e-05,3.967253121572867e-07,3.113450386393879e-09
Image_80,n01629819,"European fire salamander, Salamandra salamandra",n02403003,ox,0.20139850676059723,0.09606717526912689,0.015471517108380795,0.021231869235634804,0.020397942513227463,0.030554983764886856,0.05982699990272522,0.03244636207818985,0.0060621146112680435,9.035452967509627e-05,3.128056960122194e-06,5.44239409094871e-09
Image_81,n01629819,"European fire salamander, Salamandra salamandra",n02206856,bee,0.37247395515441895,0.0239585991948843,0.005674321204423904,0.006224507000297308,0.004961048718541861,0.007573302369564772,0.007864030078053474,0.009612798690795898,0.016644243150949478,0.0009018183336593211,3.704808477777988e-05,9.223822416970506e-07
Image_82,n01629819,"European fire salamander, Salamandra salamandra",n02206856,bee,0.2797105312347412,0.019587382674217224,0.0059850094839930534,0.006762901786714792,0.0053303977474570274,0.004320720210671425,0.0059343664906919,0.004811587277799845,0.003531784052029252,0.00014428669237531722,6.143239443190396e-05,0.00010103357635671273
Image_83,n01629819,"European fire salamander, Salamandra salamandra",n02403003,ox,0.1652916520833969,0.06374561041593552,0.012985833920538425,0.013541610911488533,0.014761099591851234,0.020895065739750862,0.03821665793657303,0.01659465581178665,0.002721302444115281,2.6923940822598524e-05,8.982102008303627e-05,2.2499667466036044e-05
Image_84,n01629819,"European fire salamander, Salamandra salamandra",n02206856,bee,0.23208530247211456,0.019842054694890976,0.005894932895898819,0.0062178741209208965,0.005603441968560219,0.004756567999720573,0.0035488882567733526,0.002994849579408765,0.0017030780436471105,1.606734440429136e-05,1.3645355068092613e-07,1.4179156551108463e-06
Image_85,n01629819,"European fire salamander, Salamandra salamandra",n02403003,ox,0.19109226763248444,0.12252753227949142,0.02422310784459114,0.025842919945716858,0.025919955223798752,0.0517374649643898,0.058403365314006805,0.016355127096176147,0.0030947376508265734,1.325142784480704e-05,2.6855988721763424e-07,5.605528485830291e-09
Image_86,n01629819,"European fire salamander, Salamandra salamandra",n02206856,bee,0.3215484023094177,0.018310382962226868,0.004739667288959026,0.005151302088052034,0.0036824410781264305,0.002769259735941887,0.002204809570685029,0.0033374661579728127,0.002373894676566124,3.095220745308325e-05,5.5879574745176797e-08,1.3055683201201873e-09
Image_87,n01629819,"European fire salamander, Salamandra salamandra",n02403003,ox,0.20509566366672516,0.11740400642156601,0.018040470778942108,0.02470002882182598,0.025113768875598907,0.033822111785411835,0.06317243725061417,0.03961865231394768,0.010301372036337852,1.838533535192255e-06,5.218677401330751e-08,8.847088062147179e-10
Image_88,n01629819,"European fire salamander, Salamandra salamandra",n02403003,ox,0.18053600192070007,0.11766257137060165,0.02838798426091671,0.02406134270131588,0.026789437979459763,0.05047992244362831,0.05330301821231842,0.013468757271766663,0.0021174901630729437,1.8399798591417493e-06,1.0787473136986137e-08,7.687721986782137e-11
Image_89,n01629819,"European fire salamander, Salamandra salamandra",n02403003,ox,0.1940625011920929,0.12598128616809845,0.019679149612784386,0.023735882714390755,0.024205364286899567,0.04558490961790085,0.04596393182873726,0.030538616701960564,0.004899215884506702,5.420339584816247e-05,1.625937102289754e-06,2.852427405386493e-09
Image_90,n01629819,"European fire salamander, Salamandra salamandra",n02206856,bee,0.3194104731082916,0.020061098039150238,0.0055037857964634895,0.005393229424953461,0.0035937835928052664,0.002039518440142274,0.0017909937305375934,0.0014807847328484058,0.004033837467432022,0.0002671722322702408,1.0890291378018446e-05,2.994916030729655e-06
Image_91,n01629819,"European fire salamander, Salamandra salamandra",n02403003,ox,0.1859467774629593,0.121376171708107,0.02017868123948574,0.02242439053952694,0.021439960226416588,0.03213556110858917,0.08558095246553421,0.06070362403988838,0.022080983966588974,0.0002999424177687615,2.844981281668879e-05,5.155128292244626e-06
Image_92,n01629819,"European fire salamander, Salamandra salamandra",n02206856,bee,0.16635273396968842,0.011055642738938332,0.003624174976721406,0.005241767503321171,0.003928523976355791,0.002823485992848873,0.003880472620949149,0.0057155354879796505,0.006756364833563566,4.02622863475699e-05,1.077248498404515e-06,3.1222128882291145e-07
