Image,True_WNID,True_Label,Third_Last_Top1_WNID,Third_Last_Top1_Label,layer_0,layer_1,layer_2,layer_3,layer_4,layer_5,layer_6,layer_7,layer_8,layer_9,layer_10,layer_11
Image_11,n01443537,"goldfish, Carassius auratus",n01950731,"sea slug, nudibranch",1.5441992218256928e-05,7.250034832395613e-05,0.00012141510524088517,0.00013839610619470477,0.00022985244868323207,0.0006685013067908585,0.0006809974438510835,0.003230162663385272,0.006317990832030773,0.037973277270793915,0.015706682577729225,0.08093122392892838
Image_12,n01443537,"goldfish, Carassius auratus",n01770393,scorpion,3.4220014640595764e-05,0.000235451603657566,9.128262172453105e-05,0.00011469271703390405,0.00028705058502964675,0.00021524644398596138,0.00036337500205263495,0.0003056243294849992,0.0006809366750530899,0.001336764544248581,0.11551617830991745,0.08236774802207947
Image_13,n01443537,"goldfish, Carassius auratus",n02281406,"sulphur butterfly, sulfur butterfly",0.0002588653878774494,7.749005453661084e-05,0.000222288173972629,0.00023732973204459995,0.00048517854884266853,0.000474954693345353,0.0005058476817794144,0.0006205053650774062,0.00247406680136919,0.02463018335402012,0.0030324298422783613,0.00015937027637846768
Image_14,n01443537,"goldfish, Carassius auratus",n02793495,barn,0.0005489520262926817,0.0021233006846159697,0.0023468956351280212,0.003115785075351596,0.003640815382823348,0.002599545754492283,0.007241276558488607,0.011237159371376038,0.03237973898649216,0.06245211884379387,0.10627418011426926,0.07242418825626373
Image_15,n01443537,"goldfish, Carassius auratus",n02268443,"dragonfly, darning needle, devil's darning needle, sewing needle, snake feeder, snake doctor, mosquito hawk, skeeter hawk",0.0003749087336473167,0.001076536369509995,0.0005545074236579239,0.00043007309432141483,0.000234645078307949,0.00037671151221729815,0.00043372847721911967,0.0010615561623126268,0.004215373191982508,0.012589548714458942,0.0036785562988370657,0.0016320288414135575
Image_16,n01443537,"goldfish, Carassius auratus",n01950731,"sea slug, nudibranch",7.27284077584045e-06,1.941889786394313e-05,5.819012221763842e-05,0.00010164292325498536,0.000337196426698938,0.0009520127787254751,0.001775139244273305,0.012046179734170437,0.01987973041832447,0.13606734573841095,0.046345897018909454,0.08975356072187424
Image_17,n01443537,"goldfish, Carassius auratus",n02364673,"guinea pig, Cavia cobaya",7.051847205730155e-06,2.067956120299641e-05,4.7667697799624875e-05,3.98558950109873e-05,0.00016738453996367753,0.00032837819890119135,0.00011428293510107324,0.002111796522513032,0.06687649339437485,0.5985425710678101,0.0100367721170187,0.00024199672043323517
Image_18,n01443537,"goldfish, Carassius auratus",n02509815,"lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens",0.0006434804527089,3.116357038379647e-05,3.114345599897206e-05,3.4088781831087545e-05,6.436776311602443e-05,0.00011752293357858434,0.00010283337178407237,0.000372706534108147,0.0012694785837084055,0.006173638626933098,0.0004228650650475174,3.797419412876479e-05
Image_19,n01443537,"goldfish, Carassius auratus",n02321529,"sea cucumber, holothurian",8.942770364228636e-05,0.002398713491857052,0.002950785681605339,0.003961657173931599,0.0028079368639737368,0.0015746612334623933,0.0033682340290397406,0.007685580290853977,0.02153257094323635,0.01748843304812908,0.02735194005072117,0.03702782094478607
Image_20,n01443537,"goldfish, Carassius auratus",n07749582,lemon,1.0549164471740369e-05,5.2115301514277235e-05,0.00021840362751390785,9.922122990246862e-05,0.0003704073023982346,0.00181740487460047,0.003628283040598035,0.0024975400883704424,0.023731505498290062,0.5068594217300415,0.2372342050075531,0.00890166312456131
Image_21,n01443537,"goldfish, Carassius auratus",n07753592,banana,0.00010489018313819543,4.53314496553503e-05,4.6806577302049845e-05,1.3729464626521803e-05,1.79577327799052e-05,1.0898161235672887e-05,2.5461371478741057e-05,0.00012959535524714738,0.00027746366686187685,0.00028512507560662925,0.004771788138896227,0.010884406976401806
Image_22,n01443537,"goldfish, Carassius auratus",n02226429,"grasshopper, hopper",0.061272215098142624,0.00928405113518238,0.0025463830679655075,0.00530174421146512,0.010824931785464287,0.007581118959933519,0.015607660636305809,0.049598053097724915,0.1622299700975418,0.6828464865684509,0.03791298717260361,0.04310351610183716
Image_23,n01443537,"goldfish, Carassius auratus",n04251144,snorkel,0.0035486917477101088,0.0001994877529796213,0.0003849217901006341,0.0007108126883395016,0.006984871346503496,0.01784534752368927,0.021106265485286713,0.05098635330796242,0.048388078808784485,0.8508558869361877,0.04185048118233681,0.07627064734697342
Image_24,n01443537,"goldfish, Carassius auratus",n02074367,"dugong, Dugong dugon",0.0005656366120092571,0.001739168306812644,0.004863749258220196,0.0038882216904312372,0.006835541222244501,0.0104598393663764,0.04492674767971039,0.03266288340091705,0.007274491246789694,0.020838342607021332,0.08244916796684265,0.0843827873468399
Image_25,n01443537,"goldfish, Carassius auratus",n03770439,"miniskirt, mini",0.0003665648109745234,0.006243011448532343,0.006427243817597628,0.011286061257123947,0.016399243846535683,0.009165105409920216,0.00885317288339138,0.00939817912876606,0.11381971836090088,0.07222913950681686,0.016729310154914856,0.0004359418526291847
Image_26,n01443537,"goldfish, Carassius auratus",n09256479,coral reef,1.2552238331409171e-05,3.1257179216481745e-05,5.4059149988461286e-05,4.449530388228595e-05,3.189914787071757e-05,3.526613363646902e-05,7.275742245838046e-05,0.0001770610106177628,0.00021814374485984445,0.002541677327826619,0.025140712037682533,0.11668296158313751
Image_27,n01443537,"goldfish, Carassius auratus",n02909870,"bucket, pail",0.002576422644779086,0.0011891231406480074,0.0015313959447667003,0.0023466821294277906,0.008374822326004505,0.00517124542966485,0.00679520471021533,0.028777984902262688,0.36937060952186584,0.9342114925384521,0.28175073862075806,0.023492153733968735
Image_28,n01443537,"goldfish, Carassius auratus",n01443537,"goldfish, Carassius auratus",0.0002244203060399741,0.0003189943090546876,0.00025930083938874304,0.00011109784827567637,0.00020558806136250496,0.0004858268075622618,0.0008242866024374962,0.002420637523755431,0.01375353429466486,0.10141386091709137,0.08671361953020096,0.12461280822753906
Image_29,n01443537,"goldfish, Carassius auratus",n04596742,wok,3.8580918044317514e-05,0.00015403634461108595,0.0002826280251611024,9.990075341193005e-05,0.00012424307351466268,0.00016787034110166132,0.0006601338973268867,0.0012757077347487211,0.05910424888134003,0.39433178305625916,0.011716055683791637,0.00011219276348128915
Image_30,n01443537,"goldfish, Carassius auratus",n02321529,"sea cucumber, holothurian",0.0004517011984717101,0.0038554740604013205,0.0033500390127301216,0.003858040552586317,0.0033636735752224922,0.0032013196032494307,0.005784663837403059,0.01713225245475769,0.03147539868950844,0.08965694159269333,0.02079862542450428,0.0012975591234862804
Image_31,n01443537,"goldfish, Carassius auratus",n04254777,sock,0.00014950994227547199,0.003524533472955227,0.0017754252767190337,0.0015692833112552762,0.0063459258526563644,0.021638279780745506,0.07054174691438675,0.09241947531700134,0.1258101612329483,0.11127037554979324,0.011351953260600567,0.0026107458397746086
Image_32,n01443537,"goldfish, Carassius auratus",n01641577,"bullfrog, Rana catesbeiana",0.01984647661447525,0.010998747311532497,0.0068504540249705315,0.00456450879573822,0.006206667982041836,0.004115490708500147,0.004126954823732376,0.008724115788936615,0.007438171189278364,0.019996551796793938,0.011245831847190857,0.011384904384613037
Image_33,n01443537,"goldfish, Carassius auratus",n07749582,lemon,0.0003460886946413666,0.00031342386500909925,0.0004227844183333218,0.00021103651670273393,0.00066806236281991,0.0012762483675032854,0.0011683146003633738,0.0022938381880521774,0.002301234984770417,0.007093994878232479,0.005537344142794609,0.000995202106423676
Image_34,n01443537,"goldfish, Carassius auratus",n01910747,jellyfish,1.1062188605137635e-05,7.337868009926751e-05,4.701013313024305e-05,0.0001411231787642464,0.00017297516751568764,0.0002819286601152271,0.0009028770728036761,0.005940062925219536,0.011543349362909794,0.00045215466525405645,0.0007218326209113002,0.012424635700881481
Image_35,n01443537,"goldfish, Carassius auratus",n01910747,jellyfish,9.759392014530022e-07,1.4146918147162069e-05,1.6715079254936427e-05,6.155613664304838e-05,0.00015654480375815183,0.0005274586728774011,0.002897517755627632,0.010932045057415962,0.013233660720288754,0.29624059796333313,0.015814971178770065,0.003143466543406248
Image_36,n01443537,"goldfish, Carassius auratus",n04275548,"spider web, spider's web",0.00011784025991801172,0.00021870438649784774,0.000335668824845925,0.00023641168081667274,0.0006047614151611924,0.001098093343898654,0.0007325151818804443,0.0053883930668234825,0.025500549003481865,0.030163638293743134,0.0795062780380249,0.10835534334182739
Image_37,n01443537,"goldfish, Carassius auratus",n01945685,slug,4.334437835495919e-05,0.0001381197798764333,0.0003261389792896807,0.00014843580720480531,0.0005010926397517323,0.00030255457386374474,0.0002874275669455528,0.000408027321100235,0.00034805922769010067,0.0008122875588014722,0.0015897835837677121,0.00029837817419320345
Image_38,n01443537,"goldfish, Carassius auratus",n01629819,"European fire salamander, Salamandra salamandra",0.0008843123796395957,0.0009664901299402118,0.002287431852892041,0.0012394062941893935,0.0030998464208096266,0.006704575847834349,0.015249799937009811,0.035546138882637024,0.12467550486326218,0.45043906569480896,0.29293057322502136,0.15465784072875977
Image_39,n01443537,"goldfish, Carassius auratus",n01945685,slug,1.667278411332518e-05,6.632965960307047e-05,0.00019530342251528054,0.00013551348820328712,0.0003397507534828037,0.0002797810884658247,0.0007766492781229317,0.0004204760189168155,0.0004296068800613284,0.005601504817605019,0.10346125066280365,0.09161099791526794
Image_40,n01443537,"goldfish, Carassius auratus",n07747607,orange,0.009310875087976456,0.00657169334590435,0.003998832777142525,0.0004917013575322926,0.00022392324171960354,0.00013980903895571828,0.000165557095897384,0.0004978930810466409,0.0017651041271165013,0.014917208813130856,0.007273292168974876,0.0003208172565791756
Image_41,n01443537,"goldfish, Carassius auratus",n03617480,kimono,2.9928555704827886e-06,1.7034326447173953e-05,4.8745911044534296e-05,6.0536141972988844e-05,8.533294021617621e-05,5.078624963061884e-05,8.707846427569166e-05,4.333819742896594e-05,0.0002121537982020527,0.0017157895490527153,0.17391225695610046,0.08073718100786209
Image_42,n01443537,"goldfish, Carassius auratus",n04597913,wooden spoon,0.0013291111681610346,0.005101797636598349,0.0007566348067484796,0.0016476605087518692,0.007837534882128239,0.012903451919555664,0.011736545711755753,0.05129903554916382,0.41414010524749756,0.07936941832304001,0.028138957917690277,0.10217689722776413
Image_43,n01443537,"goldfish, Carassius auratus",n02948072,"candle, taper, wax light",0.0008156562107615173,0.005614636465907097,0.02922271564602852,0.009204298257827759,0.01526184007525444,0.03029135800898075,0.041561439633369446,0.08636344224214554,0.10028062015771866,0.0025292846839874983,0.00013471889542415738,6.952080184419174e-06
Image_44,n01443537,"goldfish, Carassius auratus",n04376876,syringe,1.6918605979299173e-05,2.7703628802555613e-05,3.366032979101874e-05,7.000523328315467e-05,0.00019469497783575207,0.001625046948902309,0.0012990591349080205,0.0035057798959314823,0.03745480254292488,0.07084235548973083,0.006658362224698067,0.0022393891122192144
Image_45,n01443537,"goldfish, Carassius auratus",n02074367,"dugong, Dugong dugon",0.00041544545092619956,0.0017044184496626258,0.004576557315886021,0.0039450484327971935,0.007078157737851143,0.0065435548312962055,0.018938910216093063,0.03619173541665077,0.02952674776315689,0.06512072682380676,0.0005441393004730344,2.566780494817067e-05
Image_46,n01443537,"goldfish, Carassius auratus",n07747607,orange,0.03592231124639511,0.014070246368646622,0.0053393845446407795,0.0004993597976863384,0.00017369638953823596,0.00013801299792248756,0.00019641785183921456,0.0002509100886527449,0.00221215165220201,0.010710280388593674,0.0022492515854537487,0.00022296272800303996
Image_47,n01443537,"goldfish, Carassius auratus",n03970156,"plunger, plumber's helper",0.0004563523398246616,0.0003659652720671147,0.0016212379559874535,0.0036092731170356274,0.005439082160592079,0.015389757230877876,0.03000279702246189,0.07043366879224777,0.05855007469654083,0.09994521737098694,0.090113066136837,0.1136026382446289
Image_48,n01443537,"goldfish, Carassius auratus",n03637318,"lampshade, lamp shade",1.5990321116987616e-05,4.518511559581384e-05,0.00010594955529086292,0.0004813363484572619,0.0008113583317026496,0.0028887183871120214,0.0064916107803583145,0.00783486943691969,0.0819506123661995,0.017699064686894417,0.0030793780460953712,0.00011730144615285099
Image_49,n01443537,"goldfish, Carassius auratus",n02281406,"sulphur butterfly, sulfur butterfly",0.00027944252360612154,9.223016240866855e-05,0.00028209725860506296,0.0001964445400517434,0.0005537729593925178,0.00040290539618581533,0.0004940938670188189,0.0007357782451435924,0.0006954575655981898,0.022645574063062668,0.006503136828541756,0.006125329062342644
Image_50,n01443537,"goldfish, Carassius auratus",n02281406,"sulphur butterfly, sulfur butterfly",0.00019289238844066858,4.934957541991025e-05,0.0001717907580314204,0.00017184401804115623,0.00045020217658020556,0.0002933635551016778,0.0003318262752145529,0.0005796746700070798,0.0011680100578814745,0.0013332890812307596,0.00029453690513037145,2.1301486412994564e-05
Image_51,n01629819,"European fire salamander, Salamandra salamandra",n02165456,"ladybug, ladybeetle, lady beetle, ladybird, ladybird beetle",0.005430220160633326,0.0013384156627580523,0.0016090958379209042,0.003642759285867214,0.01844181679189205,0.0027324373368173838,0.0007757208659313619,0.0016248824540525675,0.012099523097276688,0.0011472912738099694,0.0004474933666642755,4.147657091380097e-05
Image_52,n01629819,"European fire salamander, Salamandra salamandra",n03838899,"oboe, hautboy, hautbois",1.862138378783129e-05,2.883498609662638e-06,1.5953781257849187e-05,4.6852699597366154e-05,0.0001022906435537152,0.00017616704280953854,0.0003092432161793113,0.0003637522167991847,0.0019421206088736653,0.005927391350269318,0.03522130846977234,0.02982448786497116
Image_53,n01629819,"European fire salamander, Salamandra salamandra",n01629819,"European fire salamander, Salamandra salamandra",0.00042673342977650464,0.0009767260635271668,0.002033985685557127,0.0008092410862445831,0.0015622465871274471,0.0038716269191354513,0.010007955133914948,0.017852887511253357,0.05762385204434395,0.03577528893947601,0.08923760801553726,0.07162174582481384
Image_54,n01629819,"European fire salamander, Salamandra salamandra",n02165456,"ladybug, ladybeetle, lady beetle, ladybird, ladybird beetle",0.0032315205316990614,0.0012789493193849921,0.002451527863740921,0.006849910132586956,0.0333353653550148,0.008721115998923779,0.0030172448605298996,0.010309379547834396,0.02526017650961876,0.019196191802620888,0.00016289891209453344,1.1690377505146898e-05
Image_55,n01629819,"European fire salamander, Salamandra salamandra",n02231487,"walking stick, walkingstick, stick insect",1.8626038581714965e-05,6.020618911861675e-06,3.333944550831802e-05,0.00013971746375318617,0.0009335042559541762,0.0003460092702880502,0.0002873560297302902,0.0003936803841497749,0.0012060146545991302,0.005011746194213629,0.009771955199539661,0.008597521111369133
Image_56,n01629819,"European fire salamander, Salamandra salamandra",n03838899,"oboe, hautboy, hautbois",3.541236219462007e-05,5.809857611893676e-06,2.5857378204818815e-05,7.862780330469832e-05,0.0001584712736075744,0.00014267174992710352,0.0002285733789904043,0.0002828366123139858,0.0015893876552581787,0.013215583749115467,0.06875051558017731,0.048920080065727234
Image_57,n01629819,"European fire salamander, Salamandra salamandra",n01950731,"sea slug, nudibranch",5.640225936076604e-06,5.1086761231999844e-05,9.061258606379852e-05,0.00011993993393843994,0.0002574603131506592,0.000935274176299572,0.002345008309930563,0.008925184607505798,0.011854227632284164,0.007850254885852337,0.031516265124082565,0.12265521287918091
Image_58,n01629819,"European fire salamander, Salamandra salamandra",n03838899,"oboe, hautboy, hautbois",1.7143034710898064e-05,5.372202394937631e-06,2.6469027943676338e-05,8.369638817384839e-05,0.00020939984824508429,0.0003794778313022107,0.0006073141121305525,0.0006359899416565895,0.0009741467074491084,5.929856797592947e-06,3.663678569409967e-07,4.7168775552108855e-08
Image_59,n01629819,"European fire salamander, Salamandra salamandra",n03388043,fountain,0.003850742010399699,0.00668781902641058,0.0035987559240311384,0.0008166794432327151,0.0007557159988209605,0.0009328806190751493,0.0041102515533566475,0.012235935777425766,0.09713835269212723,0.007830453105270863,0.0004645450389944017,0.0001150504540419206
Image_60,n01629819,"European fire salamander, Salamandra salamandra",n01770393,scorpion,3.2001138606574386e-05,0.0001704422029433772,6.0845475672977045e-05,8.682739280629903e-05,0.00023298438463825732,0.0002285133086843416,0.0003182719519827515,0.00043572328286245465,0.0011859943624585867,0.004730610642582178,0.0718718096613884,0.24554112553596497
Image_61,n01629819,"European fire salamander, Salamandra salamandra",n03089624,"confectionery, confectionary, candy store",0.0002306195383425802,0.0008174152462743223,0.0008369654533453286,0.00034954946022480726,0.0002223875344498083,0.0001321210147580132,0.0001970908051589504,0.0019516278989613056,0.01098449993878603,0.03710411489009857,0.00766349583864212,0.0013151454040780663
Image_62,n01629819,"European fire salamander, Salamandra salamandra",n01950731,"sea slug, nudibranch",6.198663868417498e-06,3.725281931110658e-05,7.674302469240502e-05,9.846562170423567e-05,0.00019105787214357406,0.0008023092523217201,0.0008685112115927041,0.0015700223157182336,0.0033014535438269377,0.0010411788243800402,8.310375051223673e-06,1.1527154128998518e-06
Image_63,n01629819,"European fire salamander, Salamandra salamandra",n01945685,slug,2.350439717702102e-05,7.221983833005652e-05,0.00016337103443220258,0.00011269511742284521,0.0003432102093938738,0.0002705715305637568,0.00030229639378376305,0.000535252969712019,0.0006363646825775504,0.008536442182958126,0.09019695967435837,0.014595684595406055
Image_64,n01629819,"European fire salamander, Salamandra salamandra",n03838899,"oboe, hautboy, hautbois",1.4972481949371286e-05,4.976511718268739e-06,2.026128458965104e-05,6.0668171499855816e-05,0.00014294452557805926,0.00023580122797284275,0.00026408841949887574,0.00012026680633425713,0.00013864581706002355,0.001355455839075148,0.0006190934218466282,6.0613834648393095e-05
Image_65,n01629819,"European fire salamander, Salamandra salamandra",n01698640,"American alligator, Alligator mississipiensis",0.0001880439231172204,0.0012096136342734098,0.0013052666326984763,0.0011909269960597157,0.0010365183698013425,0.0003843270242214203,0.0005895868525840342,0.0010650476906448603,0.0072852130979299545,0.003240849357098341,1.9387534848647192e-05,1.1684439868986374e-06
Image_66,n01629819,"European fire salamander, Salamandra salamandra",n02233338,"cockroach, roach",0.00031049447716213763,0.00011062779230996966,3.363600262673572e-05,5.7831468438962474e-05,5.689126192010008e-05,1.806394720915705e-05,4.1317787690786645e-05,0.0002142528392141685,0.00042025395669043064,0.0001918145571835339,2.6463056201464497e-05,2.1535543055506423e-06
Image_67,n01629819,"European fire salamander, Salamandra salamandra",n02226429,"grasshopper, hopper",0.040402766317129135,0.0036948046181350946,0.001122009358368814,0.0017414211761206388,0.002734991954639554,0.0006417238037101924,0.001176717458292842,0.0034426795318722725,0.01161128282546997,0.12153838574886322,0.008745473809540272,0.00043523323256522417
Image_68,n01629819,"European fire salamander, Salamandra salamandra",n01698640,"American alligator, Alligator mississipiensis",0.0001530029985588044,0.0012214875314384699,0.0010475479066371918,0.001110851182602346,0.0006342679262161255,0.0006189309060573578,0.0015659976052120328,0.004451901651918888,0.03577512875199318,0.38349631428718567,0.14154314994812012,0.10994832217693329
Image_69,n01629819,"European fire salamander, Salamandra salamandra",n01945685,slug,3.431589721003547e-05,0.00019239960238337517,0.00037103219074197114,0.00021027766342740506,0.0005392695893533528,0.00040560445631854236,0.0005924844881519675,0.00291533418931067,0.004389176145195961,0.03808145970106125,0.06006426364183426,0.031041475012898445
Image_70,n01629819,"European fire salamander, Salamandra salamandra",n04285008,"sports car, sport car",7.698614354012534e-06,1.8496211851015687e-05,1.3539182873500977e-05,1.985724884434603e-05,4.539923247648403e-05,4.3518259190022945e-05,4.6374003431992605e-05,8.613519457867369e-05,0.0017949326429516077,0.0007895773160271347,0.0006382990977726877,8.538909605704248e-05
Image_71,n01629819,"European fire salamander, Salamandra salamandra",n03838899,"oboe, hautboy, hautbois",4.4422497012419626e-05,9.972998668672517e-06,2.598273931653239e-05,7.618556264787912e-05,0.0001836088194977492,0.00016825211059767753,0.00011014547635568306,0.00014029630983714014,0.00015395431546494365,0.00018683000234887004,3.271059904363938e-05,3.673254468594678e-05
Image_72,n01629819,"European fire salamander, Salamandra salamandra",n01770393,scorpion,3.526612636051141e-05,0.0001681020949035883,6.900952575961128e-05,9.50195244513452e-05,0.00033868395257741213,0.00021976509015075862,0.0002625066554173827,0.0006962344632484019,0.0010176514042541385,4.150598761043511e-05,4.430791886989027e-05,4.385699867270887e-06
Image_73,n01629819,"European fire salamander, Salamandra salamandra",n02190166,fly,0.0001338250149274245,5.687079101335257e-05,4.630997500498779e-05,0.00013073337322566658,0.0004544276453088969,0.0003621962678153068,0.0006724870763719082,0.001739777741022408,0.003707494353875518,0.0023509038146585226,0.00047075835755094886,3.785144872381352e-05
Image_74,n01629819,"European fire salamander, Salamandra salamandra",n01774750,tarantula,4.273740341886878e-05,0.0002532599028199911,0.00021774131164420396,0.00035386497620493174,0.0015822105342522264,0.0014736318262293935,0.0033727509435266256,0.0059351385571062565,0.015119434334337711,0.03531624376773834,0.08136121928691864,0.14544793963432312
Image_75,n01629819,"European fire salamander, Salamandra salamandra",n02268443,"dragonfly, darning needle, devil's darning needle, sewing needle, snake feeder, snake doctor, mosquito hawk, skeeter hawk",0.00017404911341145635,0.0002798474160954356,0.0002931999624706805,0.00020601061987690628,0.0002478089591022581,0.000557827646844089,0.0007373739499598742,0.0008804305107332766,0.00504091614857316,0.003616411006078124,0.0021564047783613205,0.002805035561323166
Image_76,n01629819,"European fire salamander, Salamandra salamandra",n03444034,go-kart,0.00246943486854434,0.005328434519469738,0.00948710273951292,0.00869620218873024,0.0035741108004003763,0.0006359778344631195,0.0010372940450906754,0.0010880944319069386,0.008937978185713291,0.005570284090936184,0.012176575139164925,0.10007326304912567
Image_77,n01629819,"European fire salamander, Salamandra salamandra",n01770393,scorpion,2.3260176021722145e-05,0.00015267998969648033,5.866767969564535e-05,7.758618448860943e-05,0.0003242508973926306,0.0001498919737059623,0.0004107281565666199,0.001017100061289966,0.0016343087190762162,6.0520218539750203e-05,6.489135103038279e-06,3.597101795094204e-06
Image_78,n01629819,"European fire salamander, Salamandra salamandra",n04251144,snorkel,0.004665518645197153,0.000258855550782755,0.0004558908403851092,0.0007360882591456175,0.0039712549187242985,0.0067911106161773205,0.010793055407702923,0.014796924777328968,0.05504917725920677,0.010149559937417507,0.0007261930149979889,1.8492233721190132e-05
Image_79,n01629819,"European fire salamander, Salamandra salamandra",n02268443,"dragonfly, darning needle, devil's darning needle, sewing needle, snake feeder, snake doctor, mosquito hawk, skeeter hawk",0.00022547201660927385,0.0004348574730101973,0.0003236160264350474,0.0001972819009097293,0.0002075777592835948,0.0003907843492925167,0.0008131108479574323,0.000625619082711637,0.002028274815529585,0.00024330129963345826,3.5531109460862353e-05,1.7972990917769494e-06
Image_80,n01629819,"European fire salamander, Salamandra salamandra",n02226429,"grasshopper, hopper",0.041080180555582047,0.003491046605631709,0.0011395399924367666,0.0019026356749236584,0.0028809772338718176,0.0005007345462217927,0.0007683493313379586,0.0024439755361527205,0.0092936335131526,0.00942961685359478,0.013380825519561768,0.0023938240483403206
Image_81,n01629819,"European fire salamander, Salamandra salamandra",n03838899,"oboe, hautboy, hautbois",2.1742462195106782e-05,7.690803613513708e-06,2.931906965386588e-05,7.937792543089017e-05,0.0002383031096542254,0.00030187235097400844,0.00041489844443276525,0.00041305660852231085,0.0014301397604867816,0.000979841104708612,0.0010141642997041345,0.00010926538379862905
Image_82,n01629819,"European fire salamander, Salamandra salamandra",n02233338,"cockroach, roach",0.0003264782717451453,0.00015297507343348116,3.661926893983036e-05,5.104772935737856e-05,3.367555109434761e-05,2.2749094569007866e-05,3.8819423934910446e-05,0.0002078936668112874,0.0007314017857424915,0.010662589222192764,0.006469511426985264,0.002327389782294631
Image_83,n01629819,"European fire salamander, Salamandra salamandra",n09428293,"seashore, coast, seacoast, sea-coast",0.008816204965114594,0.004646148066967726,0.00512598967179656,0.006873216945677996,0.004728920757770538,0.017162490636110306,0.016483912244439125,0.0056217135861516,0.007777654565870762,0.06413692981004715,0.03307078406214714,0.046177882701158524
Image_84,n01629819,"European fire salamander, Salamandra salamandra",n01698640,"American alligator, Alligator mississipiensis",0.0002582963788881898,0.0017303848871961236,0.001020589959807694,0.0009726093267090619,0.0007662291172891855,0.000455842528026551,0.00046825449680909514,0.0016979854553937912,0.0045069120824337006,0.014963964931666851,0.03673006221652031,0.03457392007112503
Image_85,n01629819,"European fire salamander, Salamandra salamandra",n03838899,"oboe, hautboy, hautbois",5.657951987814158e-05,1.189441991300555e-05,2.9919017833890393e-05,7.986366836121306e-05,0.00020314908761065453,0.00020170697825960815,0.00018486804037820548,0.00013082957593724132,0.0005296971648931503,0.00017025144188664854,0.0003477278514765203,0.00034850958036258817
