Image,True_WNID,True_Label,layer_0,layer_1,layer_2,layer_3,layer_4,layer_5,layer_6,layer_7,layer_8,layer_9,layer_10,layer_11
Image_11,n01443537,"goldfish, Carassius auratus",0.00021970605303067714,0.00030313860042952,0.0002247014344902709,0.00010260332055622712,0.00015623729268554598,0.0003188174159731716,0.0006469530635513365,0.0011134129017591476,0.004626177251338959,0.05867382138967514,0.0508909597992897,0.07102284580469131
Image_12,n01443537,"goldfish, Carassius auratus",0.00020196635159663856,0.0003041835443582386,0.00023566246090922505,0.00010710262722568586,0.0001983804104384035,0.00040049332892522216,0.0007196376100182533,0.0010943753877654672,0.0034890116658061743,0.0072986711747944355,0.1880420595407486,0.6266865730285645
Image_13,n01443537,"goldfish, Carassius auratus",0.0002133414673153311,0.0002880814718082547,0.0002090699999826029,8.956601959653199e-05,0.00017624726751819253,0.0006357275997288525,0.0010604984126985073,0.0022479139734059572,0.04241430386900902,0.1906943917274475,0.9602777361869812,0.9984205961227417
Image_14,n01443537,"goldfish, Carassius auratus",0.00014979072147980332,0.0002493841457180679,0.00020032169413752854,9.978589514503255e-05,0.00015455708489753306,0.0002878044033423066,0.0004730491782538593,0.0009674651082605124,0.0013436832232400775,0.006463800091296434,0.023824522271752357,0.006812300067394972
Image_15,n01443537,"goldfish, Carassius auratus",0.00012717839854303747,0.0002422772959107533,0.0001812569535104558,9.251654410036281e-05,0.00016980766667984426,0.000469875376438722,0.0008439738885499537,0.002068471862003207,0.03109239786863327,0.22243374586105347,0.9661045074462891,0.9910417199134827
Image_16,n01443537,"goldfish, Carassius auratus",0.00019779210560955107,0.00034205729025416076,0.00025038133026100695,0.00010600262612570077,0.00023124735162127763,0.0004454787413123995,0.0018202761420980096,0.005456165876239538,0.041971877217292786,0.24879784882068634,0.3971279263496399,0.5426741242408752
Image_17,n01443537,"goldfish, Carassius auratus",0.00020306308579165488,0.00024410274636466056,0.00015738887304905802,7.225303124869242e-05,0.00015246540715452284,0.000290537514956668,0.0007759149884805083,0.0015524155460298061,0.027455875650048256,0.21194541454315186,0.9854243397712708,0.9991071820259094
Image_18,n01443537,"goldfish, Carassius auratus",0.00022294446534942836,0.0003319105599075556,0.00022753758821636438,0.00011415916378609836,0.00023798250185791403,0.000699484720826149,0.001076814834959805,0.001959562534466386,0.015722613781690598,0.7146973013877869,0.9876722097396851,0.9996504783630371
Image_19,n01443537,"goldfish, Carassius auratus",0.00018123372865375131,0.00029867744888179004,0.00021234936139080673,0.00010964748071273789,0.0001683444279478863,0.0002883339475374669,0.0005743861547671258,0.0019491248531267047,0.05090811103582382,0.16554062068462372,0.5062385201454163,0.8616187572479248
Image_20,n01443537,"goldfish, Carassius auratus",0.0001885667152237147,0.0002214512787759304,0.00019593328761402518,8.986020839074627e-05,0.00014186628686729819,0.0005808459245599806,0.0012595508014783263,0.00167666666675359,0.03407125174999237,0.20893661677837372,0.4618873596191406,0.9243682026863098
Image_21,n01443537,"goldfish, Carassius auratus",0.00019152567256242037,0.0002984569000545889,0.00020640631555579603,0.00010084183304570615,0.0001592810731381178,0.0005204490735195577,0.0009561748011037707,0.0030980503652244806,0.011390823870897293,0.02971435710787773,0.8891838788986206,0.8987608551979065
Image_22,n01443537,"goldfish, Carassius auratus",8.015881758183241e-05,0.00030799760133959353,0.00023126868472900242,0.00010618849046295509,0.00015694947796873748,0.0007252843934111297,0.0015019105048850179,0.003706415416672826,0.010069577023386955,0.004605307709425688,0.003833844093605876,0.0016186441062018275
Image_23,n01443537,"goldfish, Carassius auratus",0.00022589275613427162,0.00027085235342383385,0.00017108916654251516,8.011378668015823e-05,0.00016309099737554789,0.0006154766888357699,0.0006507045472972095,0.0009593944414518774,0.008947791531682014,0.0078061423264443874,0.007053847890347242,0.01387442834675312
Image_24,n01443537,"goldfish, Carassius auratus",0.00018231577996630222,0.0002978318661917001,0.0002024913701461628,0.00010123685206053779,0.00017114082584157586,0.00040750837069936097,0.0007787405629642308,0.002983556827530265,0.007414091378450394,0.5338389277458191,0.3369886875152588,0.172538623213768
Image_25,n01443537,"goldfish, Carassius auratus",0.00025326653849333525,0.0003132974961772561,0.00023595323727931827,0.00011103129509137943,0.00019681747653521597,0.0007106585544534028,0.000995049485936761,0.0026164213195443153,0.012632567435503006,0.5135887861251831,0.9388795495033264,0.9977710247039795
Image_26,n01443537,"goldfish, Carassius auratus",0.0001239844859810546,0.0002400293742539361,0.00019943679217249155,0.00010060764179797843,0.0001891582360258326,0.0006940815364941955,0.0015656910836696625,0.0015376119408756495,0.023320350795984268,0.19402210414409637,0.22099314630031586,0.13091933727264404
Image_27,n01443537,"goldfish, Carassius auratus",0.0001896552712423727,0.0002456322545185685,0.00019552827870938927,0.00010440803453093395,0.00018739890947472304,0.00043545867083594203,0.0007111078593879938,0.0020993261132389307,0.008427457883954048,0.0075415014289319515,0.0004446814418770373,0.0004338325816206634
Image_28,n01443537,"goldfish, Carassius auratus",0.0002244203060399741,0.0003189943090546876,0.00025930083938874304,0.00011109784827567637,0.00020558806136250496,0.0004858268075622618,0.0008242866024374962,0.002420637523755431,0.01375353429466486,0.10141386091709137,0.08671361953020096,0.12461280822753906
Image_29,n01443537,"goldfish, Carassius auratus",0.00020007808052469045,0.00022306146274786443,0.00018076086416840553,7.521110819652677e-05,0.00013888461398892105,0.0004596597864292562,0.0006914542755112052,0.002221530070528388,0.009238822385668755,0.023826900869607925,0.9718983173370361,0.9994422793388367
Image_30,n01443537,"goldfish, Carassius auratus",0.00022333808010444045,0.00023319708998315036,0.00017056430806405842,9.371302439831197e-05,0.00019711305503733456,0.0004106326377950609,0.0007843014900572598,0.0025937173049896955,0.006866547279059887,0.09845912456512451,0.9048346281051636,0.9932250380516052
Image_31,n01443537,"goldfish, Carassius auratus",0.00022661751427222043,0.00026943921693600714,0.00016611660248599946,9.748840966494754e-05,0.00016421941109001637,0.00042406312422826886,0.000725862686522305,0.002716893097385764,0.026283740997314453,0.2886582612991333,0.9625682234764099,0.9865013957023621
Image_32,n01443537,"goldfish, Carassius auratus",0.00019958874327130616,0.00021861513960175216,0.00017833069432526827,9.378086542710662e-05,0.00011958847608184442,0.0002688227395992726,0.0005895912181586027,0.0016579540679231286,0.0050484067760407925,0.3083435595035553,0.8813748955726624,0.8940777778625488
Image_33,n01443537,"goldfish, Carassius auratus",9.251762821804732e-05,0.0002750857383944094,0.00023661227896809578,0.0001345641940133646,0.0003018658608198166,0.0009318787488155067,0.0021030614152550697,0.003188766771927476,0.28892460465431213,0.9341133832931519,0.9718574285507202,0.9882135391235352
Image_34,n01443537,"goldfish, Carassius auratus",0.00026112108025699854,0.0004964616964571178,0.00031940758344717324,0.0001443819492124021,0.0002712659479584545,0.0009297512588091195,0.003097287379205227,0.006212636362761259,0.1125698909163475,0.04422876983880997,0.2139207124710083,0.5382372140884399
Image_35,n01443537,"goldfish, Carassius auratus",0.0001626487064640969,0.00016520135977771133,0.00013884413056075573,7.307594933081418e-05,0.00010317099076928571,0.00023247956414707005,0.0007474460871890187,0.0021617875900119543,0.01726659946143627,0.1323082000017166,0.8156377077102661,0.9874256253242493
Image_36,n01443537,"goldfish, Carassius auratus",0.00019635258649941534,0.00020461343228816986,0.00014450856542680413,7.94736624811776e-05,0.00013209210010245442,0.00026474855258129537,0.0005898376693949103,0.0009185086819343269,0.01944703795015812,0.07066643983125687,0.06495007872581482,0.6093665957450867
Image_37,n01443537,"goldfish, Carassius auratus",0.00014002269017510116,0.00023109828180167824,0.00018405118316877633,0.00010029489931184798,0.00019936963508371264,0.00036712505971081555,0.0004208929603919387,0.0006410569185391068,0.008657379075884819,0.301503986120224,0.9831061959266663,0.9984434247016907
Image_38,n01443537,"goldfish, Carassius auratus",0.00018095437553711236,0.00016620852693449706,0.00013480926281772554,7.009116961853579e-05,0.00013762465096078813,0.00023777299793437123,0.00038356840377673507,0.0006649097776971757,0.010488261468708515,0.07670491933822632,0.0854434072971344,0.12226581573486328
Image_39,n01443537,"goldfish, Carassius auratus",0.0001650775084272027,0.0002563378366176039,0.0001576935756020248,8.928227180149406e-05,0.00015068026550579816,0.0004873915167991072,0.0009963628835976124,0.0016023071948438883,0.008817925117909908,0.07009188085794449,0.24011385440826416,0.2250465601682663
Image_40,n01443537,"goldfish, Carassius auratus",0.0002946928143501282,0.0004585235728882253,0.00026616296963766217,0.00012232517474330962,0.00025256810477003455,0.0006379099213518202,0.0011358108604326844,0.0028606716077774763,0.014127831906080246,0.18489859998226166,0.9015588164329529,0.9972702860832214
Image_41,n01443537,"goldfish, Carassius auratus",0.0001247559121111408,0.00017926981672644615,0.00014557789836544544,8.507693564752117e-05,0.00012348884774837643,0.00021273340098559856,0.00024637210299260914,0.0004420377954374999,0.0017326135421171784,0.0056381141766905785,0.0025044865906238556,0.007142409682273865
Image_42,n01443537,"goldfish, Carassius auratus",0.00022459316824097186,0.00030733764288015664,0.00018788572924677283,0.00011306662781862542,0.00014717392332386225,0.0003252919705118984,0.0002767734695225954,0.0006317873485386372,0.003101566107943654,0.025824183598160744,0.08948992937803268,0.05461244657635689
Image_43,n01443537,"goldfish, Carassius auratus",0.00019120734941679984,0.0002713268040679395,0.00021567955263890326,0.00013576896162703633,0.00021534398547373712,0.0006218046182766557,0.001054124440997839,0.002371625741943717,0.011586381122469902,0.3921361267566681,0.9984771609306335,0.9999017715454102
Image_44,n01443537,"goldfish, Carassius auratus",0.0003163265064358711,0.0004993320326320827,0.000307012494886294,0.0001642277929931879,0.00020490906899794936,0.0009675617329776287,0.00308227282948792,0.01342015527188778,0.24502593278884888,0.7320550680160522,0.9219824075698853,0.9269749522209167
Image_45,n01443537,"goldfish, Carassius auratus",0.0001578643568791449,0.00022100818750914186,0.00020952436898369342,0.0001409307005815208,0.00026175103266723454,0.0008994479430839419,0.0029939929954707623,0.011935552582144737,0.14528170228004456,0.8708920478820801,0.9981332421302795,0.9998906850814819
Image_46,n01443537,"goldfish, Carassius auratus",0.00024031172506511211,0.0003664545947685838,0.00021092295355629176,0.00010051794379251078,0.00020729551033582538,0.00044678658014163375,0.0003275659109931439,0.0008179600699804723,0.004343132022768259,0.017617763951420784,0.970958411693573,0.99834144115448
Image_47,n01443537,"goldfish, Carassius auratus",0.00018718653882388026,0.0002704491198528558,0.0002218064764747396,0.00012333066842984408,0.00019429987878538668,0.0004445631057024002,0.0005452309851534665,0.0010728032793849707,0.005662577226758003,0.08929091691970825,0.08189589530229568,0.008716701529920101
Image_48,n01443537,"goldfish, Carassius auratus",0.00017408230633009225,0.0002121214201906696,0.00016119773499667645,7.958570495247841e-05,0.00017060009122360498,0.0004458970215637237,0.0007351210224442184,0.0011212998069822788,0.013209064491093159,0.45531055331230164,0.981941819190979,0.9991598129272461
Image_49,n01443537,"goldfish, Carassius auratus",0.0002381280792178586,0.00021923630265519023,0.00013038590259384364,5.430955934571102e-05,0.00013179560482967645,0.0002765382232610136,0.00049662368837744,0.0013710117200389504,0.004470720887184143,0.10279003530740738,0.21148747205734253,0.8314082026481628
Image_50,n01443537,"goldfish, Carassius auratus",0.00021754560293629766,0.00028763344744220376,0.00022052334679756314,0.00010743919119704515,0.00022540322970598936,0.0005277827731333673,0.0008144927560351789,0.0027781508397310972,0.011491415090858936,0.12759284675121307,0.9968109726905823,0.9996769428253174
Image_51,n01629819,"European fire salamander, Salamandra salamandra",0.0008411879534833133,0.0004331581003498286,0.0019495459273457527,0.0014313064748421311,0.002716979244723916,0.005182551685720682,0.01591782458126545,0.02261175401508808,0.17825458943843842,0.9918209314346313,0.9992806315422058,0.9998738765716553
Image_52,n01629819,"European fire salamander, Salamandra salamandra",0.0005728336982429028,0.00018024444580078125,0.0010048311669379473,0.0006232224404811859,0.0019689989276230335,0.002533119870349765,0.0107311075553298,0.028074871748685837,0.1640651971101761,0.896073579788208,0.9219396114349365,0.8915809392929077
Image_53,n01629819,"European fire salamander, Salamandra salamandra",0.00042673342977650464,0.0009767260635271668,0.002033985685557127,0.0008092410862445831,0.0015622465871274471,0.0038716269191354513,0.010007955133914948,0.017852887511253357,0.05762385204434395,0.03577528893947601,0.08923760801553726,0.07162174582481384
Image_54,n01629819,"European fire salamander, Salamandra salamandra",0.0010358112631365657,0.000623753119725734,0.00234183669090271,0.001387741882354021,0.0025738959666341543,0.004897536244243383,0.014487693086266518,0.025399470701813698,0.05415932089090347,0.8485235571861267,0.9989942908287048,0.999924898147583
Image_55,n01629819,"European fire salamander, Salamandra salamandra",0.0012297207722440362,0.0005851328023709357,0.0022240271791815758,0.0014892980689182878,0.0033040279522538185,0.005308398045599461,0.011762422509491444,0.014052578248083591,0.03569984436035156,0.38918304443359375,0.6944424510002136,0.9587287306785583
Image_56,n01629819,"European fire salamander, Salamandra salamandra",0.0008000237285159528,0.00034698614035733044,0.001270707813091576,0.0008732008282095194,0.0024726109113544226,0.0036836680956184864,0.010033934377133846,0.03044820949435234,0.08676856756210327,0.82206130027771,0.8099285960197449,0.865661084651947
Image_57,n01629819,"European fire salamander, Salamandra salamandra",0.0006785268778912723,0.0005406036507338285,0.0021236585453152657,0.001580899697728455,0.004319315310567617,0.00582103943452239,0.027033675462007523,0.052000295370817184,0.0753515288233757,0.07247588038444519,0.12455417960882187,0.28483155369758606
Image_58,n01629819,"European fire salamander, Salamandra salamandra",0.0006037577404640615,0.0006022365414537489,0.0021378875244408846,0.0015338639495894313,0.003795838914811611,0.004878357984125614,0.019843291491270065,0.03961601108312607,0.39690282940864563,0.9974859952926636,0.9999960660934448,0.9999998807907104
Image_59,n01629819,"European fire salamander, Salamandra salamandra",0.0005083490977995098,0.0004257913678884506,0.00175344233866781,0.0012493139365687966,0.0034320445265620947,0.004447552375495434,0.01759793795645237,0.027872588485479355,0.07996507734060287,0.5224485993385315,0.9875184893608093,0.999560534954071
Image_60,n01629819,"European fire salamander, Salamandra salamandra",0.000722093740478158,0.0008042344707064331,0.00195983424782753,0.0011040708050131798,0.0027925255708396435,0.0035663500893861055,0.006631873548030853,0.010709275491535664,0.008641060441732407,0.003470574039965868,0.009854174219071865,0.09231633692979813
Image_61,n01629819,"European fire salamander, Salamandra salamandra",0.0012178110191598535,0.0005651083774864674,0.002053727163001895,0.001550592016428709,0.004170955624431372,0.008048631250858307,0.026108957827091217,0.08278904110193253,0.3308528661727905,0.9263829588890076,0.9832760095596313,0.995318591594696
Image_62,n01629819,"European fire salamander, Salamandra salamandra",0.0008247213554568589,0.0005324094090610743,0.0022276665549725294,0.0014224272454157472,0.003366552758961916,0.005131169222295284,0.019230633974075317,0.045331668108701706,0.32297462224960327,0.9915273785591125,0.9999722242355347,0.9999945163726807
Image_63,n01629819,"European fire salamander, Salamandra salamandra",0.0007454296573996544,0.00031171904993243515,0.0010062631918117404,0.0007385255303233862,0.00207089283503592,0.0023333511780947447,0.004814626649022102,0.004877485800534487,0.007551200222223997,0.04939385503530502,0.2728329598903656,0.939497709274292
Image_64,n01629819,"European fire salamander, Salamandra salamandra",0.0005044538993388414,0.0004620204563252628,0.0017337173921987414,0.0012502798344939947,0.003112358506768942,0.003145562717691064,0.011583958752453327,0.01169391255825758,0.014159572310745716,0.34628361463546753,0.9931962490081787,0.9997593760490417
Image_65,n01629819,"European fire salamander, Salamandra salamandra",0.000527891970705241,0.00051436189096421,0.0022769803181290627,0.0014522150158882141,0.004337809514254332,0.003609301056712866,0.014584964141249657,0.027992835268378258,0.08837658911943436,0.9814795851707458,0.9998258948326111,0.9999905824661255
Image_66,n01629819,"European fire salamander, Salamandra salamandra",0.0007012147689238191,0.0003366283781360835,0.0013693661894649267,0.0007501401705667377,0.002574129030108452,0.003357093082740903,0.012116961181163788,0.027096692472696304,0.28840282559394836,0.9988804459571838,0.9999223947525024,0.9999871253967285
Image_67,n01629819,"European fire salamander, Salamandra salamandra",0.0009022502927109599,0.0004869404947385192,0.0018197946483269334,0.0011577720288187265,0.0034161219373345375,0.004002215340733528,0.010935461148619652,0.03131456673145294,0.04094240441918373,0.32692262530326843,0.9734565615653992,0.997116208076477
Image_68,n01629819,"European fire salamander, Salamandra salamandra",0.00038376112934201956,0.0004557673237286508,0.0017605348257347941,0.000949784938711673,0.002252148697152734,0.004670472349971533,0.014260481111705303,0.03257003426551819,0.15026460587978363,0.432827353477478,0.6636519432067871,0.6906253695487976
Image_69,n01629819,"European fire salamander, Salamandra salamandra",0.0006730527384206653,0.0014606654876843095,0.0034286724403500557,0.0019776264671236277,0.0045837340876460075,0.008599312976002693,0.022629881277680397,0.026709720492362976,0.052662353962659836,0.36353614926338196,0.8327133059501648,0.8672869801521301
Image_70,n01629819,"European fire salamander, Salamandra salamandra",0.0003982695925515145,0.0008396339253522456,0.0024738828651607037,0.0012249731225892901,0.0028351095970720053,0.0049040475860238075,0.01773504726588726,0.030864354223012924,0.15491366386413574,0.9428125023841858,0.9970738887786865,0.9997650980949402
Image_71,n01629819,"European fire salamander, Salamandra salamandra",0.0009313619812019169,0.0013689486077055335,0.002687702188268304,0.0013208914315328002,0.003086106153205037,0.00493957195430994,0.010421057231724262,0.023841675370931625,0.08980419486761093,0.939504861831665,0.9986770749092102,0.9998835325241089
Image_72,n01629819,"European fire salamander, Salamandra salamandra",0.0007550797890871763,0.0006580845220014453,0.0022296772804111242,0.0014357377076521516,0.0036077192053198814,0.005089134909212589,0.019757527858018875,0.03673841804265976,0.15336285531520844,0.9796349406242371,0.9998189806938171,0.9999815225601196
Image_73,n01629819,"European fire salamander, Salamandra salamandra",0.000634903262834996,0.00047090137377381325,0.0012323008850216866,0.0006003526505082846,0.0013579854276031256,0.0020988727919757366,0.007511538919061422,0.00912511721253395,0.04501863569021225,0.8902146220207214,0.9961903095245361,0.999579131603241
Image_74,n01629819,"European fire salamander, Salamandra salamandra",0.0008579154382459819,0.00038886789116077125,0.0009719882509671152,0.0005342068034224212,0.001765499939210713,0.002009244170039892,0.003990103490650654,0.01104646548628807,0.020542141050100327,0.03789461404085159,0.27867189049720764,0.24098126590251923
Image_75,n01629819,"European fire salamander, Salamandra salamandra",0.0010053027654066682,0.0005352546577341855,0.001471873139962554,0.0009764049318619072,0.0021421846468001604,0.004623429384082556,0.012470223940908909,0.02723553031682968,0.0481303371489048,0.23337416350841522,0.7608621120452881,0.9707683324813843
Image_76,n01629819,"European fire salamander, Salamandra salamandra",0.0010169825982302427,0.0004225187876727432,0.001813375623896718,0.0012033970560878515,0.002866719150915742,0.004698486998677254,0.011214190162718296,0.016580257564783096,0.02532322145998478,0.04971420392394066,0.009787372313439846,0.04036532714962959
Image_77,n01629819,"European fire salamander, Salamandra salamandra",0.000560805550776422,0.0007400637259706855,0.0025711902417242527,0.0014315107837319374,0.0043929219245910645,0.006644222419708967,0.035260483622550964,0.12462960183620453,0.6710894703865051,0.9955020546913147,0.9999264478683472,0.9999754428863525
Image_78,n01629819,"European fire salamander, Salamandra salamandra",0.0009551888215355575,0.00035546033177524805,0.001263765967451036,0.0008981940918602049,0.0029139185789972544,0.003442219691351056,0.008268768899142742,0.014300105161964893,0.12963499128818512,0.9798420667648315,0.9986903071403503,0.9999172687530518
Image_79,n01629819,"European fire salamander, Salamandra salamandra",0.0008036121143959463,0.0008739015902392566,0.00258483923971653,0.0017462437972426414,0.0041973828338086605,0.0053893630392849445,0.015423659235239029,0.024490462616086006,0.07467775791883469,0.8301422595977783,0.9993250370025635,0.9999786615371704
Image_80,n01629819,"European fire salamander, Salamandra salamandra",0.0009672383312135935,0.00038701112498529255,0.0014945167349651456,0.0011384813115000725,0.0032695429399609566,0.004206185229122639,0.015628308057785034,0.027404779568314552,0.10783565044403076,0.7876039743423462,0.9403944611549377,0.9866321682929993
Image_81,n01629819,"European fire salamander, Salamandra salamandra",0.0006268051802180707,0.001298414426855743,0.0023335933219641447,0.0011583620216697454,0.003551146946847439,0.006622111890465021,0.01725909113883972,0.02954348735511303,0.10024619102478027,0.7269609570503235,0.9836394190788269,0.9993048906326294
Image_82,n01629819,"European fire salamander, Salamandra salamandra",0.0004297129635233432,0.0006380779086612165,0.0016978727653622627,0.0006794871878810227,0.0016347405035048723,0.0023937136866152287,0.006576558109372854,0.008596474304795265,0.03830567002296448,0.4406825006008148,0.9110475778579712,0.9753897190093994
Image_83,n01629819,"European fire salamander, Salamandra salamandra",0.0009928803192451596,0.00026376600726507604,0.0012342446716502309,0.0008797809714451432,0.0018521444872021675,0.002540246117860079,0.004811348859220743,0.007282044738531113,0.004565014503896236,0.0007680973503738642,0.0001014007575577125,2.1682008082279935e-05
Image_84,n01629819,"European fire salamander, Salamandra salamandra",0.0010900127235800028,0.0009371091146022081,0.003095523454248905,0.0018582022748887539,0.004057743586599827,0.009395179338753223,0.023389948531985283,0.06652013212442398,0.17312990128993988,0.820197343826294,0.8058031797409058,0.5688616037368774
Image_85,n01629819,"European fire salamander, Salamandra salamandra",0.0009458751301281154,0.0006539598689414561,0.0019292813958600163,0.0010936915641650558,0.0026686755008995533,0.003939971327781677,0.013348654843866825,0.024366265162825584,0.16405616700649261,0.8571769595146179,0.9764372110366821,0.9973191618919373
Image_86,n01629819,"European fire salamander, Salamandra salamandra",0.0006269342266023159,0.0005536319222301245,0.001959701767191291,0.0011637314455583692,0.002164735458791256,0.0028794030658900738,0.008775250986218452,0.012205103412270546,0.0199554655700922,0.7813844084739685,0.9987406134605408,0.9999613761901855
Image_87,n01629819,"European fire salamander, Salamandra salamandra",0.0010238600661978126,0.0005464889691211283,0.0018531539244577289,0.0013557991478592157,0.003010526765137911,0.0050355177372694016,0.01648089475929737,0.04635073244571686,0.09431131184101105,0.7471238970756531,0.9777872562408447,0.996234118938446
Image_88,n01629819,"European fire salamander, Salamandra salamandra",0.0007520475191995502,0.00046935799764469266,0.0019316516118124127,0.0009794177021831274,0.0028494312427937984,0.00484851561486721,0.017434947192668915,0.018867749720811844,0.05857795849442482,0.5846483111381531,0.954861044883728,0.9955706000328064
Image_89,n01629819,"European fire salamander, Salamandra salamandra",0.0010108626447618008,0.0008344088564626873,0.0020145163871347904,0.0012650840217247605,0.003755565732717514,0.004373512696474791,0.017186792567372322,0.0448150560259819,0.144501730799675,0.8241851329803467,0.9842321872711182,0.9997377991676331
Image_90,n01629819,"European fire salamander, Salamandra salamandra",0.0006083713960833848,0.0006299210945144296,0.0020493033807724714,0.001280026976019144,0.004280431661754847,0.006627349648624659,0.021330159157514572,0.058217212557792664,0.20732322335243225,0.9187911152839661,0.9916656613349915,0.9978291392326355
Image_91,n01629819,"European fire salamander, Salamandra salamandra",0.0010225652949884534,0.00035255320835858583,0.0010810029925778508,0.0006631461437791586,0.001648890902288258,0.002060682512819767,0.0038282256573438644,0.008736454881727695,0.008939655497670174,0.013472447171807289,0.001017233356833458,0.0012017062399536371
Image_92,n01629819,"European fire salamander, Salamandra salamandra",0.0008397423080168664,0.0005134082166478038,0.001860031159594655,0.0011338245822116733,0.0024521194864064455,0.003500646445900202,0.010308186523616314,0.014531285502016544,0.04753873497247696,0.6094947457313538,0.9939358830451965,0.9994704127311707
Image_93,n01629819,"European fire salamander, Salamandra salamandra",0.0003884091565851122,0.0006368733593262732,0.0019194332417100668,0.0011519434629008174,0.002479196758940816,0.004461964126676321,0.010095780715346336,0.02157934010028839,0.028756167739629745,0.36952000856399536,0.34882882237434387,0.6895827651023865
Image_94,n01629819,"European fire salamander, Salamandra salamandra",0.0008808448328636587,0.0011082227574661374,0.0032900390215218067,0.002057327888906002,0.006115464027971029,0.00899446103721857,0.029989022761583328,0.07022713869810104,0.16107282042503357,0.8329430818557739,0.9924181699752808,0.9994893074035645
Image_95,n01629819,"European fire salamander, Salamandra salamandra",0.0007883849903009832,0.0011774515733122826,0.0022665346041321754,0.0010020392946898937,0.0023484600242227316,0.004788489546626806,0.021561533212661743,0.04778807610273361,0.12292364984750748,0.9826001524925232,0.9754636287689209,0.9954301118850708
Image_96,n01629819,"European fire salamander, Salamandra salamandra",0.0009216188336722553,0.0002593942335806787,0.0008026268915273249,0.000604663509875536,0.002256768522784114,0.0028856645803898573,0.00639090221375227,0.026427002623677254,0.09389328211545944,0.5076783299446106,0.347232460975647,0.9373985528945923
Image_97,n01629819,"European fire salamander, Salamandra salamandra",0.0009409867925569415,0.0003636646142695099,0.0014999317936599255,0.0013412375701591372,0.0034662948455661535,0.005547432694584131,0.014983318746089935,0.028902333229780197,0.07909618318080902,0.5699944496154785,0.46129536628723145,0.9694631695747375
Image_98,n01629819,"European fire salamander, Salamandra salamandra",0.0009378286194987595,0.0003403313457965851,0.0010668339673429728,0.0007000928744673729,0.0018548115622252226,0.0031240377575159073,0.007595316506922245,0.019069256260991096,0.02286822907626629,0.15728269517421722,0.8782467246055603,0.8977554440498352
Image_99,n01629819,"European fire salamander, Salamandra salamandra",0.0007311761728487909,0.0004893816658295691,0.0023350906558334827,0.0015684363897889853,0.0034267292357981205,0.005264997482299805,0.02614167332649231,0.08840267360210419,0.6689001321792603,0.9997109770774841,0.9999980926513672,0.9999995231628418
