Image,True_WNID,True_Label,First_Top1_WNID,First_Top1_Label,layer_0,layer_1,layer_2,layer_3,layer_4,layer_5,layer_6,layer_7,layer_8,layer_9,layer_10,layer_11
Image_20,n01443537,"goldfish, Carassius auratus",n09193705,alp,0.13334573805332184,0.11738616228103638,0.09327437728643417,0.09095154702663422,0.06469876319169998,0.061122093349695206,0.0834493413567543,0.10309189558029175,0.0976143553853035,0.07733865827322006,0.059036578983068466,0.003547038184478879
Image_21,n01443537,"goldfish, Carassius auratus",n09193705,alp,0.14231868088245392,0.11708908528089523,0.09450482577085495,0.09147985279560089,0.0726652666926384,0.07591847330331802,0.12955111265182495,0.10994419455528259,0.12003328651189804,0.10857481509447098,0.06324376165866852,6.75915798638016e-05
Image_22,n01443537,"goldfish, Carassius auratus",n09193705,alp,0.13475120067596436,0.11891967803239822,0.08824683725833893,0.09406555444002151,0.08136121928691864,0.08645568788051605,0.10672283172607422,0.12233985215425491,0.12717534601688385,0.11089761555194855,0.09194104373455048,0.0015750997699797153
Image_23,n01443537,"goldfish, Carassius auratus",n09193705,alp,0.13839399814605713,0.11864005774259567,0.0928945243358612,0.08980800956487656,0.07159310579299927,0.08262968808412552,0.10369903594255447,0.08742926269769669,0.12910450994968414,0.12074282765388489,0.10366251319646835,0.005977301392704248
Image_24,n01443537,"goldfish, Carassius auratus",n09193705,alp,0.14910422265529633,0.12305954098701477,0.09429629147052765,0.09652970731258392,0.07380753010511398,0.07412819564342499,0.1402568221092224,0.09564446657896042,0.13444450497627258,0.12226337939500809,0.1084805428981781,0.006385003216564655
Image_25,n01443537,"goldfish, Carassius auratus",n03544143,hourglass,0.14762455224990845,0.15159949660301208,0.13365724682807922,0.18766866624355316,0.11438281834125519,0.048513930290937424,0.0404004268348217,0.050242919474840164,0.03997209295630455,0.024851221591234207,0.02588537521660328,1.7143587683676742e-05
Image_26,n01443537,"goldfish, Carassius auratus",n09193705,alp,0.1332978904247284,0.11283892393112183,0.08335575461387634,0.08048242330551147,0.05478357896208763,0.06334903836250305,0.10766992717981339,0.10578497499227524,0.11753979325294495,0.10136206448078156,0.06208139285445213,0.00165259325876832
Image_27,n01443537,"goldfish, Carassius auratus",n09193705,alp,0.14885959029197693,0.11509672552347183,0.0894852727651596,0.08428679406642914,0.06604649871587753,0.07586045563220978,0.11074233800172806,0.09563403576612473,0.0993754044175148,0.0887470617890358,0.07109101861715317,0.0002296907769050449
Image_28,n01443537,"goldfish, Carassius auratus",n09193705,alp,0.14068396389484406,0.11361672729253769,0.09038349986076355,0.08717717230319977,0.07722704112529755,0.06755693256855011,0.11404281109571457,0.11623668670654297,0.14540034532546997,0.13323934376239777,0.12903839349746704,0.00038189615588635206
Image_29,n01443537,"goldfish, Carassius auratus",n09193705,alp,0.13175606727600098,0.11493092030286789,0.09090015292167664,0.08675020933151245,0.07903169095516205,0.08437491953372955,0.09885396808385849,0.11994311958551407,0.12895092368125916,0.11767962574958801,0.0719088613986969,0.0004034929443150759
Image_30,n01443537,"goldfish, Carassius auratus",n09193705,alp,0.14963826537132263,0.11716245859861374,0.09164657443761826,0.09275840222835541,0.07770201563835144,0.08879949897527695,0.10789832472801208,0.07592057436704636,0.09139713644981384,0.08481089025735855,0.10197315365076065,0.00027479376876726747
Image_31,n01443537,"goldfish, Carassius auratus",n03544143,hourglass,0.14581401646137238,0.14519557356834412,0.11352429538965225,0.14002923667430878,0.07667264342308044,0.0697266012430191,0.039952296763658524,0.04706714302301407,0.03615383058786392,0.012851070612668991,0.007691630627959967,9.909660548146348e-06
Image_32,n01443537,"goldfish, Carassius auratus",n09193705,alp,0.1371798813343048,0.11318379640579224,0.08883151412010193,0.08166874200105667,0.07937278598546982,0.07432033121585846,0.12858068943023682,0.10200685262680054,0.15653730928897858,0.14033807814121246,0.1188366711139679,4.5548109483206645e-05
Image_33,n01443537,"goldfish, Carassius auratus",n09193705,alp,0.13523787260055542,0.11852526664733887,0.08292541652917862,0.08042896538972855,0.06429776549339294,0.06803366541862488,0.1017172709107399,0.10580774396657944,0.11121581494808197,0.08857282251119614,0.08635292202234268,0.00023752375273033977
Image_34,n01443537,"goldfish, Carassius auratus",n03544143,hourglass,0.15257331728935242,0.1501273363828659,0.12703576683998108,0.1566123366355896,0.07779929786920547,0.0642426535487175,0.04729041829705238,0.03891202434897423,0.033635593950748444,0.01145299430936575,0.023539235815405846,0.0003729405580088496
Image_35,n01443537,"goldfish, Carassius auratus",n09193705,alp,0.13076481223106384,0.1107189804315567,0.09069744497537613,0.08382527530193329,0.06810267269611359,0.0758427083492279,0.10296734422445297,0.1161077693104744,0.12413938343524933,0.1397343873977661,0.18572169542312622,0.0016251791967079043
Image_36,n01443537,"goldfish, Carassius auratus",n03544143,hourglass,0.13658854365348816,0.14143820106983185,0.13612009584903717,0.18999721109867096,0.07663378119468689,0.042403481900691986,0.02717895619571209,0.049433961510658264,0.027553852647542953,0.013001346960663795,0.022284407168626785,1.696793333394453e-05
Image_37,n01443537,"goldfish, Carassius auratus",n09193705,alp,0.13212570548057556,0.10758165270090103,0.08249545097351074,0.08210105448961258,0.06256379932165146,0.05983172729611397,0.11199762672185898,0.09951908141374588,0.12867555022239685,0.12900717556476593,0.09026770293712616,0.0014617475681006908
Image_38,n01443537,"goldfish, Carassius auratus",n03544143,hourglass,0.12908995151519775,0.13661567866802216,0.12740987539291382,0.17935454845428467,0.09487207978963852,0.05628572404384613,0.02965174801647663,0.06182721629738808,0.03444933146238327,0.01779661700129509,0.0202473234385252,0.002008377807214856
Image_39,n01443537,"goldfish, Carassius auratus",n03544143,hourglass,0.16156387329101562,0.15965402126312256,0.13537362217903137,0.18962302803993225,0.10596722364425659,0.07153066992759705,0.058539774268865585,0.04849846661090851,0.033497150987386703,0.020000796765089035,0.03943517804145813,9.550992399454117e-05
Image_40,n01443537,"goldfish, Carassius auratus",n09193705,alp,0.13423244655132294,0.10912474244832993,0.08566442131996155,0.08740411698818207,0.07099389284849167,0.08029903471469879,0.13090594112873077,0.10918852686882019,0.1134389117360115,0.1410883069038391,0.17830438911914825,0.034529685974121094
Image_41,n01443537,"goldfish, Carassius auratus",n03544143,hourglass,0.13325095176696777,0.13840049505233765,0.12676790356636047,0.20573189854621887,0.10924459248781204,0.048960763961076736,0.03071909211575985,0.048417434096336365,0.033849216997623444,0.01581021212041378,0.012932884506881237,0.00036041930434294045
Image_42,n01443537,"goldfish, Carassius auratus",n09193705,alp,0.14412114024162292,0.11484596133232117,0.09200893342494965,0.09270681440830231,0.07659997791051865,0.0763842761516571,0.09295303374528885,0.09706208854913712,0.10231564939022064,0.12647227942943573,0.09701212495565414,5.073937791166827e-05
Image_43,n01443537,"goldfish, Carassius auratus",n09193705,alp,0.14368030428886414,0.11926954239606857,0.0953192189335823,0.09647969901561737,0.08243177086114883,0.07455351948738098,0.08443085104227066,0.0677705705165863,0.10270904004573822,0.09054067730903625,0.07803560793399811,5.230339229456149e-05
Image_44,n01443537,"goldfish, Carassius auratus",n09193705,alp,0.1563895344734192,0.13128603994846344,0.09892743825912476,0.0987202450633049,0.07119977474212646,0.07777192443609238,0.11595345288515091,0.11010152846574783,0.15452896058559418,0.15559935569763184,0.13363049924373627,0.016620716080069542
Image_45,n01443537,"goldfish, Carassius auratus",n09193705,alp,0.13088275492191315,0.10801593214273453,0.08310680836439133,0.08651163429021835,0.06530718505382538,0.07025869935750961,0.08897263556718826,0.12396696954965591,0.13838517665863037,0.1193607896566391,0.10586591064929962,0.0006304589915089309
Image_46,n01443537,"goldfish, Carassius auratus",n09193705,alp,0.13287214934825897,0.10974963009357452,0.08551691472530365,0.08468399196863174,0.06724211573600769,0.07280068844556808,0.1227671280503273,0.10640841722488403,0.11303921788930893,0.10614638030529022,0.0509716235101223,4.086739500053227e-05
Image_47,n01443537,"goldfish, Carassius auratus",n09193705,alp,0.13511990010738373,0.10813311487436295,0.08810143917798996,0.08930541574954987,0.07686387747526169,0.07521229237318039,0.09860941022634506,0.08634044975042343,0.11298715323209763,0.10607513040304184,0.07140173017978668,0.00021320591622497886
Image_48,n01443537,"goldfish, Carassius auratus",n09193705,alp,0.12912365794181824,0.1104835718870163,0.08313565701246262,0.07844191044569016,0.06547241657972336,0.06785369664430618,0.1089724749326706,0.0928535908460617,0.10233214497566223,0.07791735976934433,0.05169036239385605,0.0005415081977844238
Image_49,n01443537,"goldfish, Carassius auratus",n03544143,hourglass,0.16036808490753174,0.15718267858028412,0.12168535590171814,0.1517031043767929,0.07925184816122055,0.06380483508110046,0.037458714097738266,0.05089497193694115,0.03040877915918827,0.017958829179406166,0.029666215181350708,1.545345367048867e-05
Image_50,n01443537,"goldfish, Carassius auratus",n03544143,hourglass,0.13416743278503418,0.14221923053264618,0.11616829037666321,0.15828226506710052,0.08424323052167892,0.06177293136715889,0.050456248223781586,0.04639456048607826,0.02708500251173973,0.016377752646803856,0.009858516044914722,4.791879291587975e-06
Image_51,n01629819,"European fire salamander, Salamandra salamandra",n03544143,hourglass,0.13871324062347412,0.1417687088251114,0.14785446226596832,0.20796117186546326,0.08864239603281021,0.049643926322460175,0.02412574179470539,0.036324191838502884,0.04775918647646904,0.0279061421751976,0.013766068033874035,3.0336714189616032e-05
Image_52,n01629819,"European fire salamander, Salamandra salamandra",n03544143,hourglass,0.14812010526657104,0.14939706027507782,0.16089068353176117,0.22025027871131897,0.098082035779953,0.050086718052625656,0.03560378775000572,0.03852570056915283,0.03181999549269676,0.012800397351384163,0.009404987096786499,5.559324023352019e-08
Image_53,n01629819,"European fire salamander, Salamandra salamandra",n09193705,alp,0.130038782954216,0.10650221258401871,0.08572376519441605,0.09052261710166931,0.07064180821180344,0.07231022417545319,0.09382957220077515,0.09998206049203873,0.09896578639745712,0.07320387661457062,0.047728605568408966,0.0001663846633164212
Image_54,n01629819,"European fire salamander, Salamandra salamandra",n03544143,hourglass,0.1296461820602417,0.13971951603889465,0.13150349259376526,0.16804824769496918,0.08777220547199249,0.05559433251619339,0.02632840909063816,0.03487452492117882,0.02787950076162815,0.011270837858319283,0.007399297319352627,4.862269520344853e-07
Image_55,n01629819,"European fire salamander, Salamandra salamandra",n03544143,hourglass,0.1405748575925827,0.14404325187206268,0.13802388310432434,0.19710220396518707,0.08867033571004868,0.04672888293862343,0.0265998225659132,0.032218340784311295,0.02568155713379383,0.017541762441396713,0.02590116113424301,0.0004722863086499274
Image_56,n01629819,"European fire salamander, Salamandra salamandra",n03544143,hourglass,0.14229048788547516,0.14582814276218414,0.15986670553684235,0.22223573923110962,0.11688387393951416,0.0502779521048069,0.026048466563224792,0.03372656926512718,0.03987009450793266,0.01697770692408085,0.012036627158522606,4.4855246983388497e-07
Image_57,n01629819,"European fire salamander, Salamandra salamandra",n03544143,hourglass,0.13986103236675262,0.14762520790100098,0.15538367629051208,0.2265244424343109,0.12390825897455215,0.04963534697890282,0.0363190695643425,0.06042567640542984,0.04288395494222641,0.018360350281000137,0.020616985857486725,0.006698190234601498
Image_58,n01629819,"European fire salamander, Salamandra salamandra",n03544143,hourglass,0.13598060607910156,0.1363438069820404,0.13421446084976196,0.2017160952091217,0.09315221756696701,0.04399460181593895,0.0341416634619236,0.04681272432208061,0.03444112092256546,0.017397798597812653,0.013700013048946857,6.496295100077987e-06
Image_59,n01629819,"European fire salamander, Salamandra salamandra",n03544143,hourglass,0.13861918449401855,0.1419731229543686,0.14577697217464447,0.20713160932064056,0.1045713871717453,0.04823976010084152,0.03153204172849655,0.03376026079058647,0.030447479337453842,0.01358169037848711,0.006162542849779129,1.789696000287222e-07
Image_60,n01629819,"European fire salamander, Salamandra salamandra",n03544143,hourglass,0.13513949513435364,0.14179719984531403,0.1336359828710556,0.17463497817516327,0.08364158868789673,0.052708156406879425,0.028581058606505394,0.03314749151468277,0.027415206655859947,0.00905798003077507,0.006338516715914011,2.8567612844199175e-06
Image_61,n01629819,"European fire salamander, Salamandra salamandra",n03544143,hourglass,0.13494586944580078,0.14606983959674835,0.15431098639965057,0.2154483050107956,0.08926061540842056,0.044913675636053085,0.023076623678207397,0.04057507961988449,0.03249324858188629,0.01261040847748518,0.020167812705039978,2.991430665133521e-05
Image_62,n01629819,"European fire salamander, Salamandra salamandra",n03544143,hourglass,0.14260469377040863,0.14666955173015594,0.152688130736351,0.21804091334342957,0.0991201177239418,0.04860426485538483,0.027595054358243942,0.04707175865769386,0.033855341374874115,0.014627762138843536,0.0078160734847188,4.423116095608748e-08
Image_63,n01629819,"European fire salamander, Salamandra salamandra",n03544143,hourglass,0.14092962443828583,0.146977961063385,0.15117280185222626,0.21470507979393005,0.10573816299438477,0.05498809739947319,0.027322450652718544,0.03087242878973484,0.03292744979262352,0.016752390190958977,0.025384344160556793,8.797056943876669e-05
Image_64,n01629819,"European fire salamander, Salamandra salamandra",n03544143,hourglass,0.13735626637935638,0.1485069990158081,0.14072708785533905,0.20649942755699158,0.10952246934175491,0.059217795729637146,0.034508902579545975,0.045665472745895386,0.03900226578116417,0.018362591043114662,0.013401485048234463,0.00010275335080223158
Image_65,n01629819,"European fire salamander, Salamandra salamandra",n03544143,hourglass,0.1282704919576645,0.1340598165988922,0.13527612388134003,0.19423048198223114,0.09518585354089737,0.049229539930820465,0.030493373051285744,0.0480002798140049,0.037320900708436966,0.015156986191868782,0.017860813066363335,8.096524652501103e-06
Image_66,n01629819,"European fire salamander, Salamandra salamandra",n03544143,hourglass,0.14121009409427643,0.14511772990226746,0.1598191261291504,0.21821574866771698,0.11484110355377197,0.046831585466861725,0.030513061210513115,0.03185117989778519,0.031918589025735855,0.013133308850228786,0.011450488120317459,5.8126720432483125e-06
Image_67,n01629819,"European fire salamander, Salamandra salamandra",n03544143,hourglass,0.14061339199543,0.15071260929107666,0.15338675677776337,0.2241143435239792,0.10587046295404434,0.049280449748039246,0.03625422716140747,0.03532867506146431,0.036898571997880936,0.01523896399885416,0.014793523587286472,4.12165888974414e-07
Image_68,n01629819,"European fire salamander, Salamandra salamandra",n09193705,alp,0.12892968952655792,0.10779143869876862,0.08132080733776093,0.08309176564216614,0.06813260167837143,0.09605202823877335,0.11470502614974976,0.09125133603811264,0.09035396575927734,0.097303107380867,0.07621252536773682,2.970908553834306e-06
Image_69,n01629819,"European fire salamander, Salamandra salamandra",n03544143,hourglass,0.12961064279079437,0.13149595260620117,0.11872649192810059,0.16091392934322357,0.07312741130590439,0.05088317394256592,0.02414783276617527,0.04997091740369797,0.045486681163311005,0.024221330881118774,0.01697005145251751,2.045368091785349e-06
Image_70,n01629819,"European fire salamander, Salamandra salamandra",n09193705,alp,0.12739171087741852,0.10685735940933228,0.08314055949449539,0.08169840276241302,0.07054761052131653,0.07152656465768814,0.08874528110027313,0.08062378317117691,0.09626360237598419,0.09099262207746506,0.06189699470996857,2.4425228275504196e-06
Image_71,n01629819,"European fire salamander, Salamandra salamandra",n09193705,alp,0.13610316812992096,0.11145994067192078,0.08455672860145569,0.08806783705949783,0.0701204463839531,0.06377904862165451,0.11934816092252731,0.10809670388698578,0.10332042723894119,0.10304474085569382,0.06705113500356674,3.7172665656726167e-07
Image_72,n01629819,"European fire salamander, Salamandra salamandra",n03544143,hourglass,0.13085795938968658,0.1359846144914627,0.1443793922662735,0.20392856001853943,0.09031796455383301,0.052683789283037186,0.03171564266085625,0.04005800187587738,0.029363248497247696,0.014889882877469063,0.013308439403772354,1.361969566460175e-06
Image_73,n01629819,"European fire salamander, Salamandra salamandra",n03544143,hourglass,0.14951686561107635,0.161865696310997,0.13610009849071503,0.16978543996810913,0.10767616331577301,0.06992720067501068,0.04391445219516754,0.036233339458703995,0.023040810599923134,0.009113079868257046,0.008807551115751266,1.6710470163161517e-06
Image_74,n01629819,"European fire salamander, Salamandra salamandra",n03544143,hourglass,0.14431734383106232,0.15494026243686676,0.16263127326965332,0.24209311604499817,0.13968679308891296,0.0653841495513916,0.042089253664016724,0.05706486478447914,0.04397432133555412,0.01429697498679161,0.017907192930579185,0.0015658157644793391
Image_75,n01629819,"European fire salamander, Salamandra salamandra",n09193705,alp,0.1511831134557724,0.12464392930269241,0.09783405065536499,0.09543722122907639,0.08207181096076965,0.08649326115846634,0.10277637094259262,0.08157835155725479,0.10325246304273605,0.09249219298362732,0.06358108669519424,0.000590574461966753
Image_76,n01629819,"European fire salamander, Salamandra salamandra",n03544143,hourglass,0.14417335391044617,0.15698757767677307,0.15266235172748566,0.21921895444393158,0.12565697729587555,0.06562366336584091,0.04165732488036156,0.04825932905077934,0.04569630324840546,0.013215304352343082,0.02481398917734623,0.008710408583283424
Image_77,n01629819,"European fire salamander, Salamandra salamandra",n09193705,alp,0.13316364586353302,0.10647230595350266,0.07790466398000717,0.07352553308010101,0.06861898303031921,0.06842087209224701,0.10555719584226608,0.10970605909824371,0.1029757633805275,0.10310911387205124,0.10472474992275238,0.0004995182389393449
Image_78,n01629819,"European fire salamander, Salamandra salamandra",n03544143,hourglass,0.14077498018741608,0.15134716033935547,0.1646677851676941,0.24533338844776154,0.14024950563907623,0.05968343839049339,0.0377822145819664,0.05966208875179291,0.04491133615374565,0.01568465307354927,0.011480097658932209,4.222691529776057e-07
Image_79,n01629819,"European fire salamander, Salamandra salamandra",n03544143,hourglass,0.1440492421388626,0.15352967381477356,0.14387959241867065,0.21708348393440247,0.11407246440649033,0.060146357864141464,0.024110905826091766,0.03443356603384018,0.03402245044708252,0.018364613875746727,0.01078569982200861,4.145521259601992e-08
Image_80,n01629819,"European fire salamander, Salamandra salamandra",n03544143,hourglass,0.14897792041301727,0.15459401905536652,0.16954322159290314,0.24583788216114044,0.11152159422636032,0.061275042593479156,0.024866439402103424,0.02999040298163891,0.03169207274913788,0.013089273124933243,0.017091363668441772,4.944280135532608e-06
Image_81,n01629819,"European fire salamander, Salamandra salamandra",n09193705,alp,0.1276150792837143,0.10724998265504837,0.08060888946056366,0.08086706697940826,0.06968401372432709,0.06567639112472534,0.11592194437980652,0.07422162592411041,0.09606752544641495,0.1272478699684143,0.10011491179466248,0.00016304771997965872
Image_82,n01629819,"European fire salamander, Salamandra salamandra",n09193705,alp,0.12962958216667175,0.10803399980068207,0.08191902190446854,0.081990547478199,0.06360601633787155,0.06251107901334763,0.1082087829709053,0.11247720569372177,0.10633701086044312,0.08112293481826782,0.06920980662107468,0.00014868566358927637
Image_83,n01629819,"European fire salamander, Salamandra salamandra",n03544143,hourglass,0.15476977825164795,0.1721647083759308,0.17629477381706238,0.2482992708683014,0.13670197129249573,0.0781906247138977,0.03923405706882477,0.05391440913081169,0.048805125057697296,0.019498661160469055,0.0402354896068573,0.00033316281042061746
Image_84,n01629819,"European fire salamander, Salamandra salamandra",n03544143,hourglass,0.1303194761276245,0.1332147866487503,0.13549284636974335,0.20411688089370728,0.09708806127309799,0.048568129539489746,0.029543548822402954,0.030590396374464035,0.02900867536664009,0.014650081284344196,0.013624826446175575,0.0003901704913005233
Image_85,n01629819,"European fire salamander, Salamandra salamandra",n03544143,hourglass,0.1477949470281601,0.15556427836418152,0.14505143463611603,0.20163965225219727,0.10283482074737549,0.06335626542568207,0.03273853659629822,0.03209754452109337,0.029125802218914032,0.014477036893367767,0.006774086970835924,1.6613196152093224e-08
Image_86,n01629819,"European fire salamander, Salamandra salamandra",n09193705,alp,0.12670207023620605,0.10279092937707901,0.07905907928943634,0.07232940942049026,0.06390674412250519,0.06590485572814941,0.12017621099948883,0.07499712705612183,0.10055288672447205,0.09749358892440796,0.04594839736819267,2.5056970116565935e-05
Image_87,n01629819,"European fire salamander, Salamandra salamandra",n03544143,hourglass,0.13824675977230072,0.14333628118038177,0.15272578597068787,0.21732854843139648,0.09326990693807602,0.04218604788184166,0.03112722374498844,0.04550912603735924,0.040748268365859985,0.01594536565244198,0.013210046105086803,1.495535570938955e-06
Image_88,n01629819,"European fire salamander, Salamandra salamandra",n09193705,alp,0.1385798454284668,0.11569339036941528,0.08887485414743423,0.08866225183010101,0.07423117011785507,0.08377943187952042,0.10635656863451004,0.08977297693490982,0.10125577449798584,0.09711405634880066,0.07500600814819336,1.4298565474746283e-05
Image_89,n01629819,"European fire salamander, Salamandra salamandra",n03544143,hourglass,0.14447231590747833,0.14683334529399872,0.14393164217472076,0.21613280475139618,0.1115293800830841,0.055085983127355576,0.040601227432489395,0.046601321548223495,0.03021899424493313,0.01652865670621395,0.014275108464062214,9.657492773840204e-05
Image_90,n01629819,"European fire salamander, Salamandra salamandra",n09193705,alp,0.1312522441148758,0.10707362741231918,0.0802006870508194,0.0765843391418457,0.0716594010591507,0.07903704792261124,0.09897647053003311,0.09378962218761444,0.10264787822961807,0.11589951813220978,0.11038853973150253,0.00015749425801914185
Image_91,n01629819,"European fire salamander, Salamandra salamandra",n03544143,hourglass,0.1514672040939331,0.15509243309497833,0.16513220965862274,0.24315229058265686,0.1398017555475235,0.07325217127799988,0.050517693161964417,0.037235137075185776,0.03603346645832062,0.014815238304436207,0.02439882792532444,0.00010741534788394347
Image_92,n01629819,"European fire salamander, Salamandra salamandra",n03544143,hourglass,0.1478569358587265,0.1634552925825119,0.14748889207839966,0.2179611474275589,0.1248684749007225,0.07413001358509064,0.040686190128326416,0.051647964864969254,0.0450403057038784,0.020225204527378082,0.02660365402698517,2.1270866454869974e-06
Image_93,n01629819,"European fire salamander, Salamandra salamandra",n09193705,alp,0.1275680959224701,0.11067292094230652,0.07927074283361435,0.07623255252838135,0.06255880743265152,0.06501931697130203,0.13265788555145264,0.09501824527978897,0.10239067673683167,0.10910551249980927,0.1257620006799698,0.0006496614660136402
Image_94,n01629819,"European fire salamander, Salamandra salamandra",n03544143,hourglass,0.1279037743806839,0.13597382605075836,0.13178008794784546,0.18414820730686188,0.09116379171609879,0.04883928224444389,0.025305110961198807,0.040369197726249695,0.039398010820150375,0.016879118978977203,0.014369932003319263,6.843953451607376e-05
Image_95,n01629819,"European fire salamander, Salamandra salamandra",n09193705,alp,0.12894871830940247,0.10335274040699005,0.08440811932086945,0.08578556030988693,0.06805869936943054,0.07814128696918488,0.11232243478298187,0.10059060901403427,0.11395391821861267,0.10971348732709885,0.07976289093494415,2.234038765891455e-05
