Image,True_WNID,True_Label,Last_Top1_WNID,Last_Top1_Label,layer_0,layer_1,layer_2,layer_3,layer_4,layer_5,layer_6,layer_7,layer_8,layer_9,layer_10,layer_11
Image_24,n01443537,"goldfish, Carassius auratus",n07711569,mashed potato,0.00016494796727783978,7.0598216552753e-05,0.0006444082828238606,0.0002655565331224352,0.0001244708546437323,0.00010386890062363818,0.00033314386382699013,0.0006339389947243035,0.002236261498183012,0.021281426772475243,0.2558521330356598,0.37672027945518494
Image_25,n01443537,"goldfish, Carassius auratus",n01443537,"goldfish, Carassius auratus",0.00025326653849333525,0.0003132974961772561,0.00023595323727931827,0.00011103129509137943,0.00019681747653521597,0.0007106585544534028,0.000995049485936761,0.0026164213195443153,0.012632567435503006,0.5135887861251831,0.9388795495033264,0.9977710247039795
Image_26,n01443537,"goldfish, Carassius auratus",n07720875,bell pepper,4.0637849451741204e-05,0.0001263388548977673,0.0001829034590627998,6.700370431644842e-05,0.0007737380219623446,0.0021569880191236734,0.0016145765548571944,0.0024805280845612288,0.012480675242841244,0.14009101688861847,0.4376615881919861,0.5149433016777039
Image_27,n01443537,"goldfish, Carassius auratus",n07749582,lemon,7.66020457376726e-05,0.00019430006796028465,0.00031767640030011535,0.00012312390026636422,0.0005636639543808997,0.0012819920666515827,0.0035803515929728746,0.001805696520023048,0.0012477425625547767,0.002574175363406539,0.6697232723236084,0.8272594809532166
Image_28,n01443537,"goldfish, Carassius auratus",n07749582,lemon,2.958360346383415e-05,9.849941125139594e-05,0.0001698437554296106,8.005230483831838e-05,0.00040707658627070487,0.0010253834770992398,0.002630121074616909,0.0025118349585682154,0.005915513262152672,0.28734132647514343,0.6501128077507019,0.4200175106525421
Image_29,n01443537,"goldfish, Carassius auratus",n01443537,"goldfish, Carassius auratus",0.00020007808052469045,0.00022306146274786443,0.00018076086416840553,7.521110819652677e-05,0.00013888461398892105,0.0004596597864292562,0.0006914542755112052,0.002221530070528388,0.009238822385668755,0.023826900869607925,0.9718983173370361,0.9994422793388367
Image_30,n01443537,"goldfish, Carassius auratus",n01443537,"goldfish, Carassius auratus",0.00022333808010444045,0.00023319708998315036,0.00017056430806405842,9.371302439831197e-05,0.00019711305503733456,0.0004106326377950609,0.0007843014900572598,0.0025937173049896955,0.006866547279059887,0.09845912456512451,0.9048346281051636,0.9932250380516052
Image_31,n01443537,"goldfish, Carassius auratus",n01443537,"goldfish, Carassius auratus",0.00022661751427222043,0.00026943921693600714,0.00016611660248599946,9.748840966494754e-05,0.00016421941109001637,0.00042406312422826886,0.000725862686522305,0.002716893097385764,0.026283740997314453,0.2886582612991333,0.9625682234764099,0.9865013957023621
Image_32,n01443537,"goldfish, Carassius auratus",n01443537,"goldfish, Carassius auratus",0.00019958874327130616,0.00021861513960175216,0.00017833069432526827,9.378086542710662e-05,0.00011958847608184442,0.0002688227395992726,0.0005895912181586027,0.0016579540679231286,0.0050484067760407925,0.3083435595035553,0.8813748955726624,0.8940777778625488
Image_33,n01443537,"goldfish, Carassius auratus",n01443537,"goldfish, Carassius auratus",9.251762821804732e-05,0.0002750857383944094,0.00023661227896809578,0.0001345641940133646,0.0003018658608198166,0.0009318787488155067,0.0021030614152550697,0.003188766771927476,0.28892460465431213,0.9341133832931519,0.9718574285507202,0.9882135391235352
Image_34,n01443537,"goldfish, Carassius auratus",n01443537,"goldfish, Carassius auratus",0.00026112108025699854,0.0004964616964571178,0.00031940758344717324,0.0001443819492124021,0.0002712659479584545,0.0009297512588091195,0.003097287379205227,0.006212636362761259,0.1125698909163475,0.04422876983880997,0.2139207124710083,0.5382372140884399
Image_35,n01443537,"goldfish, Carassius auratus",n01443537,"goldfish, Carassius auratus",0.0001626487064640969,0.00016520135977771133,0.00013884413056075573,7.307594933081418e-05,0.00010317099076928571,0.00023247956414707005,0.0007474460871890187,0.0021617875900119543,0.01726659946143627,0.1323082000017166,0.8156377077102661,0.9874256253242493
Image_36,n01443537,"goldfish, Carassius auratus",n01443537,"goldfish, Carassius auratus",0.00019635258649941534,0.00020461343228816986,0.00014450856542680413,7.94736624811776e-05,0.00013209210010245442,0.00026474855258129537,0.0005898376693949103,0.0009185086819343269,0.01944703795015812,0.07066643983125687,0.06495007872581482,0.6093665957450867
Image_37,n01443537,"goldfish, Carassius auratus",n01443537,"goldfish, Carassius auratus",0.00014002269017510116,0.00023109828180167824,0.00018405118316877633,0.00010029489931184798,0.00019936963508371264,0.00036712505971081555,0.0004208929603919387,0.0006410569185391068,0.008657379075884819,0.301503986120224,0.9831061959266663,0.9984434247016907
Image_38,n01443537,"goldfish, Carassius auratus",n02165456,"ladybug, ladybeetle, lady beetle, ladybird, ladybird beetle",0.002904954133555293,0.0013207998126745224,0.0023038184735924006,0.004026249051094055,0.026162028312683105,0.005617967806756496,0.0022996985353529453,0.00513590918853879,0.008104445412755013,0.012147932313382626,0.07945417612791061,0.30222952365875244
Image_39,n01443537,"goldfish, Carassius auratus",n01770393,scorpion,3.9523143641417846e-05,0.00023160524142440408,6.136660522315651e-05,5.9337115089874715e-05,0.00014720295439474285,0.00010323467722628266,0.00022601436648983508,0.0009613930014893413,0.0019869236275553703,0.006240188144147396,0.17831039428710938,0.3512394428253174
Image_40,n01443537,"goldfish, Carassius auratus",n01443537,"goldfish, Carassius auratus",0.0002946928143501282,0.0004585235728882253,0.00026616296963766217,0.00012232517474330962,0.00025256810477003455,0.0006379099213518202,0.0011358108604326844,0.0028606716077774763,0.014127831906080246,0.18489859998226166,0.9015588164329529,0.9972702860832214
Image_41,n01443537,"goldfish, Carassius auratus",n01983481,"American lobster, Northern lobster, Maine lobster, Homarus americanus",6.155238224891946e-05,0.00020411016885191202,4.275900573702529e-05,2.8866354114143178e-05,6.256523192860186e-05,7.832770643290132e-05,0.00017260636377613991,0.0006814340595155954,0.006572093348950148,0.4472182095050812,0.23347054421901703,0.3660968244075775
Image_42,n01443537,"goldfish, Carassius auratus",n07749582,lemon,4.735018956125714e-05,0.0001376601867377758,0.0002904580032918602,0.00015614887524861842,0.000819556531496346,0.0023156041279435158,0.01161257829517126,0.0067297425121068954,0.003325661178678274,0.006380884908139706,0.22157736122608185,0.4259113073348999
Image_43,n01443537,"goldfish, Carassius auratus",n01443537,"goldfish, Carassius auratus",0.00019120734941679984,0.0002713268040679395,0.00021567955263890326,0.00013576896162703633,0.00021534398547373712,0.0006218046182766557,0.001054124440997839,0.002371625741943717,0.011586381122469902,0.3921361267566681,0.9984771609306335,0.9999017715454102
Image_44,n01443537,"goldfish, Carassius auratus",n01443537,"goldfish, Carassius auratus",0.0003163265064358711,0.0004993320326320827,0.000307012494886294,0.0001642277929931879,0.00020490906899794936,0.0009675617329776287,0.00308227282948792,0.01342015527188778,0.24502593278884888,0.7320550680160522,0.9219824075698853,0.9269749522209167
Image_45,n01443537,"goldfish, Carassius auratus",n01443537,"goldfish, Carassius auratus",0.0001578643568791449,0.00022100818750914186,0.00020952436898369342,0.0001409307005815208,0.00026175103266723454,0.0008994479430839419,0.0029939929954707623,0.011935552582144737,0.14528170228004456,0.8708920478820801,0.9981332421302795,0.9998906850814819
Image_46,n01443537,"goldfish, Carassius auratus",n01443537,"goldfish, Carassius auratus",0.00024031172506511211,0.0003664545947685838,0.00021092295355629176,0.00010051794379251078,0.00020729551033582538,0.00044678658014163375,0.0003275659109931439,0.0008179600699804723,0.004343132022768259,0.017617763951420784,0.970958411693573,0.99834144115448
Image_47,n01443537,"goldfish, Carassius auratus",n04560804,water jug,0.000441825162852183,0.0025998062919825315,0.004470181651413441,0.0018619365291669965,0.001017377246171236,0.00497518852353096,0.007546011358499527,0.00403935369104147,0.030703729018568993,0.058319658041000366,0.11968410015106201,0.6061965823173523
Image_48,n01443537,"goldfish, Carassius auratus",n01443537,"goldfish, Carassius auratus",0.00017408230633009225,0.0002121214201906696,0.00016119773499667645,7.958570495247841e-05,0.00017060009122360498,0.0004458970215637237,0.0007351210224442184,0.0011212998069822788,0.013209064491093159,0.45531055331230164,0.981941819190979,0.9991598129272461
Image_49,n01443537,"goldfish, Carassius auratus",n01443537,"goldfish, Carassius auratus",0.0002381280792178586,0.00021923630265519023,0.00013038590259384364,5.430955934571102e-05,0.00013179560482967645,0.0002765382232610136,0.00049662368837744,0.0013710117200389504,0.004470720887184143,0.10279003530740738,0.21148747205734253,0.8314082026481628
Image_50,n01443537,"goldfish, Carassius auratus",n01443537,"goldfish, Carassius auratus",0.00021754560293629766,0.00028763344744220376,0.00022052334679756314,0.00010743919119704515,0.00022540322970598936,0.0005277827731333673,0.0008144927560351789,0.0027781508397310972,0.011491415090858936,0.12759284675121307,0.9968109726905823,0.9996769428253174
Image_51,n01629819,"European fire salamander, Salamandra salamandra",n01629819,"European fire salamander, Salamandra salamandra",0.0008411879534833133,0.0004331581003498286,0.0019495459273457527,0.0014313064748421311,0.002716979244723916,0.005182551685720682,0.01591782458126545,0.02261175401508808,0.17825458943843842,0.9918209314346313,0.9992806315422058,0.9998738765716553
Image_52,n01629819,"European fire salamander, Salamandra salamandra",n01629819,"European fire salamander, Salamandra salamandra",0.0005728336982429028,0.00018024444580078125,0.0010048311669379473,0.0006232224404811859,0.0019689989276230335,0.002533119870349765,0.0107311075553298,0.028074871748685837,0.1640651971101761,0.896073579788208,0.9219396114349365,0.8915809392929077
Image_53,n01629819,"European fire salamander, Salamandra salamandra",n02226429,"grasshopper, hopper",0.021162059158086777,0.0031203904654830694,0.0010758321732282639,0.0017484200652688742,0.0036746389232575893,0.001370426849462092,0.003835460636764765,0.01708134263753891,0.042625654488801956,0.7922382354736328,0.6957614421844482,0.41473373770713806
Image_54,n01629819,"European fire salamander, Salamandra salamandra",n01629819,"European fire salamander, Salamandra salamandra",0.0010358112631365657,0.000623753119725734,0.00234183669090271,0.001387741882354021,0.0025738959666341543,0.004897536244243383,0.014487693086266518,0.025399470701813698,0.05415932089090347,0.8485235571861267,0.9989942908287048,0.999924898147583
Image_55,n01629819,"European fire salamander, Salamandra salamandra",n01629819,"European fire salamander, Salamandra salamandra",0.0012297207722440362,0.0005851328023709357,0.0022240271791815758,0.0014892980689182878,0.0033040279522538185,0.005308398045599461,0.011762422509491444,0.014052578248083591,0.03569984436035156,0.38918304443359375,0.6944424510002136,0.9587287306785583
Image_56,n01629819,"European fire salamander, Salamandra salamandra",n01629819,"European fire salamander, Salamandra salamandra",0.0008000237285159528,0.00034698614035733044,0.001270707813091576,0.0008732008282095194,0.0024726109113544226,0.0036836680956184864,0.010033934377133846,0.03044820949435234,0.08676856756210327,0.82206130027771,0.8099285960197449,0.865661084651947
Image_57,n01629819,"European fire salamander, Salamandra salamandra",n01629819,"European fire salamander, Salamandra salamandra",0.0006785268778912723,0.0005406036507338285,0.0021236585453152657,0.001580899697728455,0.004319315310567617,0.00582103943452239,0.027033675462007523,0.052000295370817184,0.0753515288233757,0.07247588038444519,0.12455417960882187,0.28483155369758606
Image_58,n01629819,"European fire salamander, Salamandra salamandra",n01629819,"European fire salamander, Salamandra salamandra",0.0006037577404640615,0.0006022365414537489,0.0021378875244408846,0.0015338639495894313,0.003795838914811611,0.004878357984125614,0.019843291491270065,0.03961601108312607,0.39690282940864563,0.9974859952926636,0.9999960660934448,0.9999998807907104
Image_59,n01629819,"European fire salamander, Salamandra salamandra",n01629819,"European fire salamander, Salamandra salamandra",0.0005083490977995098,0.0004257913678884506,0.00175344233866781,0.0012493139365687966,0.0034320445265620947,0.004447552375495434,0.01759793795645237,0.027872588485479355,0.07996507734060287,0.5224485993385315,0.9875184893608093,0.999560534954071
Image_60,n01629819,"European fire salamander, Salamandra salamandra",n01641577,"bullfrog, Rana catesbeiana",0.021984383463859558,0.015472345985472202,0.010479412041604519,0.006019656080752611,0.014264407567679882,0.007987995631992817,0.004850555211305618,0.016274766996502876,0.05279311165213585,0.1527436375617981,0.16824600100517273,0.300051748752594
Image_61,n01629819,"European fire salamander, Salamandra salamandra",n01629819,"European fire salamander, Salamandra salamandra",0.0012178110191598535,0.0005651083774864674,0.002053727163001895,0.001550592016428709,0.004170955624431372,0.008048631250858307,0.026108957827091217,0.08278904110193253,0.3308528661727905,0.9263829588890076,0.9832760095596313,0.995318591594696
Image_62,n01629819,"European fire salamander, Salamandra salamandra",n01629819,"European fire salamander, Salamandra salamandra",0.0008247213554568589,0.0005324094090610743,0.0022276665549725294,0.0014224272454157472,0.003366552758961916,0.005131169222295284,0.019230633974075317,0.045331668108701706,0.32297462224960327,0.9915273785591125,0.9999722242355347,0.9999945163726807
Image_63,n01629819,"European fire salamander, Salamandra salamandra",n01629819,"European fire salamander, Salamandra salamandra",0.0007454296573996544,0.00031171904993243515,0.0010062631918117404,0.0007385255303233862,0.00207089283503592,0.0023333511780947447,0.004814626649022102,0.004877485800534487,0.007551200222223997,0.04939385503530502,0.2728329598903656,0.939497709274292
Image_64,n01629819,"European fire salamander, Salamandra salamandra",n01629819,"European fire salamander, Salamandra salamandra",0.0005044538993388414,0.0004620204563252628,0.0017337173921987414,0.0012502798344939947,0.003112358506768942,0.003145562717691064,0.011583958752453327,0.01169391255825758,0.014159572310745716,0.34628361463546753,0.9931962490081787,0.9997593760490417
Image_65,n01629819,"European fire salamander, Salamandra salamandra",n01629819,"European fire salamander, Salamandra salamandra",0.000527891970705241,0.00051436189096421,0.0022769803181290627,0.0014522150158882141,0.004337809514254332,0.003609301056712866,0.014584964141249657,0.027992835268378258,0.08837658911943436,0.9814795851707458,0.9998258948326111,0.9999905824661255
Image_66,n01629819,"European fire salamander, Salamandra salamandra",n01629819,"European fire salamander, Salamandra salamandra",0.0007012147689238191,0.0003366283781360835,0.0013693661894649267,0.0007501401705667377,0.002574129030108452,0.003357093082740903,0.012116961181163788,0.027096692472696304,0.28840282559394836,0.9988804459571838,0.9999223947525024,0.9999871253967285
Image_67,n01629819,"European fire salamander, Salamandra salamandra",n01629819,"European fire salamander, Salamandra salamandra",0.0009022502927109599,0.0004869404947385192,0.0018197946483269334,0.0011577720288187265,0.0034161219373345375,0.004002215340733528,0.010935461148619652,0.03131456673145294,0.04094240441918373,0.32692262530326843,0.9734565615653992,0.997116208076477
Image_68,n01629819,"European fire salamander, Salamandra salamandra",n01629819,"European fire salamander, Salamandra salamandra",0.00038376112934201956,0.0004557673237286508,0.0017605348257347941,0.000949784938711673,0.002252148697152734,0.004670472349971533,0.014260481111705303,0.03257003426551819,0.15026460587978363,0.432827353477478,0.6636519432067871,0.6906253695487976
Image_69,n01629819,"European fire salamander, Salamandra salamandra",n01629819,"European fire salamander, Salamandra salamandra",0.0006730527384206653,0.0014606654876843095,0.0034286724403500557,0.0019776264671236277,0.0045837340876460075,0.008599312976002693,0.022629881277680397,0.026709720492362976,0.052662353962659836,0.36353614926338196,0.8327133059501648,0.8672869801521301
Image_70,n01629819,"European fire salamander, Salamandra salamandra",n01629819,"European fire salamander, Salamandra salamandra",0.0003982695925515145,0.0008396339253522456,0.0024738828651607037,0.0012249731225892901,0.0028351095970720053,0.0049040475860238075,0.01773504726588726,0.030864354223012924,0.15491366386413574,0.9428125023841858,0.9970738887786865,0.9997650980949402
Image_71,n01629819,"European fire salamander, Salamandra salamandra",n01629819,"European fire salamander, Salamandra salamandra",0.0009313619812019169,0.0013689486077055335,0.002687702188268304,0.0013208914315328002,0.003086106153205037,0.00493957195430994,0.010421057231724262,0.023841675370931625,0.08980419486761093,0.939504861831665,0.9986770749092102,0.9998835325241089
Image_72,n01629819,"European fire salamander, Salamandra salamandra",n01629819,"European fire salamander, Salamandra salamandra",0.0007550797890871763,0.0006580845220014453,0.0022296772804111242,0.0014357377076521516,0.0036077192053198814,0.005089134909212589,0.019757527858018875,0.03673841804265976,0.15336285531520844,0.9796349406242371,0.9998189806938171,0.9999815225601196
Image_73,n01629819,"European fire salamander, Salamandra salamandra",n01629819,"European fire salamander, Salamandra salamandra",0.000634903262834996,0.00047090137377381325,0.0012323008850216866,0.0006003526505082846,0.0013579854276031256,0.0020988727919757366,0.007511538919061422,0.00912511721253395,0.04501863569021225,0.8902146220207214,0.9961903095245361,0.999579131603241
Image_74,n01629819,"European fire salamander, Salamandra salamandra",n01629819,"European fire salamander, Salamandra salamandra",0.0008579154382459819,0.00038886789116077125,0.0009719882509671152,0.0005342068034224212,0.001765499939210713,0.002009244170039892,0.003990103490650654,0.01104646548628807,0.020542141050100327,0.03789461404085159,0.27867189049720764,0.24098126590251923
Image_75,n01629819,"European fire salamander, Salamandra salamandra",n01629819,"European fire salamander, Salamandra salamandra",0.0010053027654066682,0.0005352546577341855,0.001471873139962554,0.0009764049318619072,0.0021421846468001604,0.004623429384082556,0.012470223940908909,0.02723553031682968,0.0481303371489048,0.23337416350841522,0.7608621120452881,0.9707683324813843
Image_76,n01629819,"European fire salamander, Salamandra salamandra",n04067472,reel,0.0031258855015039444,0.006618904415518045,0.004441169556230307,0.00451855082064867,0.005448559764772654,0.006850832141935825,0.01250389777123928,0.01982063055038452,0.038184575736522675,0.5976407527923584,0.8323286175727844,0.34245800971984863
Image_77,n01629819,"European fire salamander, Salamandra salamandra",n01629819,"European fire salamander, Salamandra salamandra",0.000560805550776422,0.0007400637259706855,0.0025711902417242527,0.0014315107837319374,0.0043929219245910645,0.006644222419708967,0.035260483622550964,0.12462960183620453,0.6710894703865051,0.9955020546913147,0.9999264478683472,0.9999754428863525
Image_78,n01629819,"European fire salamander, Salamandra salamandra",n01629819,"European fire salamander, Salamandra salamandra",0.0009551888215355575,0.00035546033177524805,0.001263765967451036,0.0008981940918602049,0.0029139185789972544,0.003442219691351056,0.008268768899142742,0.014300105161964893,0.12963499128818512,0.9798420667648315,0.9986903071403503,0.9999172687530518
Image_79,n01629819,"European fire salamander, Salamandra salamandra",n01629819,"European fire salamander, Salamandra salamandra",0.0008036121143959463,0.0008739015902392566,0.00258483923971653,0.0017462437972426414,0.0041973828338086605,0.0053893630392849445,0.015423659235239029,0.024490462616086006,0.07467775791883469,0.8301422595977783,0.9993250370025635,0.9999786615371704
Image_80,n01629819,"European fire salamander, Salamandra salamandra",n01629819,"European fire salamander, Salamandra salamandra",0.0009672383312135935,0.00038701112498529255,0.0014945167349651456,0.0011384813115000725,0.0032695429399609566,0.004206185229122639,0.015628308057785034,0.027404779568314552,0.10783565044403076,0.7876039743423462,0.9403944611549377,0.9866321682929993
Image_81,n01629819,"European fire salamander, Salamandra salamandra",n01629819,"European fire salamander, Salamandra salamandra",0.0006268051802180707,0.001298414426855743,0.0023335933219641447,0.0011583620216697454,0.003551146946847439,0.006622111890465021,0.01725909113883972,0.02954348735511303,0.10024619102478027,0.7269609570503235,0.9836394190788269,0.9993048906326294
Image_82,n01629819,"European fire salamander, Salamandra salamandra",n01629819,"European fire salamander, Salamandra salamandra",0.0004297129635233432,0.0006380779086612165,0.0016978727653622627,0.0006794871878810227,0.0016347405035048723,0.0023937136866152287,0.006576558109372854,0.008596474304795265,0.03830567002296448,0.4406825006008148,0.9110475778579712,0.9753897190093994
Image_83,n01629819,"European fire salamander, Salamandra salamandra",n04008634,"projectile, missile",3.3783092590056185e-07,1.2234737596372725e-06,4.19982461608015e-05,0.00013079820200800896,0.00024571630638092756,0.00017728404782246798,0.00030387932201847434,0.00042327033588662744,0.005048252176493406,0.19118864834308624,0.09302497655153275,0.6240932941436768
Image_84,n01629819,"European fire salamander, Salamandra salamandra",n01629819,"European fire salamander, Salamandra salamandra",0.0010900127235800028,0.0009371091146022081,0.003095523454248905,0.0018582022748887539,0.004057743586599827,0.009395179338753223,0.023389948531985283,0.06652013212442398,0.17312990128993988,0.820197343826294,0.8058031797409058,0.5688616037368774
Image_85,n01629819,"European fire salamander, Salamandra salamandra",n01629819,"European fire salamander, Salamandra salamandra",0.0009458751301281154,0.0006539598689414561,0.0019292813958600163,0.0010936915641650558,0.0026686755008995533,0.003939971327781677,0.013348654843866825,0.024366265162825584,0.16405616700649261,0.8571769595146179,0.9764372110366821,0.9973191618919373
Image_86,n01629819,"European fire salamander, Salamandra salamandra",n01629819,"European fire salamander, Salamandra salamandra",0.0006269342266023159,0.0005536319222301245,0.001959701767191291,0.0011637314455583692,0.002164735458791256,0.0028794030658900738,0.008775250986218452,0.012205103412270546,0.0199554655700922,0.7813844084739685,0.9987406134605408,0.9999613761901855
