Image,True_WNID,True_Label,Random_WNID,Random_Label,layer_0,layer_1,layer_2,layer_3,layer_4,layer_5,layer_6,layer_7,layer_8,layer_9,layer_10,layer_11
Image_29,n01443537,"goldfish, Carassius auratus",n02395406,"hog, pig, grunter, squealer, Sus scrofa",6.081698666093871e-05,6.986626249272376e-05,1.292589422519086e-05,0.00018193680443800986,7.023203215794638e-05,0.001659643487073481,0.0005725097726099193,0.004356548190116882,0.0014282752526924014,0.000385063118301332,0.003713050624355674,7.944469871290494e-06
Image_30,n01443537,"goldfish, Carassius auratus",n04254777,sock,1.0481134040674078e-06,4.1001189288181195e-07,2.5068476183776056e-09,0.0003970953112002462,0.0006783472490496933,0.00031817902345210314,0.00319566554389894,0.000219431021832861,0.0026299008168280125,3.210870858083581e-08,8.708085488251527e-07,0.00010185257269768044
Image_31,n01443537,"goldfish, Carassius auratus",n04560804,water jug,0.012954129837453365,1.4249070545702125e-07,1.663166949583683e-05,3.100991818882903e-08,1.843665664580385e-08,0.0001053347805282101,3.6046401974410003e-10,7.0523196171734526e-09,2.4488223004937026e-08,9.263691026717424e-06,2.944501886759099e-07,3.2844298402778804e-05
Image_32,n01443537,"goldfish, Carassius auratus",n04507155,umbrella,9.500477062829304e-07,1.1723504940164275e-06,0.00020186160691082478,0.0002904543362092227,0.00029379644547589123,0.0008120523998513818,7.274557719938457e-05,0.006685797590762377,0.0005022033001296222,1.5791195018266535e-09,2.0618814232875593e-05,6.574051099050848e-07
Image_33,n01443537,"goldfish, Carassius auratus",n03355925,"flagpole, flagstaff",0.00018368655582889915,0.003812343580648303,1.6103513189591467e-06,0.006269095931202173,0.00020218105055391788,0.00755646638572216,9.372895146952942e-05,0.0011129718041047454,0.001360260066576302,0.003489998634904623,0.0002130850189132616,3.275566484717274e-07
Image_34,n01443537,"goldfish, Carassius auratus",n04133789,sandal,9.095883797272108e-07,2.2111606085672975e-05,5.185392637940822e-06,0.010478614829480648,2.5866571107258096e-08,0.0021075198892503977,0.00012894136307295412,4.131904773885253e-08,2.2984978897966357e-07,3.867816644742561e-08,0.00035024192766286433,0.00015524103946518153
Image_35,n01443537,"goldfish, Carassius auratus",n02815834,beaker,5.4987872317724396e-06,8.244447791128096e-09,2.4786500944173895e-05,2.427899198664818e-05,0.007303228136152029,0.00010671628115233034,1.7834576055975049e-06,0.026036808267235756,1.6242083233919402e-08,0.01296529732644558,0.008950820192694664,0.010224304161965847
Image_36,n01443537,"goldfish, Carassius auratus",n02843684,birdhouse,3.2771726665714596e-08,0.0007529185386374593,0.08204366266727448,0.005499387625604868,0.014677626080811024,0.0003594031441025436,8.131726644933224e-06,2.2684609575662762e-05,6.257329232539632e-07,2.2311145585263148e-05,0.0011162253795191646,1.775606847331801e-06
Image_37,n01443537,"goldfish, Carassius auratus",n04311004,steel arch bridge,0.000725467165466398,0.00017638572899159044,1.12186455680785e-06,0.00012328740558587015,3.476207055541636e-08,5.7537499742466025e-06,1.9742703898373293e-06,0.0007866144878789783,0.001343198586255312,0.0002929193724412471,0.002009858377277851,1.3763393326371443e-05
Image_38,n01443537,"goldfish, Carassius auratus",n02074367,"dugong, Dugong dugon",1.5799705987973311e-09,0.0009851304348558187,2.5857862056000158e-05,0.006208166945725679,0.0008009106386452913,4.6177680701475765e-07,0.0002187585923820734,0.012993888929486275,0.0002369726134929806,1.0908634067163803e-06,8.112417162919883e-06,0.0009847627952694893
Image_39,n01443537,"goldfish, Carassius auratus",n07768694,pomegranate,2.1877578859630376e-08,4.499262649915181e-05,2.1398018645868433e-07,0.01663629151880741,1.2527647363924643e-08,0.003100857837125659,0.0014003918040543795,1.4977327964516007e-06,0.09698580205440521,9.450359357288107e-05,0.0006101196049712598,1.4911497601133306e-06
Image_40,n01443537,"goldfish, Carassius auratus",n01774750,tarantula,0.0002665855281520635,0.0004627126036211848,0.008698644116520882,0.1473916620016098,1.4856362213322427e-05,1.6634397752568475e-06,4.5666947556810555e-08,5.197230166231748e-07,0.00039934521191753447,0.004735865164548159,0.0923522412776947,4.5421944378176704e-05
Image_41,n01443537,"goldfish, Carassius auratus",n02437312,"Arabian camel, dromedary, Camelus dromedarius",0.005189112853258848,0.00017194378597196192,0.0005664016935043037,0.057310011237859726,0.0007083385135047138,1.899927497106546e-06,0.007848942652344704,2.5787814550426447e-08,0.0016922869253903627,0.002746200654655695,8.08785500794329e-08,1.8569255189504474e-05
Image_42,n01443537,"goldfish, Carassius auratus",n02669723,"academic gown, academic robe, judge's robe",0.004612916614860296,0.00022951883147470653,3.5561828553909436e-05,7.788478978909552e-05,0.0005778300692327321,0.019255297258496284,3.074802225455642e-05,0.01331295445561409,0.0010047047398984432,0.00031890516402199864,0.001543855294585228,3.315320213914674e-07
Image_43,n01443537,"goldfish, Carassius auratus",n02802426,basketball,0.0002766854304354638,1.3982308644244767e-08,0.00010498470510356128,0.00018202605133410543,6.18940418917191e-08,0.0008208074723370373,0.0036797327920794487,0.00017187665798701346,1.772692303347867e-05,0.002150794956833124,0.0002837255015037954,6.521765527622847e-08
Image_44,n01443537,"goldfish, Carassius auratus",n02509815,"lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens",1.6823396009613134e-08,0.00016573219909332693,6.438849595724605e-07,0.00027746858540922403,8.290314326586667e-06,0.0011497369268909097,3.585768354241736e-05,3.8279047487321805e-08,2.5040757023475635e-08,0.061720624566078186,6.143568498373497e-08,0.0005280662444420159
Image_45,n01443537,"goldfish, Carassius auratus",n04465501,tractor,3.2777296432584535e-09,0.0006522146868519485,0.0040549361146986485,0.055147189646959305,0.0009140368783846498,0.009103799238801003,0.0064525301568210125,3.061229714163005e-09,0.003630175720900297,0.002874823985621333,0.029621342197060585,3.3983212688326603e-06
Image_46,n01443537,"goldfish, Carassius auratus",n01774750,tarantula,3.222980740247294e-05,0.0016050521517172456,2.599525214463938e-05,2.7308442440698855e-05,0.009031177498400211,0.00657782843336463,3.621591559976878e-08,0.00014566790196113288,6.046069529475062e-07,0.0031191115267574787,0.0005264456267468631,2.3656744119193718e-08
Image_47,n01443537,"goldfish, Carassius auratus",n04179913,sewing machine,2.727349965425674e-06,5.297573079587892e-05,5.192003300180659e-05,0.006103034131228924,0.015913521870970726,0.002715436974540353,0.00014451294555328786,0.00020190957002341747,4.811049439013004e-05,5.663894171448192e-07,0.0017137568211182952,1.6918845346935996e-07
Image_48,n01443537,"goldfish, Carassius auratus",n07753592,banana,0.01051339041441679,0.006133345887064934,0.012748935259878635,7.900461059762165e-05,5.666020297212526e-05,2.618644190377495e-09,2.0113320715609007e-05,4.705600076704286e-05,0.004531268496066332,0.00016667853924445808,0.00015229226846713573,0.00017325901717413217
Image_49,n01443537,"goldfish, Carassius auratus",n07720875,bell pepper,0.0001451186544727534,0.008027478121221066,0.0029254204127937555,0.0006211114232428372,9.393135158575205e-10,4.048727350891568e-05,0.008445541374385357,0.00018573502893559635,0.002367291832342744,0.001021292875520885,1.9772292944253422e-05,3.999906039098278e-05
Image_50,n01443537,"goldfish, Carassius auratus",n02403003,ox,0.008703148923814297,0.010512406937777996,0.009502500295639038,2.777168992906809e-05,0.01748311147093773,0.00011546671157702804,6.637148999288911e-06,1.0417016710562166e-05,5.531386477741762e-07,0.001005873316898942,4.503621312323958e-06,4.6157551878422964e-06
Image_51,n01629819,"European fire salamander, Salamandra salamandra",n01443537,"goldfish, Carassius auratus",4.429329055710696e-05,4.480962161323987e-05,0.00010011053382186219,2.1661899154423736e-05,0.0010286800097674131,1.0593685928483865e-09,1.2548665836220607e-05,0.0006323506822809577,0.007099930662661791,8.589256140112411e-06,0.0005971252103336155,0.009502904489636421
Image_52,n01629819,"European fire salamander, Salamandra salamandra",n04560804,water jug,0.007089089136570692,1.3666219274455216e-05,9.92543935929291e-10,0.0004619860555976629,0.0009268292924389243,0.0002494243672117591,6.873998700029915e-06,2.6711947498370137e-07,8.497707995047676e-07,8.948125469032675e-05,7.681882561882958e-05,1.0726347809963954e-08
Image_53,n01629819,"European fire salamander, Salamandra salamandra",n04371430,"swimming trunks, bathing trunks",4.1425126255489886e-05,5.098166730022058e-05,6.566930824192241e-05,0.0007175110513344407,1.6212361515499651e-06,0.004227958153933287,2.3464789222771287e-08,0.00039251724956557155,4.958922727382742e-05,0.0008802023367024958,1.1137269666505745e-06,2.420044802420307e-05
Image_54,n01629819,"European fire salamander, Salamandra salamandra",n02730930,apron,0.0064359805546700954,3.7900965708104195e-06,0.00011589928908506408,2.07561970455572e-06,0.00011601260484894738,0.0071724941954016685,2.3177193497758708e-08,0.006482935510575771,0.04402321204543114,0.0003977999440394342,0.00965159758925438,5.725606655460069e-09
Image_55,n01629819,"European fire salamander, Salamandra salamandra",n03201208,"dining table, board",9.84079233603552e-05,0.00013011341798119247,5.4281350458040833e-05,6.124907248050704e-09,7.732852827757597e-05,2.360237090215378e-07,0.0004070160794071853,9.309455890615936e-06,0.007351371459662914,0.000942631158977747,4.64790100522805e-05,4.363612606539391e-05
Image_56,n01629819,"European fire salamander, Salamandra salamandra",n03447447,gondola,3.848536067607711e-08,0.0015663239173591137,0.0034598831553012133,0.050423260778188705,9.539695383864455e-06,0.0007790899253450334,2.177191538166312e-09,8.517712558386847e-05,0.003077887464314699,0.00011237739090574905,0.056607820093631744,2.4493824639648665e-06
Image_57,n01629819,"European fire salamander, Salamandra salamandra",n03733131,maypole,2.529899120418122e-06,1.564945328880185e-08,3.188211485394277e-05,0.027185123413801193,0.033847980201244354,2.33044787023573e-07,0.00037533423164859414,0.0011273592244833708,5.476423666550545e-06,0.00012245133984833956,1.0686377208912745e-05,0.013960609212517738
Image_58,n01629819,"European fire salamander, Salamandra salamandra",n04070727,"refrigerator, icebox",0.00011260000610491261,1.3552858945331536e-05,8.635382982902229e-06,5.344496094039641e-05,0.00034367109765298665,6.0844900872325525e-05,0.00020187287009321153,0.0005911641055718064,0.0001688932243268937,0.011874930001795292,0.013771574012935162,1.2808366136596305e-06
Image_59,n01629819,"European fire salamander, Salamandra salamandra",n12267677,acorn,3.0618946766480803e-05,3.920819224845218e-08,1.255759798368672e-06,0.0001099801083910279,0.00028542106156237423,0.00023992334899958223,0.00014771122368983924,0.0011662519536912441,0.0725286528468132,3.274420123489108e-06,0.0013447724049910903,1.1475422070361674e-06
Image_60,n01629819,"European fire salamander, Salamandra salamandra",n02963159,cardigan,1.0036332014351501e-06,0.001135262893512845,0.007079656235873699,0.002675078809261322,9.83510631158424e-07,0.0008844417170621455,1.4025968084752094e-06,0.0011605835752561688,4.062890002387576e-05,2.965669864352094e-06,0.0005933172069489956,5.12328879267443e-05
Image_61,n01629819,"European fire salamander, Salamandra salamandra",n01945685,slug,0.0008940839325077832,0.00015172349230851978,2.8075628627499682e-11,2.598202172521269e-06,0.004488247912377119,0.042595408856868744,0.0002788040437735617,0.016877764835953712,0.0015094594564288855,0.0016789922956377268,7.351164822466671e-05,0.00012019793211948127
Image_62,n01629819,"European fire salamander, Salamandra salamandra",n04254777,sock,8.524731143211284e-09,0.005258998367935419,0.013425619341433048,0.00020730406686197966,3.908386077000614e-07,5.221074843575479e-07,0.002537171356379986,0.0027629733085632324,0.00015961607277859002,0.0012095763813704252,0.0017161426367238164,1.8923276456916938e-07
Image_63,n01629819,"European fire salamander, Salamandra salamandra",n03444034,go-kart,2.4202830900321715e-05,0.00048125346074812114,0.025064408779144287,3.7910472201474477e-06,0.00012726908607874066,0.02415631338953972,1.1295848700854094e-09,0.0007640503463335335,0.003584198886528611,9.398206020705402e-05,0.0014263240154832602,2.0948720703017898e-05
Image_64,n01629819,"European fire salamander, Salamandra salamandra",n01770393,scorpion,3.264447514084168e-05,0.0005198662984184921,0.0006335966172628105,0.08435918390750885,2.2294866539596114e-06,5.6867520470405e-06,0.0013651029439643025,2.0810533897019923e-05,0.0005534121883101761,7.898028707131743e-05,0.0011045773280784488,0.004869615659117699
Image_65,n01629819,"European fire salamander, Salamandra salamandra",n01768244,trilobite,0.0003346803714521229,9.933932005878887e-07,5.396978303906508e-05,1.952675484062638e-05,3.7887239159317687e-06,0.0009004611056298018,2.5749228370841593e-05,1.3607775599666638e-06,9.289772151532816e-07,0.00029563880525529385,0.0018431257922202349,6.536572618642822e-05
Image_66,n01629819,"European fire salamander, Salamandra salamandra",n01882714,"koala, koala bear, kangaroo bear, native bear, Phascolarctos cinereus",0.002278523752465844,8.47377086756751e-05,0.005386401899158955,0.0009823309956118464,0.00023758105817250907,5.940918423874564e-09,0.00987539254128933,0.03380517661571503,3.6616972920455737e-06,0.01849319040775299,0.00010402563202660531,1.2442143088264856e-05
Image_67,n01629819,"European fire salamander, Salamandra salamandra",n03444034,go-kart,0.00036728763370774686,0.00012519280426204205,2.2391277525457554e-05,2.3993483409867622e-05,8.032067853491753e-05,3.743975321413018e-05,3.6689796161226695e-06,0.08047366887331009,0.0012926083290949464,0.0004572957695927471,8.186681952793151e-05,7.124264357116772e-06
Image_68,n01629819,"European fire salamander, Salamandra salamandra",n12267677,acorn,4.5112716406947584e-07,1.7816616237897875e-11,0.0014582945732399821,5.382085888072652e-09,0.0011103599099442363,0.0004115542396903038,4.8694688302930444e-05,0.03667344152927399,2.15962501215472e-08,7.79704336650866e-08,4.517136886761364e-08,1.3611838767246809e-05
Image_69,n01629819,"European fire salamander, Salamandra salamandra",n03796401,moving van,2.4374996243636815e-08,0.006205137353390455,5.301729106577113e-05,0.009672156535089016,0.0003511856484692544,3.43902932797846e-08,0.0018663333030417562,0.0001674037630436942,0.0012454655952751637,0.008881528861820698,3.993912287114654e-06,3.53996227886455e-08
Image_70,n01629819,"European fire salamander, Salamandra salamandra",n04328186,"stopwatch, stop watch",0.00016903539653867483,1.849198660863749e-08,0.0053693135268986225,6.285439440034679e-07,5.943821292930807e-07,0.00012827634054701775,0.004753691144287586,0.0003718532097991556,0.007506827358156443,3.468406794127077e-05,0.00023111639893613756,1.3567085943577695e-07
Image_71,n01629819,"European fire salamander, Salamandra salamandra",n04562935,water tower,0.0007345383055508137,0.0009373872890137136,7.153734937759282e-09,0.020556623116135597,0.000539091881364584,0.008206073194742203,1.0955846846627537e-05,0.0012728358851745725,6.723937258357182e-05,0.01778602786362171,1.7013503565976862e-06,8.03470623367275e-11
Image_72,n01629819,"European fire salamander, Salamandra salamandra",n09332890,"lakeside, lakeshore",0.00020085873256903142,4.7804203262558076e-08,0.0005330024869181216,0.007116065360605717,4.5261575110089325e-07,8.949078619480133e-05,0.0008300691260956228,0.004802073817700148,0.012981581501662731,0.0012460242724046111,0.0001532830501673743,9.201608008879703e-08
Image_73,n01629819,"European fire salamander, Salamandra salamandra",n01950731,"sea slug, nudibranch",0.007084085140377283,0.00017132548964582384,8.702350169187412e-05,0.00012916765990667045,0.004582609515637159,0.00850764662027359,0.003025075187906623,0.0006367972819134593,0.02535807155072689,0.0005287876701913774,0.0047154901549220085,5.693153070751578e-06
Image_74,n01629819,"European fire salamander, Salamandra salamandra",n07695742,pretzel,0.0064102704636752605,9.385469638800714e-06,2.3821485228836536e-05,1.9492158287448547e-07,1.9605791749199852e-05,0.0003796273667830974,7.797656508046202e-06,0.0002583224850241095,9.827306080012477e-09,1.1898905540874694e-06,2.224068396117218e-08,5.3361698519438505e-05
Image_75,n01629819,"European fire salamander, Salamandra salamandra",n03763968,military uniform,0.0015223779482766986,5.4284475481836125e-05,9.36249477945239e-09,0.0026097160298377275,2.720143584156176e-06,1.2019970085930254e-07,0.0015187935205176473,4.9841282816487364e-06,0.00010756160918390378,1.5035803698992822e-05,0.0021048933267593384,2.6016357878688723e-05
Image_76,n01629819,"European fire salamander, Salamandra salamandra",n03733131,maypole,4.05857790610753e-05,0.0020748176611959934,7.176052895374596e-05,0.0004667408938985318,3.3026014989445684e-07,0.004706009291112423,0.00016474880976602435,0.0014591979561373591,0.0003577617753762752,0.025998014956712723,3.088880839641206e-05,0.004336280282586813
Image_77,n01629819,"European fire salamander, Salamandra salamandra",n03026506,Christmas stocking,0.00035673065576702356,0.0001288752246182412,5.466019865707494e-05,0.00025405449559912086,2.5013885078806197e-06,0.008322203531861305,5.2335479949761066e-08,0.00010406372894067317,1.1489477401482873e-05,0.000742551579605788,5.4541298595722765e-05,0.0008211127715185285
Image_78,n01629819,"European fire salamander, Salamandra salamandra",n02699494,altar,0.0003514292184263468,2.371346636209637e-05,0.003094181651249528,4.700044883065857e-05,0.00014928261225577444,2.113960590577335e-06,0.00043259034282527864,1.2171087746537523e-06,0.007905673235654831,0.012085781432688236,2.2311549230380479e-07,1.1799454568972578e-07
Image_79,n01629819,"European fire salamander, Salamandra salamandra",n03649909,"lawn mower, mower",7.530311268055812e-05,0.005934389308094978,0.00010356640268582851,0.00013644190039485693,0.06593291461467743,0.0033290956635028124,0.0008849682635627687,0.00011264915519859642,3.1120256608119234e-05,0.0004266101459506899,0.0017714746063575149,9.319564497900501e-08
Image_80,n01629819,"European fire salamander, Salamandra salamandra",n03796401,moving van,1.8454198169592928e-08,3.5961297726316843e-06,2.426002765787416e-06,7.459375410689972e-06,3.898403519997373e-06,0.028814932331442833,0.004025142174214125,2.4357142081044003e-08,0.0016171358292922378,0.002192641608417034,0.01779179275035858,4.2198811911475786e-07
Image_81,n01629819,"European fire salamander, Salamandra salamandra",n02892201,"brass, memorial tablet, plaque",0.0006998918834142387,1.3481299902196042e-05,0.005677849519997835,0.0001369035744573921,6.2112253544910345e-06,0.0016671991907060146,0.006409377790987492,0.000481707596918568,0.0003888967912644148,7.073660526657477e-05,0.0004753469838760793,3.6799312397306494e-07
Image_82,n01629819,"European fire salamander, Salamandra salamandra",n02364673,"guinea pig, Cavia cobaya",4.160820878951199e-07,0.035551950335502625,0.0001932893937919289,7.755139813525602e-05,0.04490133002400398,0.0022468999959528446,0.00032976645161397755,2.6571926809992874e-06,0.00010089347779285163,0.03941962867975235,0.0008111134520731866,3.501725223031826e-05
Image_83,n01629819,"European fire salamander, Salamandra salamandra",n02094433,Yorkshire terrier,0.044151317328214645,4.451994470855425e-07,5.113553561386652e-05,0.0024373256601393223,1.0746620091595105e-06,0.0008869635057635605,0.006842268165200949,0.06972528994083405,0.004356512799859047,3.700246088556014e-05,0.0006229735445231199,8.731909474590793e-05
