Image,True_WNID,True_Label,Second_Last_Top1_WNID,Second_Last_Top1_Label,layer_0,layer_1,layer_2,layer_3,layer_4,layer_5,layer_6,layer_7,layer_8,layer_9,layer_10,layer_11
Image_11,n01443537,"goldfish, Carassius auratus",n02321529,"sea cucumber, holothurian",2.4189409941755002e-06,1.0300409485353157e-05,5.005501861887751e-06,2.7242272153671365e-06,9.6520634542685e-06,1.0726505024649668e-05,9.591856724000536e-06,2.3006028641248122e-05,1.1750184967240784e-05,1.892029649752658e-05,0.00013442218187265098,0.022447185590863228
Image_12,n01443537,"goldfish, Carassius auratus",n01983481,"American lobster, Northern lobster, Maine lobster, Homarus americanus",9.562819869302075e-09,9.288653401995361e-09,8.494202674569351e-09,4.982454449020679e-09,2.6464025637551458e-08,4.828178035154451e-08,1.2037862973102165e-07,6.490940762660102e-08,5.815228831806962e-08,2.1335468147754e-07,8.14046052255435e-06,0.006077250931411982
Image_13,n01443537,"goldfish, Carassius auratus",n07747607,orange,0.02746518887579441,0.02206757850944996,0.020412474870681763,0.018707390874624252,0.012451275251805782,0.013025903142988682,0.02630913443863392,0.021760044619441032,0.030811671167612076,0.01386201661080122,0.012435495853424072,0.0038959181401878595
Image_14,n01443537,"goldfish, Carassius auratus",n03637318,"lampshade, lamp shade",0.0002578366838861257,0.0005717069143429399,0.0005783937522210181,0.0009613446309231222,0.0006396584212779999,0.0006141613121144474,0.00044553232146427035,0.0008214762201532722,0.0004371910763438791,0.0003922482719644904,0.0010060268687084317,0.06873343884944916
Image_15,n01443537,"goldfish, Carassius auratus",n07747607,orange,0.0278649739921093,0.024037035182118416,0.023369193077087402,0.023073799908161163,0.015021401457488537,0.01566675677895546,0.04704175144433975,0.0265129953622818,0.03266431763768196,0.013468360528349876,0.011741631664335728,0.0011028952430933714
Image_16,n01443537,"goldfish, Carassius auratus",n01629819,"European fire salamander, Salamandra salamandra",2.257505640756996e-11,2.1668909722105667e-11,2.284317700274041e-11,3.5007087506588874e-11,1.8955380320928583e-10,1.6849829309606434e-09,7.401195656342452e-09,2.2606910121680812e-08,6.3836269603712026e-09,2.416542876915173e-08,2.976761415141027e-08,0.13037431240081787
Image_17,n01443537,"goldfish, Carassius auratus",n02321529,"sea cucumber, holothurian",3.295682518000831e-06,1.3337328709894791e-05,6.256809228943894e-06,4.4109469854447525e-06,2.0031986423418857e-05,2.28632015932817e-05,2.8625931008718908e-05,2.3225831682793796e-05,2.75543934549205e-05,9.568988753017038e-05,0.0007030756096355617,0.009714944288134575
Image_18,n01443537,"goldfish, Carassius auratus",n04251144,snorkel,0.0006323752459138632,0.0005577366100624204,0.0007836209842935205,0.0004739715368486941,0.0010284314630553126,0.0012992490082979202,0.00192842201795429,0.0015232110163196921,0.0025107241235673428,0.0031145145185291767,0.023616628721356392,0.05151502415537834
Image_19,n01443537,"goldfish, Carassius auratus",n03980874,poncho,0.00981627032160759,0.009505877271294594,0.010990370996296406,0.008277729153633118,0.013731054961681366,0.006856442894786596,0.009273174218833447,0.00668447045609355,0.005778232589364052,0.011821369640529156,0.008402981795370579,0.0008314774604514241
Image_20,n01443537,"goldfish, Carassius auratus",n07747607,orange,0.027588605880737305,0.02197030372917652,0.02069772407412529,0.020502453669905663,0.019893065094947815,0.020739814266562462,0.04359639436006546,0.026816805824637413,0.032996490597724915,0.026091957464814186,0.034168142825365067,0.0772058516740799
Image_21,n01443537,"goldfish, Carassius auratus",n07747607,orange,0.028289079666137695,0.024834835901856422,0.02480800822377205,0.02347569167613983,0.018443651497364044,0.021064233034849167,0.036195773631334305,0.022624483332037926,0.028997626155614853,0.01922074891626835,0.01799887605011463,0.001771718729287386
Image_22,n01443537,"goldfish, Carassius auratus",n01641577,"bullfrog, Rana catesbeiana",3.255086085118819e-07,3.815279967511742e-07,4.3819596839966835e-07,8.49483569709264e-07,1.9809465356956935e-06,3.31175669998629e-06,7.4906924965034705e-06,3.7849629279662622e-06,1.8144506839234964e-06,3.6630740396503825e-06,1.9822915419354104e-05,0.1160016655921936
Image_23,n01443537,"goldfish, Carassius auratus",n03770439,"miniskirt, mini",0.0017706211656332016,0.0013685672311112285,0.0013867284869775176,0.0012616050662472844,0.000695961934980005,0.0020470614545047283,0.0020121033303439617,0.0019245547009631991,0.0019529031123965979,0.002372628077864647,0.0031327258329838514,0.06483032554388046
Image_24,n01443537,"goldfish, Carassius auratus",n02321529,"sea cucumber, holothurian",2.460732048348291e-06,1.0893011676671449e-05,4.898879979009507e-06,3.2101729630085174e-06,1.0711232789617497e-05,2.027558184636291e-05,4.3931882828474045e-05,3.71611095033586e-05,1.2042841262882575e-05,1.4002064745000098e-05,4.6256056521087885e-05,0.10656123608350754
Image_25,n01443537,"goldfish, Carassius auratus",n07747607,orange,0.024455731734633446,0.01950804702937603,0.017533019185066223,0.015112647786736488,0.011823693290352821,0.014986320398747921,0.03282834216952324,0.024892739951610565,0.028209138661623,0.020514393225312233,0.028947699815034866,0.003629169659689069
Image_26,n01443537,"goldfish, Carassius auratus",n07747607,orange,0.03101591393351555,0.026171298697590828,0.023558974266052246,0.020651942119002342,0.013978241011500359,0.013646284118294716,0.029165947809815407,0.021847041323781013,0.024363603442907333,0.012470521964132786,0.017297975718975067,0.04099558666348457
Image_27,n01443537,"goldfish, Carassius auratus",n07747607,orange,0.028287824243307114,0.022802291437983513,0.021137334406375885,0.019305575639009476,0.017574036493897438,0.019932042807340622,0.029848620295524597,0.02441996894776821,0.029702933505177498,0.03068438172340393,0.023439127951860428,0.01772390864789486
Image_28,n01443537,"goldfish, Carassius auratus",n01910747,jellyfish,5.386706470744684e-05,4.6720277168788016e-05,5.669234087690711e-05,5.708950266125612e-05,5.399004658102058e-05,3.3699565392453223e-05,6.338585080811754e-05,3.573860158212483e-05,2.864704219973646e-05,2.0689914890681393e-05,0.00011390382860554382,0.02236749418079853
Image_29,n01443537,"goldfish, Carassius auratus",n07747607,orange,0.027527011930942535,0.02190472185611725,0.021460283547639847,0.019091926515102386,0.01470931712538004,0.01721513271331787,0.03677530214190483,0.0239204540848732,0.03559686988592148,0.020992059260606766,0.025251245126128197,0.026032712310552597
Image_30,n01443537,"goldfish, Carassius auratus",n03980874,poncho,0.00936903152614832,0.00931808166205883,0.010160748846828938,0.007924999110400677,0.011196536011993885,0.007578879129141569,0.010419591329991817,0.011135176755487919,0.006442619021981955,0.007477995939552784,0.0073988111689686775,0.0012860355200245976
Image_31,n01443537,"goldfish, Carassius auratus",n07747607,orange,0.02454831637442112,0.021728351712226868,0.028224065899848938,0.02983425185084343,0.023766713216900826,0.03734481707215309,0.0553860180079937,0.04955877736210823,0.03129474073648453,0.02365207113325596,0.02429516613483429,0.01085980236530304
Image_32,n01443537,"goldfish, Carassius auratus",n07747607,orange,0.029623521491885185,0.02394372969865799,0.020597757771611214,0.01763833686709404,0.012836595065891743,0.020307548344135284,0.03681531548500061,0.030521294102072716,0.03591431304812431,0.024184586480259895,0.022711241617798805,0.0002741260686889291
Image_33,n01443537,"goldfish, Carassius auratus",n01950731,"sea slug, nudibranch",7.767992499241316e-11,2.209797761443255e-10,1.6790087375984086e-10,3.387921332365096e-10,1.4710633822190289e-09,7.794875300781712e-10,4.718183177487845e-09,3.845957330383953e-09,9.610455542485852e-09,9.840182890741289e-09,2.889795496230363e-07,0.00420285202562809
Image_34,n01443537,"goldfish, Carassius auratus",n09256479,coral reef,5.0263191951671615e-05,6.179611227707937e-05,4.409205575939268e-05,4.161411561653949e-05,0.0001094322869903408,0.00018477989942766726,0.0003281799436081201,0.00034151654108427465,0.0005044155404902995,0.0010235343361273408,0.005868595093488693,0.018494445830583572
Image_35,n01443537,"goldfish, Carassius auratus",n01950731,"sea slug, nudibranch",8.247526273041927e-11,2.1339670308595515e-10,1.6293844051773476e-10,2.541260535338097e-10,1.1271251709743524e-09,1.1984416792287789e-09,1.001326932481561e-08,7.520341682720755e-09,1.2905601032286995e-08,1.7610194191775008e-08,2.3238600022068567e-07,0.36993372440338135
Image_36,n01443537,"goldfish, Carassius auratus",n09256479,coral reef,6.196159665705636e-05,7.193614146672189e-05,4.826225631404668e-05,3.246882261009887e-05,0.00010497580660739914,0.0002139993302989751,0.0003072430263273418,0.0003879290889017284,0.0007592446054331958,0.0017956005176529288,0.005574072245508432,0.0018158837920054793
Image_37,n01443537,"goldfish, Carassius auratus",n07747607,orange,0.029086289927363396,0.025502780452370644,0.02875739336013794,0.03144613280892372,0.026016877964138985,0.02716263197362423,0.04724447801709175,0.02612278424203396,0.027397755533456802,0.020066792145371437,0.0312499962747097,0.04217858240008354
Image_38,n01443537,"goldfish, Carassius auratus",n02124075,Egyptian cat,8.744391948312114e-07,1.2130464028814458e-06,7.329155096158502e-07,1.290720888391661e-06,1.8269037127538468e-06,2.9346876999625238e-06,6.251477771002101e-06,6.946952908037929e-06,1.6814448144941707e-06,2.1458422452269588e-06,1.912231346068438e-05,0.13203394412994385
Image_39,n01443537,"goldfish, Carassius auratus",n07747607,orange,0.024323320016264915,0.019786883145570755,0.019503610208630562,0.02040030248463154,0.015892816707491875,0.027488987892866135,0.04769355058670044,0.037717584520578384,0.03241340070962906,0.025716431438922882,0.0235772542655468,0.0017386768013238907
Image_40,n01443537,"goldfish, Carassius auratus",n04259630,sombrero,0.004212111234664917,0.003712815698236227,0.004711583722382784,0.003495577722787857,0.00324318278580904,0.004291001707315445,0.004449313972145319,0.009398174472153187,0.011307011358439922,0.008887841366231441,0.01760408841073513,0.08265817165374756
Image_41,n01443537,"goldfish, Carassius auratus",n07747607,orange,0.030369307845830917,0.025059405714273453,0.024386299774050713,0.02205328457057476,0.016088027507066727,0.013745607808232307,0.031884852796792984,0.019578201696276665,0.020370468497276306,0.018500305712223053,0.032606422901153564,0.043392814695835114
Image_42,n01443537,"goldfish, Carassius auratus",n07747607,orange,0.027518542483448982,0.022639067843556404,0.02124287560582161,0.01918162778019905,0.014516055583953857,0.02174486592411995,0.030718855559825897,0.032969336956739426,0.037200525403022766,0.0321408286690712,0.028264949098229408,0.003275665221735835
Image_43,n01443537,"goldfish, Carassius auratus",n07747607,orange,0.02508847787976265,0.023875072598457336,0.028106583282351494,0.03361149877309799,0.02560543082654476,0.038528166711330414,0.059325601905584335,0.04513029754161835,0.03182506188750267,0.030620446428656578,0.03698014095425606,0.0006328786839731038
Image_44,n01443537,"goldfish, Carassius auratus",n02814860,"beacon, lighthouse, beacon light, pharos",0.006504775024950504,0.0019557103514671326,0.002031011274084449,0.0030672987923026085,0.004068135749548674,0.006885490845888853,0.006399329751729965,0.004185721278190613,0.00201029097661376,0.002707176376134157,0.004342219326645136,0.08166177570819855
Image_45,n01443537,"goldfish, Carassius auratus",n02074367,"dugong, Dugong dugon",6.997435320954537e-06,3.743197112271446e-06,4.188088496448472e-06,7.828474736015778e-06,9.495343874732498e-06,9.13303028937662e-06,9.147584933089092e-06,1.3303164450917393e-05,1.8772860130411573e-05,2.691756162676029e-05,0.0003677724744193256,0.005285800900310278
Image_46,n01443537,"goldfish, Carassius auratus",n07747607,orange,0.026021890342235565,0.023868946358561516,0.02898123674094677,0.032216865569353104,0.022777879610657692,0.02519535832107067,0.04646490886807442,0.030913563445210457,0.030754081904888153,0.01802007481455803,0.01919564977288246,0.0015866205794736743
Image_47,n01443537,"goldfish, Carassius auratus",n01983481,"American lobster, Northern lobster, Maine lobster, Homarus americanus",1.0631650226855527e-08,1.0224725954799396e-08,8.702921938663621e-09,5.0204089774297245e-09,1.8218972996919547e-08,2.9252449351702126e-08,1.3670765497408865e-07,6.211328695826523e-08,6.531621465910575e-08,1.109758400730243e-07,1.7720353753247764e-06,0.004461522679775953
Image_48,n01443537,"goldfish, Carassius auratus",n07747607,orange,0.026716962456703186,0.02434225007891655,0.02555702067911625,0.02593022957444191,0.02672528102993965,0.029478279873728752,0.06498299539089203,0.03873896971344948,0.04484224319458008,0.022526953369379044,0.02476632595062256,0.035667784512043
Image_49,n01443537,"goldfish, Carassius auratus",n07747607,orange,0.022527989000082016,0.019841300323605537,0.022157547995448112,0.018969334661960602,0.015144677832722664,0.02015542984008789,0.03759527951478958,0.027290688827633858,0.032293569296598434,0.02509845420718193,0.018277382478117943,0.001758836442604661
Image_50,n01443537,"goldfish, Carassius auratus",n07747607,orange,0.025388093665242195,0.021870553493499756,0.023108849301934242,0.024635784327983856,0.02079998329281807,0.023617591708898544,0.058719806373119354,0.03197997808456421,0.03117702342569828,0.024614494293928146,0.03387031704187393,0.004896100144833326
Image_51,n01629819,"European fire salamander, Salamandra salamandra",n01644900,"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",1.750667166788844e-07,2.82425361319838e-07,2.51897006364743e-07,4.414161480781331e-07,2.2769111183151836e-06,2.920648284998606e-06,1.1111692401755136e-05,7.062469649099512e-06,8.095865268842317e-06,2.2203406842891127e-05,3.616239337134175e-05,0.02017020620405674
Image_52,n01629819,"European fire salamander, Salamandra salamandra",n01784675,centipede,0.0036903901491314173,0.004472324158996344,0.0026755020953714848,0.002624844666570425,0.004865746945142746,0.007855013944208622,0.006775055546313524,0.005002940073609352,0.005354457534849644,0.004444055259227753,0.025392208248376846,0.0015906640328466892
Image_53,n01629819,"European fire salamander, Salamandra salamandra",n02236044,"mantis, mantid",7.363358690781752e-06,5.959721420367714e-06,1.202906969410833e-05,2.371544178458862e-05,4.365319182397798e-05,1.6449374015792273e-05,6.0885027778567746e-05,5.273149872664362e-05,2.7121626771986485e-05,4.703637750935741e-05,0.00031035771826282144,0.3007083237171173
Image_54,n01629819,"European fire salamander, Salamandra salamandra",n01644900,"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",1.6605655162038602e-07,2.5230752953575575e-07,1.7897403381539334e-07,2.445182758492592e-07,1.0328267308068462e-06,1.0382519803897594e-06,5.874160251551075e-06,2.9111699859640794e-06,3.806534550676588e-06,2.340936043765396e-05,0.0006010044016875327,0.00043476399150677025
Image_55,n01629819,"European fire salamander, Salamandra salamandra",n01644900,"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",1.704464551721685e-07,2.612276261970692e-07,1.7939373719855212e-07,3.0989690458227415e-07,1.2215126616865746e-06,1.8303933302377118e-06,7.647407983313315e-06,4.569438260659808e-06,7.058263236103812e-06,1.305472142121289e-05,3.616408503148705e-05,0.23940551280975342
Image_56,n01629819,"European fire salamander, Salamandra salamandra",n01644900,"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",1.668770011065135e-07,2.526076627873408e-07,1.9587368171869457e-07,2.8496603476924065e-07,9.031700756167993e-07,1.3799048019791371e-06,1.1170792276971042e-05,6.310537628451129e-06,8.451452231383882e-06,1.9104329112451524e-05,0.00019593143952079117,0.007605304941534996
Image_57,n01629819,"European fire salamander, Salamandra salamandra",n03804744,nail,0.012338755652308464,0.00977846048772335,0.009404774755239487,0.01115752849727869,0.011157253757119179,0.021810341626405716,0.01282675564289093,0.009598113596439362,0.016276013106107712,0.03005162999033928,0.021272817626595497,0.060791708528995514
Image_58,n01629819,"European fire salamander, Salamandra salamandra",n01784675,centipede,0.005153398960828781,0.005615186411887407,0.003648142796009779,0.0034197645727545023,0.007010750938206911,0.012265564873814583,0.005921434611082077,0.004919290542602539,0.004623670130968094,0.0032027827110141516,0.014319011941552162,0.015840621665120125
Image_59,n01629819,"European fire salamander, Salamandra salamandra",n01644900,"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",1.7023394605075737e-07,2.763002839856199e-07,2.3484534494855325e-07,4.1012754081748426e-07,1.7053883993867203e-06,1.6498937611686415e-06,1.3091671462461818e-05,6.490193300123792e-06,7.896042916399892e-06,9.219224011758342e-06,5.151320146978833e-05,0.004093156661838293
Image_60,n01629819,"European fire salamander, Salamandra salamandra",n01644900,"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",1.6275626535389165e-07,2.4755445338087156e-07,1.7835068888416572e-07,2.44705006480217e-07,9.141968462245131e-07,8.579606287639763e-07,4.5557030716736335e-06,3.0167027489369502e-06,4.286985131329857e-06,8.243975571531337e-06,0.00035173926153220236,0.1352214217185974
Image_61,n01629819,"European fire salamander, Salamandra salamandra",n01644900,"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",1.8277945912359428e-07,2.5616768084546493e-07,2.0497404307207034e-07,3.2428940244244586e-07,1.624421997803438e-06,3.3781009278754937e-06,1.354376581730321e-05,5.461326509248465e-06,8.265580618171953e-06,1.1131920473417267e-05,5.297362440614961e-05,0.12854185700416565
Image_62,n01629819,"European fire salamander, Salamandra salamandra",n01644900,"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",1.8354457154146075e-07,2.7445383921076427e-07,2.2866899485052272e-07,3.8362551890713803e-07,1.7673531829132116e-06,2.422968464088626e-06,8.901896762836259e-06,6.383340860338649e-06,9.178433174383827e-06,2.1650916096405126e-05,0.00034834560938179493,0.0017702305922284722
Image_63,n01629819,"European fire salamander, Salamandra salamandra",n01644900,"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",1.6993179485780274e-07,2.4775093265816395e-07,1.8368210419339448e-07,2.5291609517807956e-07,8.774309776526934e-07,7.06319326582161e-07,3.895268491760362e-06,2.93253629024548e-06,3.4158240396209294e-06,1.110268658521818e-05,7.713479863014072e-05,0.07287201285362244
Image_64,n01629819,"European fire salamander, Salamandra salamandra",n01698640,"American alligator, Alligator mississipiensis",2.2165254520700728e-08,8.981690058362801e-09,3.7183649492789073e-09,4.4400616516782065e-09,1.0190837507195738e-08,2.1052139587141028e-08,9.105264098252519e-08,7.226252307646064e-08,8.910004822837436e-08,2.8924668526997266e-07,1.0710405149438884e-06,0.0979047566652298
Image_65,n01629819,"European fire salamander, Salamandra salamandra",n01644900,"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",1.9255439553944598e-07,2.821677753672702e-07,2.1207095812769694e-07,3.0741321666027943e-07,1.3135376093487139e-06,1.3807600680593168e-06,6.996302545303479e-06,2.381916829108377e-06,3.2862785701581743e-06,1.0663848115655128e-05,4.422956772032194e-05,0.062349483370780945
Image_66,n01629819,"European fire salamander, Salamandra salamandra",n01644900,"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",1.575575083734293e-07,2.462180077600351e-07,2.1210604472798877e-07,3.00837427857914e-07,1.1417686209824751e-06,1.7793850020098034e-06,1.194542164739687e-05,6.557950200658524e-06,5.3944891078572255e-06,7.01992121321382e-06,3.573404319467954e-05,0.019403766840696335
Image_67,n01629819,"European fire salamander, Salamandra salamandra",n01644900,"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",1.56817236529605e-07,2.3707906393610756e-07,1.8675932267342432e-07,2.3985990083019715e-07,8.900654506760475e-07,9.617237992642913e-07,8.850503945723176e-06,4.366771008790238e-06,4.254985469742678e-06,8.68099868966965e-06,0.00015966457431204617,0.026894131675362587
Image_68,n01629819,"European fire salamander, Salamandra salamandra",n01644900,"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",1.7637610483234312e-07,2.4177435875571973e-07,1.7758790704647254e-07,2.6743038006316056e-07,1.499849304309464e-06,1.6925303043535678e-06,6.5359563450329006e-06,1.7883999134937767e-06,2.652616558407317e-06,6.967719855310861e-06,6.188218685565516e-05,0.004179626237601042
Image_69,n01629819,"European fire salamander, Salamandra salamandra",n01644900,"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",1.8187661510182807e-07,2.7705291927304643e-07,2.0598646699454548e-07,3.5091329664282966e-07,1.659840108914068e-06,2.902975893448456e-06,1.2786304068868048e-05,6.826996468589641e-06,6.211210802575806e-06,2.7938423954765312e-05,0.0001720291911624372,0.01734607294201851
Image_70,n01629819,"European fire salamander, Salamandra salamandra",n01644900,"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",1.8580634275622288e-07,2.8647031058426364e-07,1.9406172668823274e-07,3.073790821872535e-07,1.312811036768835e-06,1.7762849893188104e-06,7.808251211827155e-06,4.799220278073335e-06,3.0361247809196357e-06,1.1826547961391043e-05,0.00030167822842486203,0.0021528841461986303
Image_71,n01629819,"European fire salamander, Salamandra salamandra",n01770393,scorpion,0.0067416285164654255,0.0034737864043563604,0.004102917388081551,0.00707270810380578,0.006882924120873213,0.006296783220022917,0.007028153631836176,0.016844354569911957,0.013295706361532211,0.0240924172103405,0.03838595375418663,0.000121600620332174
Image_72,n01629819,"European fire salamander, Salamandra salamandra",n01644900,"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",1.8035642312952405e-07,2.725724925767281e-07,2.178305180677853e-07,3.5117034258291824e-07,1.6520720009793877e-06,1.7636158418099512e-06,8.979214726423379e-06,7.134697170840809e-06,7.3931068982346915e-06,1.2164530744485091e-05,3.463284519966692e-05,0.004568958654999733
Image_73,n01629819,"European fire salamander, Salamandra salamandra",n01644900,"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",1.5489439419980044e-07,2.2953788914037432e-07,1.542346694805019e-07,1.6968812133200117e-07,5.606763693322137e-07,5.613256348624418e-07,5.1167080528102815e-06,4.1883595258696005e-06,2.8886586278531468e-06,5.371896804717835e-06,0.0001867183018475771,0.029938193038105965
Image_74,n01629819,"European fire salamander, Salamandra salamandra",n02206856,bee,0.00355306314304471,0.004036532714962959,0.004208115860819817,0.003580071497708559,0.004073086194694042,0.00434897979721427,0.007577225565910339,0.005440410226583481,0.006674578413367271,0.011859121732413769,0.012971315532922745,0.06466417759656906
Image_75,n01629819,"European fire salamander, Salamandra salamandra",n01629819,"European fire salamander, Salamandra salamandra",1.5361555777415603e-11,1.2523021682142588e-11,1.1824680991312508e-11,1.6624552429123085e-11,7.499732779248092e-11,2.297751572344353e-10,2.136795407281511e-09,3.855334718139147e-09,6.808515973233398e-09,3.308036866656039e-08,2.299733097288481e-07,0.3767252266407013
Image_76,n01629819,"European fire salamander, Salamandra salamandra",n03937543,pill bottle,3.7107391108293086e-05,7.802909385645762e-05,7.309553620871156e-05,8.188554784283042e-05,9.33141345740296e-05,0.00019299870473332703,8.638246799819171e-05,6.933325494173914e-05,6.587150710402057e-05,0.000117526447866112,0.00017786381067708135,0.06301866471767426
Image_77,n01629819,"European fire salamander, Salamandra salamandra",n02321529,"sea cucumber, holothurian",3.0807589155301685e-06,1.3273253898660187e-05,5.733754278480774e-06,3.4750216855172766e-06,1.416978830093285e-05,2.003038753173314e-05,1.8265349353896454e-05,1.1869384252349846e-05,1.2977788173884619e-05,2.1713796741096303e-05,0.00013072372530587018,0.19920721650123596
Image_78,n01629819,"European fire salamander, Salamandra salamandra",n01784675,centipede,0.0032613910734653473,0.003791164606809616,0.0024066995829343796,0.002009141258895397,0.0039662825874984264,0.008454132825136185,0.006606037262827158,0.0044549680314958096,0.0038871061988174915,0.0034623853862285614,0.013834177516400814,0.0007270508795045316
Image_79,n01629819,"European fire salamander, Salamandra salamandra",n01644900,"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",1.816379011643221e-07,2.977743349674711e-07,2.1209156386703398e-07,3.071681646815705e-07,1.411669586559583e-06,1.4347806427394971e-06,6.461735210905317e-06,4.5112442421668675e-06,7.70614769862732e-06,1.7692338587949052e-05,0.0005455174832604825,0.0042172446846961975
Image_80,n01629819,"European fire salamander, Salamandra salamandra",n01644900,"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",1.5961106214490428e-07,2.3732674492293881e-07,2.1424196461339307e-07,3.3657568110356806e-07,1.3103154969940078e-06,1.996912033064291e-06,9.173661965178326e-06,5.875946953892708e-06,7.13324607204413e-06,1.048564172378974e-05,3.58916113327723e-05,0.027280287817120552
Image_81,n01629819,"European fire salamander, Salamandra salamandra",n01644900,"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",1.8469140172783227e-07,2.8484930680861e-07,2.2076650907365547e-07,3.48115946735561e-07,1.600933956069639e-06,2.1089390429551713e-06,1.468297341489233e-05,8.816523404675536e-06,8.146987966028973e-06,1.6569932995480485e-05,7.622244447702542e-05,0.17265334725379944
Image_82,n01629819,"European fire salamander, Salamandra salamandra",n07753592,banana,0.0006074034026823938,0.0003795131924562156,0.000452430424047634,0.0005861963727511466,0.0008034873171709478,0.0006971452385187149,0.0016059759072959423,0.001598426722921431,0.00208147126249969,0.0034806705079972744,0.00647001201286912,0.3043321669101715
