Image,True_WNID,True_Label,Random_WNID,Random_Label,layer_0,layer_1,layer_2,layer_3,layer_4,layer_5,layer_6,layer_7,layer_8,layer_9,layer_10,layer_11
Image_21,n01443537,"goldfish, Carassius auratus",n07747607,orange,0.0008445961284451187,0.0005496450467035174,0.0016958324704319239,0.01353313960134983,0.0001197891469928436,0.0010868473909795284,8.467219595331699e-05,0.0019653926137834787,0.00013032568676862866,0.001345316180959344,5.891348564546206e-07,0.0008443989790976048
Image_22,n01443537,"goldfish, Carassius auratus",n03891332,parking meter,0.000273744051810354,9.66065636021085e-06,7.341119271586649e-06,0.0013426294317469,0.00010761724115582183,0.019577039405703545,5.94189295952674e-05,0.0008283833740279078,0.0012872412335127592,3.3779581372073153e-06,1.4313560313894413e-05,3.825752514785563e-07
Image_23,n01443537,"goldfish, Carassius auratus",n01768244,trilobite,0.14223827421665192,3.291707980679348e-05,0.01061834953725338,2.673929338925518e-05,2.718373798415996e-05,0.0017281780019402504,0.0004679841222241521,0.005423797760158777,0.00044257770059630275,1.377225430587714e-06,0.0008241111063398421,7.71204759075772e-06
Image_24,n01443537,"goldfish, Carassius auratus",n04376876,syringe,0.017521273344755173,1.4018250112712849e-05,0.0002645709610078484,0.004738079849630594,8.59024585224688e-05,0.003177020000293851,1.5128778613870963e-05,0.00036352223833091557,0.02560916356742382,3.326066007502959e-06,0.02444254793226719,0.0008688562083989382
Image_25,n01443537,"goldfish, Carassius auratus",n03662601,lifeboat,1.224110928887967e-05,7.663109863642603e-05,8.94578333827667e-05,3.101001857430674e-05,0.0012546724174171686,0.06775345653295517,0.0012711738236248493,0.00041198389953933656,3.2657913834555075e-05,0.0007789792725816369,3.0157195851643337e-07,5.3548017575622e-08
Image_26,n01443537,"goldfish, Carassius auratus",n04146614,school bus,1.1237559647270245e-06,1.066959430318093e-05,0.0004752394452225417,0.007211524993181229,0.0013898273464292288,0.004335143603384495,0.003163296263664961,9.083558688871562e-05,0.0003327745071146637,2.524338697185158e-06,1.7854154066299088e-05,0.007214001379907131
Image_27,n01443537,"goldfish, Carassius auratus",n04074963,"remote control, remote",0.0002335236786166206,5.711983612854965e-05,4.2206826037727296e-05,0.0005199932493269444,0.00046239749644882977,0.023440001532435417,1.0606506293697748e-05,0.00027087319176644087,0.00457798084244132,7.88954184827162e-06,3.5265031783637824e-08,3.0520643576892326e-06
Image_28,n01443537,"goldfish, Carassius auratus",n07747607,orange,0.0006180290365591645,1.3983003555040341e-05,0.04316575452685356,0.0016204062849283218,0.00271379086188972,0.0024545977357774973,0.005995415151119232,5.3519874199992046e-05,0.0024790181778371334,3.4623565170477377e-07,0.0003156208258587867,0.00523428525775671
Image_29,n01443537,"goldfish, Carassius auratus",n02002724,"black stork, Ciconia nigra",1.4358692169480491e-05,0.00044914858881384134,1.447191880288301e-05,0.0005040599498897791,0.00025835036649368703,0.00035837810719385743,0.0060845669358968735,0.005710443016141653,0.00028062082128599286,9.361082447867375e-06,2.7367801180844253e-07,2.9857281091949517e-09
Image_30,n01443537,"goldfish, Carassius auratus",n07873807,"pizza, pizza pie",0.00018608781101647764,6.229411610547686e-06,5.6368062359979376e-05,0.0007118959911167622,8.508647442795336e-05,3.4063763450831175e-05,0.0004115315095987171,0.0003934171691071242,5.8201647334499285e-05,1.6864523786352947e-06,3.981262489105575e-05,4.893479044199012e-08
Image_31,n01443537,"goldfish, Carassius auratus",n03085013,"computer keyboard, keypad",0.006949832197278738,0.00013045342348050326,0.06240278109908104,0.0004313807003200054,0.0009335206123068929,0.0007977007771842182,0.0001489844435127452,0.00019705765589606017,0.0005932872882112861,0.0007029208354651928,0.0004077824705746025,5.427974656413426e-07
Image_32,n01443537,"goldfish, Carassius auratus",n01950731,"sea slug, nudibranch",0.00022428414376918226,1.603965210961178e-05,0.00791690032929182,0.0003996698360424489,0.0004135715716984123,0.00585364643484354,0.003081697039306164,0.0013676263624802232,0.0022369783837348223,0.0001455079618608579,0.0002043660351773724,0.0001270054781343788
Image_33,n01443537,"goldfish, Carassius auratus",n04259630,sombrero,0.006035551428794861,0.0011362936347723007,7.583592378068715e-05,0.001786771696060896,0.0030945853795856237,0.014408940449357033,0.025461211800575256,0.011326305568218231,0.000905196531675756,6.090846454753773e-06,1.1537139243955608e-06,7.715099741290032e-07
Image_34,n01443537,"goldfish, Carassius auratus",n04532106,vestment,0.00024382465926464647,0.0007823435589671135,0.00016367787611670792,0.0006518338923342526,0.0002193608961533755,0.0024286683183163404,0.0030662633944302797,8.131260983645916e-05,0.012122930958867073,0.00023172968940343708,5.520165586858639e-07,7.574509020003006e-09
Image_35,n01443537,"goldfish, Carassius auratus",n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",0.022682657465338707,6.581259367521852e-05,0.033952727913856506,0.00022705843730363995,0.0001416113373124972,3.97530930058565e-05,0.0019344614120200276,0.0007043710211291909,3.09287388517987e-05,2.688717722776346e-05,3.9312230910582e-06,2.7161294724464824e-07
Image_36,n01443537,"goldfish, Carassius auratus",n02963159,cardigan,0.010452893562614918,0.00014896964421495795,0.014980069361627102,4.9948404921451584e-05,0.0001801111502572894,0.00012496626004576683,0.00022455755970440805,0.000750411709304899,0.00020671139645855874,3.16616497002542e-05,1.3167386896384414e-05,1.761077442097303e-06
Image_37,n01443537,"goldfish, Carassius auratus",n07614500,"ice cream, icecream",0.062489140778779984,0.0002748248225543648,8.903847628971562e-05,0.00011283842468401417,0.00033116331906057894,0.007598956115543842,0.01644033007323742,0.0008806996629573405,0.0005856387433595955,2.7427882741903886e-05,1.3482188023772324e-06,8.744766688550953e-08
Image_38,n01443537,"goldfish, Carassius auratus",n03388043,fountain,1.1415500011935364e-05,9.553900599712506e-05,8.583147064200602e-06,0.0004667081811930984,0.0004058818449266255,4.383143823361024e-05,0.0001711727527435869,0.002354029333218932,0.00045055599184706807,9.785865404410288e-05,3.2360214845539303e-06,0.00018539790471550077
Image_39,n01443537,"goldfish, Carassius auratus",n01882714,"koala, koala bear, kangaroo bear, native bear, Phascolarctos cinereus",0.08762950450181961,0.0009122538613155484,0.00018074814579449594,0.011475231498479843,6.072122050682083e-05,0.001516361371614039,0.0002569045755080879,0.0020542368292808533,0.0022300011478364468,7.475973688997328e-05,2.973621064938925e-07,2.766923614672123e-07
Image_40,n01443537,"goldfish, Carassius auratus",n07711569,mashed potato,1.3302069419296458e-05,4.4135729694971815e-05,0.0002914370852522552,0.0006469314103014767,0.0002007384318858385,4.449346761248307e-06,0.0008299846085719764,3.891685628332198e-05,0.0005284768412820995,0.001268435618840158,1.0931906899713795e-06,5.139808223475484e-08
Image_41,n01443537,"goldfish, Carassius auratus",n02125311,"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor",9.391145795234479e-06,0.00017723534256219864,0.00046916434075683355,3.724581256392412e-05,0.00039881051634438336,0.0015914961695671082,0.022591030225157738,3.5314977139933035e-05,0.0004709608037956059,2.062914518319303e-06,0.0025044865906238556,0.002339388942345977
Image_42,n01443537,"goldfish, Carassius auratus",n02802426,basketball,2.215226413682103e-05,1.7614571333979256e-05,0.004310606978833675,2.1757685317425057e-05,0.002820878056809306,0.0031538724433630705,8.216394235205371e-06,9.544585191179067e-05,0.0001399207831127569,8.810269719106145e-06,0.009141840972006321,1.3860848468993936e-07
Image_43,n01443537,"goldfish, Carassius auratus",n02321529,"sea cucumber, holothurian",0.00020865388796664774,2.685417166503612e-05,0.002706825966015458,1.3963896208224469e-06,3.158830077154562e-05,0.0019121967488899827,0.0008194897091016173,0.00010944605310214683,0.002192934276536107,4.7708188503747806e-05,2.003150029850076e-06,5.499036888068076e-07
Image_44,n01443537,"goldfish, Carassius auratus",n01774750,tarantula,7.615685899509117e-05,0.0007659853436052799,6.431607471313328e-05,0.007676189765334129,0.004561465233564377,1.4051555808691774e-05,0.007547945249825716,0.002131119603291154,7.266090688062832e-05,6.218969019755605e-07,5.86977471073169e-08,4.147900654061232e-06
Image_45,n01443537,"goldfish, Carassius auratus",n01944390,snail,0.0017914752243086696,0.007092991843819618,0.00014382405788637698,0.0019248444586992264,0.00042204707278870046,0.00011112298670923337,0.0005886014550924301,0.00020454960758797824,0.14528170228004456,9.041198723025445e-07,5.25382237714922e-10,8.828294539853232e-09
Image_46,n01443537,"goldfish, Carassius auratus",n02124075,Egyptian cat,0.0011681929463520646,0.0012989082606509328,0.002861772896721959,0.0011964997975155711,9.075787238543853e-05,0.006973969284445047,0.0006635032477788627,0.012576213106513023,0.0011926586739718914,3.5100158129353076e-05,1.1238563413229485e-09,1.2754336475850891e-10
Image_47,n01443537,"goldfish, Carassius auratus",n02236044,"mantis, mantid",0.005161040462553501,8.77206985023804e-05,0.0002927195164375007,0.020209776237607002,3.8102247344795614e-05,0.00018944793555419892,0.0019148408900946379,0.0012026004260405898,0.010151478461921215,0.01100666169077158,8.999260899145156e-05,4.349299160821829e-06
Image_48,n01443537,"goldfish, Carassius auratus",n03085013,"computer keyboard, keypad",0.00015353372145909816,4.392383198137395e-05,0.0022173835895955563,0.0002707201929297298,0.0016397706931456923,0.000407613959396258,0.009289284236729145,0.009532575495541096,0.061901822686195374,0.001971597084775567,8.180513759725727e-07,1.8933126284537138e-06
Image_49,n01443537,"goldfish, Carassius auratus",n03763968,military uniform,6.902519999130163e-06,1.18560737973894e-05,0.0033046992029994726,5.331837382982485e-05,0.05746251717209816,0.0009876098483800888,0.24047456681728363,0.0006172689609229565,0.004950996953994036,5.675282864103792e-06,0.00016128913557622582,5.343813835878564e-09
Image_50,n01443537,"goldfish, Carassius auratus",n04265275,space heater,0.00025637535145506263,0.0001913083833642304,0.00580379506573081,8.465722930850461e-05,3.411840589251369e-05,0.00038881684304215014,0.0003652491723187268,0.008895187638700008,1.3630999092129059e-05,3.3752468198144925e-07,3.434749089592515e-07,4.881821169533396e-09
Image_51,n01629819,"European fire salamander, Salamandra salamandra",n01945685,slug,1.2090467862435617e-05,0.002968450542539358,0.0016090958379209042,0.00024487185874022543,9.750205208547413e-05,0.0001409908290952444,1.772788164089434e-05,8.623246685601771e-05,0.0002495148219168186,4.153914051130414e-05,6.495880500168028e-10,7.463952123032414e-09
Image_52,n01629819,"European fire salamander, Salamandra salamandra",n07753592,banana,2.386407459198381e-06,0.00034881068859249353,0.008300146088004112,0.00033473275834694505,0.00013637985102832317,0.008032981306314468,3.028593164344784e-05,7.875535811763257e-05,0.0006628200644627213,4.303852165321587e-06,9.539176244288683e-05,2.597504655810212e-09
Image_53,n01629819,"European fire salamander, Salamandra salamandra",n02802426,basketball,1.6452351019324851e-06,3.8038738239265513e-06,3.153510260744952e-05,0.0019152106251567602,4.0849725337466225e-05,0.006021956447511911,0.00858251191675663,0.00582075584679842,0.012533532455563545,0.0008969237096607685,8.297845852212049e-06,3.5395915087832464e-09
Image_54,n01629819,"European fire salamander, Salamandra salamandra",n07615774,"ice lolly, lolly, lollipop, popsicle",0.0003049923980142921,0.005063959863036871,0.0007367174257524312,0.0012570786057040095,0.0010403499472886324,0.00251478748396039,0.0036647848319262266,0.08728417009115219,0.000562272674869746,3.3894892112584785e-05,5.857222262761752e-09,3.493224806638828e-11
Image_55,n01629819,"European fire salamander, Salamandra salamandra",n02823428,beer bottle,0.0003500081365928054,0.00035321692121215165,0.0034622550010681152,4.5978631533216685e-05,0.0010344742331653833,0.0029277759604156017,0.025531647726893425,0.00041345975478179753,0.0016544917598366737,1.2958070328750182e-05,0.0006225923425517976,5.2940595196560025e-06
Image_56,n01629819,"European fire salamander, Salamandra salamandra",n07920052,espresso,9.844618034549057e-05,7.777329301461577e-05,0.0005800611106678843,0.031023293733596802,0.006902503781020641,0.010503250174224377,1.5144083818086074e-06,0.0004570699529722333,0.00025034055579453707,3.1480592497246107e-06,2.2675362743029837e-07,8.778552107457926e-09
Image_57,n01629819,"European fire salamander, Salamandra salamandra",n02279972,"monarch, monarch butterfly, milkweed butterfly, Danaus plexippus",0.00018827361054718494,3.594772715587169e-05,2.957817014248576e-05,0.0011691012186929584,0.01824220083653927,0.016004115343093872,0.00018348509911447763,0.0033795314375311136,0.002025143476203084,2.569145607367318e-08,0.00012204860831843689,4.8491179768461734e-05
Image_58,n01629819,"European fire salamander, Salamandra salamandra",n01983481,"American lobster, Northern lobster, Maine lobster, Homarus americanus",0.0005670521641150117,5.131246507517062e-05,5.1338127377675846e-05,0.00012627260002773255,3.749916504602879e-05,1.0453475624672137e-05,0.0003530162794049829,0.002283630194142461,0.00018162360356654972,5.433841579360887e-06,1.4339866100110399e-11,1.63462600118007e-13
Image_59,n01629819,"European fire salamander, Salamandra salamandra",n03400231,"frying pan, frypan, skillet",0.4081571400165558,3.860515334963566e-06,0.001465248060412705,0.002207786776125431,0.006303042639046907,0.0002503124997019768,0.0009145227377302945,0.03339201584458351,0.0006955256103537977,1.775473720044829e-06,3.8488121134605535e-08,4.510934292767388e-09
Image_60,n01629819,"European fire salamander, Salamandra salamandra",n03670208,"limousine, limo",0.00010573289910098538,0.0002846033312380314,0.00041041409713216126,5.857686483068392e-05,0.0002360703219892457,0.006314333528280258,8.397972851525992e-05,0.0003934123960789293,0.0013218338135629892,0.02234365977346897,1.1932895176869351e-05,0.0003437166742514819
Image_61,n01629819,"European fire salamander, Salamandra salamandra",n04456115,torch,0.00018882866424974054,9.522359323455021e-05,0.000198956040549092,0.0019959844648838043,0.0001602258562343195,0.0009202411747537553,0.001268609776161611,0.003151733661070466,0.032443318516016006,3.0879531550453976e-05,6.394449155777693e-05,1.7455723977377602e-08
Image_62,n01629819,"European fire salamander, Salamandra salamandra",n02437312,"Arabian camel, dromedary, Camelus dromedarius",2.388462689850712e-06,0.0001316791313001886,0.00012645275273825973,0.0009938925504684448,0.0019485021475702524,0.07387556880712509,0.00017338637553621083,0.0004105060361325741,1.66759764397284e-05,3.7446494616233394e-07,2.4321192282350523e-10,3.618731426709501e-15
Image_63,n01629819,"European fire salamander, Salamandra salamandra",n03670208,"limousine, limo",0.010078639723360538,0.014150502160191536,0.012722688727080822,6.423152808565646e-05,0.00025974007439799607,4.726193947135471e-05,0.0001349582162220031,0.003440669970586896,0.00037446251371875405,1.6590077223099797e-07,0.00035555067006498575,1.7331843764623045e-06
Image_64,n01629819,"European fire salamander, Salamandra salamandra",n02231487,"walking stick, walkingstick, stick insect",2.0000554286525585e-05,0.0020558726973831654,5.040852920501493e-05,0.007421715185046196,2.9007409466430545e-05,0.015043645165860653,0.0002577327541075647,0.001332178944721818,0.00018571004329714924,1.0378995511928224e-06,3.893933708809527e-08,1.9568062725738855e-08
Image_65,n01629819,"European fire salamander, Salamandra salamandra",n03649909,"lawn mower, mower",0.00015152293781284243,0.00014599577116314322,0.029281483963131905,4.2356300582468975e-06,0.0009352717897854745,0.006248299963772297,0.012195819988846779,0.00023354885342996567,0.002116372575983405,3.444443063926883e-05,6.144809105990134e-09,7.575153659900025e-08
Image_66,n01629819,"European fire salamander, Salamandra salamandra",n03706229,magnetic compass,1.9386037820368074e-05,0.0012054608669131994,0.00041023961966857314,0.0003973520069848746,0.001237704185768962,0.0027108730282634497,0.0015295298071578145,0.00016965484246611595,0.01278151385486126,2.919421831393265e-06,2.4174794110987108e-11,8.68790905883543e-08
Image_67,n01629819,"European fire salamander, Salamandra salamandra",n04398044,teapot,0.009306682273745537,0.00045172087266109884,0.00623047910630703,2.4123539333231747e-05,4.2769370338646695e-05,0.0026800837367773056,1.1772381185437553e-05,9.047235653270036e-05,0.00012003834126517177,5.019899731451005e-07,2.1539960926020285e-09,4.488898852628154e-08
Image_68,n01629819,"European fire salamander, Salamandra salamandra",n01641577,"bullfrog, Rana catesbeiana",0.0009580519981682301,0.015851931646466255,0.00024195767764467746,3.5381712223170325e-05,0.0030838262755423784,0.0008109572809189558,0.0009681814699433744,0.00015268014976754785,7.445485243806615e-05,1.5489154975512065e-05,3.3067788507423757e-08,1.0641216618978433e-07
Image_69,n01629819,"European fire salamander, Salamandra salamandra",n04560804,water jug,5.848996806889772e-06,6.281062724156072e-06,0.0021009573247283697,0.00015030798385851085,0.03163591027259827,1.699184394965414e-05,1.903426891658455e-05,0.01396898366510868,7.410518446704373e-05,0.015848379582166672,0.0005738011095672846,3.3615819461374485e-08
Image_70,n01629819,"European fire salamander, Salamandra salamandra",n04399382,"teddy, teddy bear",0.003672999795526266,0.002650166628882289,0.00047534823534078896,5.705622606910765e-05,0.002081789541989565,5.519571641343646e-05,0.0003132337296847254,0.00029765753424726427,0.0004088505811523646,2.4443147594865877e-06,0.0006382990977726877,2.5781543566694154e-09
Image_71,n01629819,"European fire salamander, Salamandra salamandra",n03599486,"jinrikisha, ricksha, rickshaw",0.0007653816719539464,0.008861525915563107,0.01130216009914875,0.0015956879360601306,0.033701956272125244,0.00020870144362561405,0.0005963227595202625,0.0027478181291371584,0.001141490531153977,8.582929353906366e-07,7.11947222953313e-07,9.034984316258488e-09
Image_72,n01629819,"European fire salamander, Salamandra salamandra",n02403003,ox,0.00013502294314093888,0.00013882815255783498,3.786779780057259e-05,2.8563687010318972e-05,0.0037936728913336992,0.00015613950381521136,0.00011075982911279425,0.011369510553777218,0.0003166871319990605,1.0150688289911614e-08,7.829587957530748e-06,1.6690077098147071e-10
Image_73,n01629819,"European fire salamander, Salamandra salamandra",n03404251,fur coat,0.002182156778872013,2.4108940124278888e-05,0.0007272991933859885,0.0002241891052108258,0.008108643814921379,0.0001291786174988374,0.0029545247089117765,0.0008858501096256077,0.00014227180508896708,5.492491350622686e-09,1.035171095509213e-07,2.2502517904587904e-10
Image_74,n01629819,"European fire salamander, Salamandra salamandra",n02802426,basketball,0.042352344840765,0.00200626696459949,0.0029596779495477676,0.00010472691064933315,0.00364956958219409,0.0002867479051928967,2.950794623757247e-05,5.6339467846555635e-05,5.953945583314635e-05,0.00017856055637821555,0.000421509932493791,3.380680482223397e-06
Image_75,n01629819,"European fire salamander, Salamandra salamandra",n03100240,convertible,9.855731332208961e-05,0.002529334742575884,0.0015947051579132676,0.00044598791282624006,0.0001856129092629999,0.00018435149104334414,0.0003405460447538644,0.001115809311158955,0.00018928591453004628,7.469428510376019e-06,1.3216340448707342e-05,4.03999000919697e-10
Image_76,n01629819,"European fire salamander, Salamandra salamandra",n04311004,steel arch bridge,0.007119797170162201,0.03266451880335808,3.958514571422711e-05,0.002961935242637992,0.010142835788428783,0.01045933272689581,3.1208768632495776e-05,0.0012220960343256593,0.00020881307136733085,0.000912424991838634,1.695418490044176e-07,0.015415777452290058
Image_77,n01629819,"European fire salamander, Salamandra salamandra",n02669723,"academic gown, academic robe, judge's robe",1.4151102732284926e-05,3.355231456225738e-06,0.0005183357861824334,0.00025593105237931013,0.0009041670127771795,0.0072939093224704266,0.0003315195208415389,0.002020447049289942,0.002288742223754525,1.8037834337292225e-08,4.4924172021287845e-11,1.5792762930733062e-11
Image_78,n01629819,"European fire salamander, Salamandra salamandra",n02279972,"monarch, monarch butterfly, milkweed butterfly, Danaus plexippus",0.0003051593084819615,0.000258855550782755,7.328694482566789e-05,8.6189218563959e-05,0.0032023314852267504,0.00025330542121082544,2.7366826543584466e-05,0.00044500301009975374,9.777483501238748e-05,6.265804586291779e-07,6.577059785684014e-09,1.6586016045039287e-06
Image_79,n01629819,"European fire salamander, Salamandra salamandra",n02909870,"bucket, pail",4.802801413461566e-05,7.988407742232084e-05,0.00038227756158448756,0.00508596608415246,0.01805720292031765,0.0026987262535840273,6.76786366966553e-05,0.0002580809232313186,4.75847082270775e-05,1.5395573882415192e-07,6.104576844023768e-10,2.1457045396109514e-14
Image_80,n01629819,"European fire salamander, Salamandra salamandra",n02099712,Labrador retriever,0.007810546085238457,3.137038947897963e-05,0.00012871423678006977,6.864299939479679e-05,0.00010619957174640149,0.00038411543937399983,0.0003353800857439637,0.015432825312018394,9.006272011902183e-05,0.0001682811271166429,2.2740402982890373e-07,1.0583112164397335e-09
Image_81,n01629819,"European fire salamander, Salamandra salamandra",n04259630,sombrero,8.613681711722165e-05,0.0004981125239282846,0.00027626240625977516,2.9545541110564955e-05,9.01039456948638e-05,6.676190969301388e-05,0.0004835661966353655,0.0005667252698913217,0.0007075358298607171,0.0011977428803220391,1.3551346000895137e-07,1.965229784461897e-10
Image_82,n01629819,"European fire salamander, Salamandra salamandra",n02963159,cardigan,2.339653110539075e-05,4.0183720557251945e-05,3.6538509448291734e-05,0.00015088501095306128,0.0001047823898261413,0.00031086395028978586,0.0041734990663826466,0.0001078321147360839,0.003531784052029252,0.002299332292750478,0.038548871874809265,1.470497500122292e-05
Image_83,n01629819,"European fire salamander, Salamandra salamandra",n03584254,iPod,5.4663225455442443e-05,0.0002592807577457279,0.000620639999397099,1.4936495972506236e-05,5.560875797527842e-05,0.0022364419419318438,0.017169592902064323,0.00042327033588662744,0.007504032459110022,3.493526310194284e-05,9.264338586945087e-06,0.0007782377069815993
Image_84,n01629819,"European fire salamander, Salamandra salamandra",n07614500,"ice cream, icecream",8.510037150699645e-05,4.214745422359556e-05,0.00031830096850171685,4.816919317818247e-05,0.018071375787258148,3.8326819776557386e-05,0.004035383928567171,0.00010493743320694193,4.470024578040466e-05,1.236493485379242e-08,0.0006768751190975308,2.2346843819853746e-10
